"","Geography","Geographic_Area_Name","Estimate_Total","Estimate_Total_Native","Estimate_Total_Native_Born_in_state_of_residence","Estimate_Total_Native_Born_in_other_state_in_the_United_States","Estimate_Total_Native_Born_in_other_state_in_the_United_States_Northeast","Estimate_Total_Native_Born_in_other_state_in_the_United_States_Midwest","Estimate_Total_Native_Born_in_other_state_in_the_United_States_South","Estimate_Total_Native_Born_in_other_state_in_the_United_States_West","Estimate_Total_Native_Born_outside_the_United_States","Estimate_Total_Native_Born_outside_the_United_States_Puerto_Rico","Estimate_Total_Native_Born_outside_the_United_States_U.S._Island_Areas","Estimate_Total_Native_Born_outside_the_United_States_Born_abroad_of_American_parent(s)","Estimate_Total_Foreign_born","Estimate_Total_Foreign_born_Naturalized_U.S._citizen","Estimate_Total_Foreign_born_Naturalized_U.S._citizen_Europe","Estimate_Total_Foreign_born_Naturalized_U.S._citizen_Asia","Estimate_Total_Foreign_born_Naturalized_U.S._citizen_Africa","Estimate_Total_Foreign_born_Naturalized_U.S._citizen_Oceania","Estimate_Total_Foreign_born_Naturalized_U.S._citizen_Latin_America","Estimate_Total_Foreign_born_Naturalized_U.S._citizen_Northern_America","Estimate_Total_Foreign_born_Not_a_U.S._citizen","Estimate_Total_Foreign_born_Not_a_U.S._citizen_Europe","Estimate_Total_Foreign_born_Not_a_U.S._citizen_Asia","Estimate_Total_Foreign_born_Not_a_U.S._citizen_Africa","Estimate_Total_Foreign_born_Not_a_U.S._citizen_Oceania","Estimate_Total_Foreign_born_Not_a_U.S._citizen_Latin_America","Estimate_Total_Foreign_born_Not_a_U.S._citizen_Northern_America","NA","Year"
"13","1400000US12001000901","Census Tract 9.01; Alachua County; Florida","3577","3020","1923","1046","378","245","268","155","51","21","0","30","557","146","27","15","0","0","104","0","411","93","221","0","0","60","37",NA,"2024"
"14","1400000US12001000902","Census Tract 9.02; Alachua County; Florida","8723","7714","4730","2714","1074","473","937","230","270","71","0","199","1009","360","18","41","18","0","283","0","649","114","434","5","0","66","30",NA,"2024"
"15","1400000US12001001000","Census Tract 10; Alachua County; Florida","7591","6853","3998","2512","659","333","1241","279","343","67","0","276","738","519","73","87","33","0","326","0","219","45","132","9","0","33","0",NA,"2024"
"16","1400000US12001001100","Census Tract 11; Alachua County; Florida","6715","5781","2760","2845","652","1209","631","353","176","52","0","124","934","844","133","510","8","12","145","36","90","13","55","0","0","22","0",NA,"2024"
"17","1400000US12001001201","Census Tract 12.01; Alachua County; Florida","2785","2577","1442","1098","384","181","443","90","37","12","0","25","208","150","0","148","0","0","2","0","58","7","40","0","0","0","11",NA,"2024"
"18","1400000US12001001202","Census Tract 12.02; Alachua County; Florida","7269","6302","3545","2584","711","605","805","463","173","152","0","21","967","582","60","136","0","0","362","24","385","0","186","0","0","194","5",NA,"2024"
"19","1400000US12001001203","Census Tract 12.03; Alachua County; Florida","3786","3017","1583","1214","245","350","489","130","220","65","0","155","769","95","14","58","0","0","23","0","674","102","72","418","0","82","0",NA,"2024"
"20","1400000US12001001400","Census Tract 14; Alachua County; Florida","3806","3680","2623","1013","289","418","238","68","44","36","0","8","126","65","0","4","0","0","61","0","61","8","0","0","0","39","14",NA,"2024"
"21","1400000US12001001514","Census Tract 15.14; Alachua County; Florida","1925","1566","995","535","196","126","172","41","36","15","0","21","359","100","23","63","0","0","14","0","259","12","113","84","0","44","6",NA,"2024"
"22","1400000US12001001515","Census Tract 15.15; Alachua County; Florida","6125","4881","2452","2320","1156","379","638","147","109","85","0","24","1244","540","0","228","0","0","312","0","704","21","273","0","0","410","0",NA,"2024"
"23","1400000US12001001516","Census Tract 15.16; Alachua County; Florida","2679","2497","1485","792","390","166","183","53","220","21","0","199","182","24","0","24","0","0","0","0","158","83","36","0","0","39","0",NA,"2024"
"24","1400000US12001001517","Census Tract 15.17; Alachua County; Florida","5766","4666","3144","1498","315","459","536","188","24","24","0","0","1100","401","8","147","0","0","246","0","699","0","654","21","0","24","0",NA,"2024"
"25","1400000US12001001519","Census Tract 15.19; Alachua County; Florida","2538","1418","822","544","147","107","270","20","52","39","0","13","1120","200","31","152","0","0","17","0","920","25","676","0","0","219","0",NA,"2024"
"26","1400000US12001001522","Census Tract 15.22; Alachua County; Florida","8320","6859","3562","2863","738","393","720","1012","434","86","85","263","1461","526","244","56","172","0","54","0","935","308","120","141","0","366","0",NA,"2024"
"27","1400000US12001001605","Census Tract 16.05; Alachua County; Florida","9066","7448","4170","2987","841","299","1250","597","291","118","0","173","1618","740","90","240","0","0","300","110","878","149","147","182","0","400","0",NA,"2024"
"28","1400000US12001001701","Census Tract 17.01; Alachua County; Florida","6726","5526","2249","3041","1028","694","912","407","236","54","0","182","1200","887","135","333","18","0","254","147","313","100","55","0","8","150","0",NA,"2024"
"29","1400000US12001001702","Census Tract 17.02; Alachua County; Florida","5336","4876","2076","2658","871","673","711","403","142","34","0","108","460","231","37","13","0","0","181","0","229","15","50","0","0","132","32",NA,"2024"
"30","1400000US12001001802","Census Tract 18.02; Alachua County; Florida","3443","3366","2235","953","431","194","218","110","178","0","0","178","77","40","0","15","0","0","25","0","37","14","0","0","0","11","12",NA,"2024"
"31","1400000US12001001803","Census Tract 18.03; Alachua County; Florida","6284","5485","2820","2452","579","757","955","161","213","30","44","139","799","766","97","137","66","0","466","0","33","22","11","0","0","0","0",NA,"2024"
"32","1400000US12001001811","Census Tract 18.11; Alachua County; Florida","6770","5752","2713","2837","1081","782","609","365","202","61","0","141","1018","493","90","213","0","13","177","0","525","34","94","0","17","380","0",NA,"2024"
"33","1400000US12001001813","Census Tract 18.13; Alachua County; Florida","4010","3439","1732","1586","409","529","444","204","121","27","12","82","571","398","113","226","8","0","51","0","173","42","118","10","0","3","0",NA,"2024"
"34","1400000US12001001815","Census Tract 18.15; Alachua County; Florida","2055","1889","1238","629","89","262","226","52","22","17","0","5","166","127","0","0","0","0","127","0","39","0","0","0","0","39","0",NA,"2024"
"35","1400000US12001001816","Census Tract 18.16; Alachua County; Florida","5996","5756","3784","1797","412","514","640","231","175","68","18","89","240","162","0","0","25","0","104","33","78","0","0","0","0","78","0",NA,"2024"
"36","1400000US12001001817","Census Tract 18.17; Alachua County; Florida","4738","4168","2350","1774","432","594","578","170","44","0","0","44","570","450","136","40","0","0","226","48","120","85","35","0","0","0","0",NA,"2024"
"37","1400000US12001001818","Census Tract 18.18; Alachua County; Florida","5160","4763","2812","1863","567","716","346","234","88","76","0","12","397","141","17","15","0","0","109","0","256","40","0","0","0","216","0",NA,"2024"
"38","1400000US12001001819","Census Tract 18.19; Alachua County; Florida","4760","4613","2594","1847","950","489","293","115","172","94","0","78","147","106","16","10","15","0","48","17","41","17","0","0","0","24","0",NA,"2024"
"39","1400000US12001001902","Census Tract 19.02; Alachua County; Florida","4035","3807","2459","1321","432","248","523","118","27","0","13","14","228","186","0","61","0","0","125","0","42","0","12","0","0","17","13",NA,"2024"
"40","1400000US12001001907","Census Tract 19.07; Alachua County; Florida","2478","2395","1265","1089","291","300","448","50","41","11","0","30","83","74","0","16","0","0","58","0","9","9","0","0","0","0","0",NA,"2024"
"41","1400000US12001001908","Census Tract 19.08; Alachua County; Florida","5439","5288","3101","2156","572","681","585","318","31","0","0","31","151","20","12","0","0","0","8","0","131","81","14","0","0","36","0",NA,"2024"
"42","1400000US12001002001","Census Tract 20.01; Alachua County; Florida","1386","1312","829","467","130","90","130","117","16","0","0","16","74","11","0","0","0","0","11","0","63","7","49","0","0","7","0",NA,"2024"
"43","1400000US12001002002","Census Tract 20.02; Alachua County; Florida","3940","3806","2253","1427","428","412","535","52","126","0","0","126","134","55","47","8","0","0","0","0","79","19","16","0","0","38","6",NA,"2024"
"44","1400000US12001002101","Census Tract 21.01; Alachua County; Florida","1974","1918","1137","769","139","233","304","93","12","0","7","5","56","22","10","3","6","0","3","0","34","5","2","8","0","19","0",NA,"2024"
"45","1400000US12001002102","Census Tract 21.02; Alachua County; Florida","1021","945","610","325","75","118","80","52","10","0","0","10","76","8","0","0","0","0","8","0","68","27","41","0","0","0","0",NA,"2024"
"46","1400000US12001002201","Census Tract 22.01; Alachua County; Florida","6871","6155","4271","1767","352","738","497","180","117","52","0","65","716","571","54","233","0","0","284","0","145","18","0","0","0","127","0",NA,"2024"
"47","1400000US12001002202","Census Tract 22.02; Alachua County; Florida","6494","6316","3612","2675","673","763","948","291","29","0","0","29","178","159","38","59","0","0","62","0","19","19","0","0","0","0","0",NA,"2024"
"48","1400000US12001002204","Census Tract 22.04; Alachua County; Florida","12795","10591","4654","5578","1728","2086","1386","378","359","182","0","177","2204","1263","153","840","33","0","154","83","941","121","474","0","0","324","22",NA,"2024"
"49","1400000US12001002207","Census Tract 22.07; Alachua County; Florida","3954","3197","1578","1523","591","332","464","136","96","0","0","96","757","588","146","162","20","0","259","1","169","29","133","0","0","7","0",NA,"2024"
"50","1400000US12001002208","Census Tract 22.08; Alachua County; Florida","3119","2832","1414","1262","292","325","586","59","156","98","0","58","287","147","60","60","0","0","27","0","140","0","99","0","0","41","0",NA,"2024"
"51","1400000US12001002209","Census Tract 22.09; Alachua County; Florida","8368","7519","4219","3106","903","523","1335","345","194","41","55","98","849","592","114","343","0","0","98","37","257","76","107","0","0","51","23",NA,"2024"
"52","1400000US12001002210","Census Tract 22.10; Alachua County; Florida","4861","4437","2956","1341","540","391","384","26","140","87","0","53","424","298","62","144","0","0","92","0","126","0","0","0","0","126","0",NA,"2024"
"53","1400000US12001002217","Census Tract 22.17; Alachua County; Florida","6913","6628","3861","2149","528","577","960","84","618","251","367","0","285","152","114","0","0","0","12","26","133","80","0","0","0","53","0",NA,"2024"
"54","1400000US12001002218","Census Tract 22.18; Alachua County; Florida","3343","2644","1825","780","111","226","373","70","39","6","11","22","699","535","0","169","22","0","344","0","164","0","100","0","0","64","0",NA,"2024"
"55","1400000US12001002219","Census Tract 22.19; Alachua County; Florida","6642","5544","2776","2447","796","514","852","285","321","253","15","53","1098","409","29","94","27","0","259","0","689","137","334","112","0","106","0",NA,"2024"
"56","1400000US12001002220","Census Tract 22.20; Alachua County; Florida","2769","2179","1194","957","317","57","530","53","28","15","0","13","590","275","71","60","0","0","110","34","315","12","67","0","0","236","0",NA,"2024"
"57","1400000US12001002221","Census Tract 22.21; Alachua County; Florida","5643","4530","1867","2562","909","750","700","203","101","22","0","79","1113","678","45","521","0","0","112","0","435","0","389","0","0","46","0",NA,"2024"
"58","1400000US12001002222","Census Tract 22.22; Alachua County; Florida","7178","5934","2621","3021","716","907","1162","236","292","148","92","52","1244","1017","159","634","0","0","207","17","227","59","127","0","0","41","0",NA,"2024"
"59","1400000US12001110800","Census Tract 1108; Alachua County; Florida","2119","1797","802","949","384","274","227","64","46","7","0","39","322","271","19","91","46","0","109","6","51","6","45","0","0","0","0",NA,"2024"
