"","Geography","Geographic_Area_Name","Estimate_Total","Estimate_Total_Native","Estimate_Total_Native_Born_in_state_of_residence","Estimate_Total_Native_Born_in_other_state_in_the_United_States","Estimate_Total_Native_Born_in_other_state_in_the_United_States_Northeast","Estimate_Total_Native_Born_in_other_state_in_the_United_States_Midwest","Estimate_Total_Native_Born_in_other_state_in_the_United_States_South","Estimate_Total_Native_Born_in_other_state_in_the_United_States_West","Estimate_Total_Native_Born_outside_the_United_States","Estimate_Total_Native_Born_outside_the_United_States_Puerto_Rico","Estimate_Total_Native_Born_outside_the_United_States_U.S._Island_Areas","Estimate_Total_Native_Born_outside_the_United_States_Born_abroad_of_American_parent(s)","Estimate_Total_Foreign_born","Estimate_Total_Foreign_born_Naturalized_U.S._citizen","Estimate_Total_Foreign_born_Naturalized_U.S._citizen_Europe","Estimate_Total_Foreign_born_Naturalized_U.S._citizen_Asia","Estimate_Total_Foreign_born_Naturalized_U.S._citizen_Africa","Estimate_Total_Foreign_born_Naturalized_U.S._citizen_Oceania","Estimate_Total_Foreign_born_Naturalized_U.S._citizen_Latin_America","Estimate_Total_Foreign_born_Naturalized_U.S._citizen_Northern_America","Estimate_Total_Foreign_born_Not_a_U.S._citizen","Estimate_Total_Foreign_born_Not_a_U.S._citizen_Europe","Estimate_Total_Foreign_born_Not_a_U.S._citizen_Asia","Estimate_Total_Foreign_born_Not_a_U.S._citizen_Africa","Estimate_Total_Foreign_born_Not_a_U.S._citizen_Oceania","Estimate_Total_Foreign_born_Not_a_U.S._citizen_Latin_America","Estimate_Total_Foreign_born_Not_a_U.S._citizen_Northern_America","NA","Year"
"2","1400000US12001000201","Census Tract 2.01; Alachua County; Florida","5284","4638","3182","1399","480","137","403","379","57","0","0","57","646","383","0","27","0","0","356","0","263","22","9","0","0","232","0",NA,"2024"
"3","1400000US12001000202","Census Tract 2.02; Alachua County; Florida","5751","5539","3768","1665","432","281","735","217","106","38","0","68","212","62","0","38","0","0","24","0","150","40","32","17","0","61","0",NA,"2024"
"4","1400000US12001000301","Census Tract 3.01; Alachua County; Florida","4210","3979","2803","1101","298","254","261","288","75","50","0","25","231","218","7","29","0","0","182","0","13","0","0","0","0","13","0",NA,"2024"
"5","1400000US12001000302","Census Tract 3.02; Alachua County; Florida","2515","2359","1625","673","216","279","112","66","61","0","0","61","156","122","21","5","0","0","96","0","34","0","32","0","0","2","0",NA,"2024"
"6","1400000US12001000400","Census Tract 4; Alachua County; Florida","5563","5473","3626","1813","453","618","563","179","34","34","0","0","90","75","0","29","0","0","46","0","15","0","0","15","0","0","0",NA,"2024"
"7","1400000US12001000500","Census Tract 5; Alachua County; Florida","4982","4577","2644","1664","423","421","469","351","269","49","0","220","405","225","77","53","74","0","21","0","180","24","15","17","21","67","36",NA,"2024"
"8","1400000US12001000600","Census Tract 6; Alachua County; Florida","4391","4325","3896","428","68","73","287","0","1","0","0","1","66","55","0","3","23","0","29","0","11","0","0","11","0","0","0",NA,"2024"
"9","1400000US12001000700","Census Tract 7; Alachua County; Florida","6633","6304","4975","1260","688","108","413","51","69","69","0","0","329","222","0","0","0","0","208","14","107","0","0","0","0","26","81",NA,"2024"
"10","1400000US12001000806","Census Tract 8.06; Alachua County; Florida","3372","2829","1479","1233","544","196","407","86","117","99","0","18","543","90","0","36","8","0","46","0","453","21","338","0","0","76","18",NA,"2024"
"11","1400000US12001000808","Census Tract 8.08; Alachua County; Florida","4107","3682","2369","1127","267","389","382","89","186","21","0","165","425","136","9","34","0","0","93","0","289","88","131","33","0","37","0",NA,"2024"
"12","1400000US12001000809","Census Tract 8.09; Alachua County; Florida","1393","1109","621","476","186","180","91","19","12","0","0","12","284","157","38","60","8","0","51","0","127","24","50","15","38","0","0",NA,"2024"
