"","Geography","Geographic_Area_Name","Total_Estimate_Population_5_years_and_over","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_Population_5_years_and_over","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_Population_5_years_and_over","Total_Estimate_Speak_only_English","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_Speak_only_English","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_Speak_only_English","Total_Estimate_Speak_a_language_other_than_English","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_Speak_a_language_other_than_English","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_Speak_a_language_other_than_English","Total_Estimate_Speak_a_language_other_than_English_Spanish_or_Spanish_Creole","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_Speak_a_language_other_than_English_Spanish_or_Spanish_Creole","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_Speak_a_language_other_than_English_Spanish_or_Spanish_Creole","Total_Estimate_Speak_a_language_other_than_English_Other_Indo-European_languages","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_Speak_a_language_other_than_English_Other_Indo-European_languages","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_Speak_a_language_other_than_English_Other_Indo-European_languages","Total_Estimate_Speak_a_language_other_than_English_Asian_and_Pacific_Island_languages","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_Speak_a_language_other_than_English_Asian_and_Pacific_Island_languages","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_Speak_a_language_other_than_English_Asian_and_Pacific_Island_languages","Total_Estimate_Speak_a_language_other_than_English_Other_languages","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_Speak_a_language_other_than_English_Other_languages","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_Speak_a_language_other_than_English_Other_languages","Total_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Spanish_or_Spanish_Creole","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Spanish_or_Spanish_Creole","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Spanish_or_Spanish_Creole","Total_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Spanish_or_Spanish_Creole_5-17_years","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Spanish_or_Spanish_Creole_5-17_years","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Spanish_or_Spanish_Creole_5-17_years","Total_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Spanish_or_Spanish_Creole_18-64_years","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Spanish_or_Spanish_Creole_18-64_years","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Spanish_or_Spanish_Creole_18-64_years","Total_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Spanish_or_Spanish_Creole_65_years_and_over","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Spanish_or_Spanish_Creole_65_years_and_over","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Spanish_or_Spanish_Creole_65_years_and_over","Total_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_Indo-European_languages","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_Indo-European_languages","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_Indo-European_languages","Total_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_Indo-European_languages_5-17_years","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_Indo-European_languages_5-17_years","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_Indo-European_languages_5-17_years","Total_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_Indo-European_languages_18-64_years","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_Indo-European_languages_18-64_years","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_Indo-European_languages_18-64_years","Total_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_Indo-European_languages_65_years_and_over","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_Indo-European_languages_65_years_and_over","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_Indo-European_languages_65_years_and_over","Total_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Asian_and_Pacific_Island_languages","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Asian_and_Pacific_Island_languages","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Asian_and_Pacific_Island_languages","Total_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Asian_and_Pacific_Island_languages_5-17_years","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Asian_and_Pacific_Island_languages_5-17_years","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Asian_and_Pacific_Island_languages_5-17_years","Total_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Asian_and_Pacific_Island_languages_18-64_years","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Asian_and_Pacific_Island_languages_18-64_years","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Asian_and_Pacific_Island_languages_18-64_years","Total_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Asian_and_Pacific_Island_languages_65_years_and_over","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Asian_and_Pacific_Island_languages_65_years_and_over","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Asian_and_Pacific_Island_languages_65_years_and_over","Total_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_languages","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_languages","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_languages","Total_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_languages_5-17_years","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_languages_5-17_years","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_languages_5-17_years","Total_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_languages_18-64_years","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_languages_18-64_years","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_languages_18-64_years","Total_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_languages_65_years_and_over","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_languages_65_years_and_over","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_SPEAK_A_LANGUAGE_OTHER_THAN_ENGLISH_Other_languages_65_years_and_over","Total_Estimate_CITIZENS_18_YEARS_AND_OVER_All_citizens_18_years_and_over","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_CITIZENS_18_YEARS_AND_OVER_All_citizens_18_years_and_over","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_CITIZENS_18_YEARS_AND_OVER_All_citizens_18_years_and_over","Total_Estimate_CITIZENS_18_YEARS_AND_OVER_All_citizens_18_years_and_over_Speak_only_English","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_CITIZENS_18_YEARS_AND_OVER_All_citizens_18_years_and_over_Speak_only_English","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_CITIZENS_18_YEARS_AND_OVER_All_citizens_18_years_and_over_Speak_only_English","Total_Estimate_CITIZENS_18_YEARS_AND_OVER_All_citizens_18_years_and_over_Speak_a_language_other_than_English","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_CITIZENS_18_YEARS_AND_OVER_All_citizens_18_years_and_over_Speak_a_language_other_than_English","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_CITIZENS_18_YEARS_AND_OVER_All_citizens_18_years_and_over_Speak_a_language_other_than_English","Total_Estimate_CITIZENS_18_YEARS_AND_OVER_All_citizens_18_years_and_over_Speak_a_language_other_than_English_Spanish_or_Spanish_Creole","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_CITIZENS_18_YEARS_AND_OVER_All_citizens_18_years_and_over_Speak_a_language_other_than_English_Spanish_or_Spanish_Creole","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_CITIZENS_18_YEARS_AND_OVER_All_citizens_18_years_and_over_Speak_a_language_other_than_English_Spanish_or_Spanish_Creole","Total_Estimate_CITIZENS_18_YEARS_AND_OVER_All_citizens_18_years_and_over_Speak_a_language_other_than_English_Other_languages","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_CITIZENS_18_YEARS_AND_OVER_All_citizens_18_years_and_over_Speak_a_language_other_than_English_Other_languages","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_CITIZENS_18_YEARS_AND_OVER_All_citizens_18_years_and_over_Speak_a_language_other_than_English_Other_languages","Total_Estimate_PERCENT_IMPUTED_Language_status","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_PERCENT_IMPUTED_Language_status","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_PERCENT_IMPUTED_Language_status","Total_Estimate_PERCENT_IMPUTED_Language_status_(speak_a_language_other_than_English)","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_PERCENT_IMPUTED_Language_status_(speak_a_language_other_than_English)","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_PERCENT_IMPUTED_Language_status_(speak_a_language_other_than_English)","Total_Estimate_PERCENT_IMPUTED_Ability_to_speak_English","Percent_of_specified_language_speakers_Speak_English_very_well_Estimate_PERCENT_IMPUTED_Ability_to_speak_English","Percent_of_specified_language_speakers_Speak_English__less_than_very_well_Estimate_PERCENT_IMPUTED_Ability_to_speak_English","NA","Year"
"2","1400000US12001000200","Census Tract 2, Alachua County, Florida","7502","97.4","2.6","85.0","(X)","(X)","15.0","82.7","17.3","6.4","93.5","6.5","3.9","100.0","0.0","2.7","81.7","18.3","2.0","16.4","83.6","480","93.5","6.5","24","100.0","0.0","456","93.2","6.8","0","-","-","295","100.0","0.0","1","100.0","0.0","294","100.0","0.0","0","-","-","202","81.7","18.3","0","-","-","202","81.7","18.3","0","-","-","152","16.4","83.6","0","-","-","152","16.4","83.6","0","-","-","6885","99.7","0.3","87.8","(X)","(X)","12.2","97.8","2.2","5.9","95.6","4.4","6.2","100.0","0.0","5.8","(X)","(X)","3.7","(X)","(X)","4.0","(X)","(X)",NA,"2014"
"3","1400000US12001000301","Census Tract 3.01, Alachua County, Florida","3262","99.3","0.7","94.4","(X)","(X)","5.6","88.0","12.0","3.0","88.7","11.3","1.2","71.1","28.9","1.0","100.0","0.0","0.5","100.0","0.0","97","88.7","11.3","0","-","-","86","100.0","0.0","11","0.0","100.0","38","71.1","28.9","19","100.0","0.0","19","42.1","57.9","0","-","-","33","100.0","0.0","0","-","-","33","100.0","0.0","0","-","-","16","100.0","0.0","0","-","-","0","-","-","16","100.0","0.0","2832","99.6","0.4","94.6","(X)","(X)","5.4","92.9","7.1","3.4","88.7","11.3","2.0","100.0","0.0","2.5","(X)","(X)","10.9","(X)","(X)","21.2","(X)","(X)",NA,"2014"
"4","1400000US12001000302","Census Tract 3.02, Alachua County, Florida","2378","96.0","4.0","91.6","(X)","(X)","8.4","51.8","48.2","8.4","51.8","48.2","0.0","-","-","0.0","-","-","0.0","-","-","199","51.8","48.2","24","0.0","100.0","175","58.9","41.1","0","-","-","0","-","-","0","-","-","0","-","-","0","-","-","0","-","-","0","-","-","0","-","-","0","-","-","0","-","-","0","-","-","0","-","-","0","-","-","2007","96.4","3.6","93.3","(X)","(X)","6.7","46.3","53.7","6.7","46.3","53.7","0.0","-","-","2.3","(X)","(X)","0.0","(X)","(X)","0.0","(X)","(X)",NA,"2014"
"5","1400000US12001000400","Census Tract 4, Alachua County, Florida","5041","96.7","3.3","93.7","(X)","(X)","6.3","47.6","52.4","5.6","46.1","53.9","0.8","57.9","42.1","0.0","100.0","0.0","0.0","-","-","280","46.1","53.9","21","100.0","0.0","207","50.7","49.3","52","5.8","94.2","38","57.9","42.1","0","-","-","22","100.0","0.0","16","0.0","100.0","1","100.0","0.0","0","-","-","1","100.0","0.0","0","-","-","0","-","-","0","-","-","0","-","-","0","-","-","3913","98.0","2.0","96.0","(X)","(X)","4.0","50.6","49.4","3.7","46.5","53.5","0.3","100.0","0.0","2.0","(X)","(X)","13.5","(X)","(X)","13.5","(X)","(X)",NA,"2014"
"6","1400000US12001000500","Census Tract 5, Alachua County, Florida","5022","99.5","0.5","88.1","(X)","(X)","11.9","96.0","4.0","7.6","93.7","6.3","4.0","100.0","0.0","0.0","-","-","0.3","100.0","0.0","380","93.7","6.3","40","100.0","0.0","340","92.9","7.1","0","-","-","203","100.0","0.0","0","-","-","189","100.0","0.0","14","100.0","0.0","0","-","-","0","-","-","0","-","-","0","-","-","14","100.0","0.0","0","-","-","0","-","-","14","100.0","0.0","4192","100.0","0.0","89.5","(X)","(X)","10.5","100.0","0.0","6.6","100.0","0.0","3.8","100.0","0.0","5.9","(X)","(X)","5.9","(X)","(X)","10.2","(X)","(X)",NA,"2014"
"7","1400000US12001000600","Census Tract 6, Alachua County, Florida","4016","99.2","0.8","95.5","(X)","(X)","4.5","81.7","18.3","2.3","79.6","20.4","0.9","62.2","37.8","0.3","100.0","0.0","0.9","100.0","0.0","93","79.6","20.4","57","100.0","0.0","36","47.2","52.8","0","-","-","37","62.2","37.8","0","-","-","30","76.7","23.3","7","0.0","100.0","13","100.0","0.0","0","-","-","13","100.0","0.0","0","-","-","37","100.0","0.0","0","-","-","37","100.0","0.0","0","-","-","2884","99.2","0.8","97.7","(X)","(X)","2.3","64.2","35.8","0.9","63.0","37.0","1.4","65.0","35.0","10.5","(X)","(X)","0.0","(X)","(X)","0.0","(X)","(X)",NA,"2014"
"8","1400000US12001000700","Census Tract 7, Alachua County, Florida","6062","99.8","0.2","99.1","(X)","(X)","0.9","75.0","25.0","0.7","68.2","31.8","0.2","100.0","0.0","0.0","-","-","0.0","-","-","44","68.2","31.8","0","-","-","44","68.2","31.8","0","-","-","12","100.0","0.0","0","-","-","12","100.0","0.0","0","-","-","0","-","-","0","-","-","0","-","-","0","-","-","0","-","-","0","-","-","0","-","-","0","-","-","4787","99.7","0.3","98.8","(X)","(X)","1.2","75.0","25.0","0.9","68.2","31.8","0.3","100.0","0.0","5.9","(X)","(X)","0.0","(X)","(X)","0.0","(X)","(X)",NA,"2014"
"9","1400000US12001000806","Census Tract 8.06, Alachua County, Florida","2094","93.6","6.4","78.4","(X)","(X)","21.6","70.2","29.8","4.7","89.9","10.1","5.7","68.3","31.7","9.5","56.3","43.7","1.7","100.0","0.0","99","89.9","10.1","0","-","-","99","89.9","10.1","0","-","-","120","68.3","31.7","13","100.0","0.0","107","64.5","35.5","0","-","-","199","56.3","43.7","17","100.0","0.0","182","52.2","47.8","0","-","-","35","100.0","0.0","0","-","-","35","100.0","0.0","0","-","-","1825","100.0","0.0","89.2","(X)","(X)","10.8","100.0","0.0","4.9","100.0","0.0","5.9","100.0","0.0","6.9","(X)","(X)","6.8","(X)","(X)","6.8","(X)","(X)",NA,"2014"
"10","1400000US12001000808","Census Tract 8.08, Alachua County, Florida","3329","85.4","14.6","67.6","(X)","(X)","32.4","55.0","45.0","10.5","87.4","12.6","9.3","64.7","35.3","12.7","21.1","78.9","0.0","-","-","348","87.4","12.6","19","100.0","0.0","329","86.6","13.4","0","-","-","309","64.7","35.3","0","-","-","309","64.7","35.3","0","-","-","422","21.1","78.9","6","0.0","100.0","416","21.4","78.6","0","-","-","0","-","-","0","-","-","0","-","-","0","-","-","2554","99.5","0.5","84.1","(X)","(X)","15.9","97.0","3.0","7.6","100.0","0.0","8.3","94.4","5.6","5.0","(X)","(X)","2.8","(X)","(X)","1.2","(X)","(X)",NA,"2014"
"11","1400000US12001000809","Census Tract 8.09, Alachua County, Florida","1160","97.8","2.2","88.3","(X)","(X)","11.7","80.9","19.1","1.0","50.0","50.0","6.6","89.5","10.5","3.7","72.1","27.9","0.4","100.0","0.0","12","50.0","50.0","0","-","-","6","100.0","0.0","6","0.0","100.0","76","89.5","10.5","0","-","-","67","88.1","11.9","9","100.0","0.0","43","72.1","27.9","6","0.0","100.0","37","83.8","16.2","0","-","-","5","100.0","0.0","0","-","-","5","100.0","0.0","0","-","-","974","99.4","0.6","95.3","(X)","(X)","4.7","87.0","13.0","1.2","50.0","50.0","3.5","100.0","0.0","2.1","(X)","(X)","4.4","(X)","(X)","4.4","(X)","(X)",NA,"2014"
"12","1400000US12001000901","Census Tract 9.01, Alachua County, Florida","4161","94.0","6.0","75.0","(X)","(X)","25.0","76.1","23.9","9.2","86.4","13.6","7.8","90.7","9.3","7.8","48.3","51.7","0.3","100.0","0.0","382","86.4","13.6","8","100.0","0.0","374","86.1","13.9","0","-","-","323","90.7","9.3","7","100.0","0.0","316","90.5","9.5","0","-","-","323","48.3","51.7","20","0.0","100.0","303","51.5","48.5","0","-","-","13","100.0","0.0","0","-","-","13","100.0","0.0","0","-","-","3535","99.0","1.0","84.5","(X)","(X)","15.5","93.4","6.6","9.3","89.1","10.9","6.2","100.0","0.0","1.0","(X)","(X)","1.2","(X)","(X)","1.2","(X)","(X)",NA,"2014"
"13","1400000US12001000902","Census Tract 9.02, Alachua County, Florida","6861","98.8","1.2","84.4","(X)","(X)","15.6","92.2","7.8","8.2","94.5","5.5","4.0","91.9","8.1","2.7","83.6","16.4","0.8","100.0","0.0","561","94.5","5.5","12","100.0","0.0","549","94.4","5.6","0","-","-","273","91.9","8.1","11","100.0","0.0","262","91.6","8.4","0","-","-","183","83.6","16.4","5","100.0","0.0","178","83.1","16.9","0","-","-","53","100.0","0.0","0","-","-","53","100.0","0.0","0","-","-","6443","99.6","0.4","86.2","(X)","(X)","13.8","97.0","3.0","8.3","94.9","5.1","5.6","100.0","0.0","0.7","(X)","(X)","0.0","(X)","(X)","0.0","(X)","(X)",NA,"2014"
"14","1400000US12001001000","Census Tract 10, Alachua County, Florida","6313","97.8","2.2","86.0","(X)","(X)","14.0","84.4","15.6","8.0","74.5","25.5","4.8","98.3","1.7","1.2","94.5","5.5","0.1","100.0","0.0","505","74.5","25.5","48","100.0","0.0","445","71.0","29.0","12","100.0","0.0","303","98.3","1.7","22","100.0","0.0","220","97.7","2.3","61","100.0","0.0","73","94.5","5.5","0","-","-","73","94.5","5.5","0","-","-","5","100.0","0.0","0","-","-","5","100.0","0.0","0","-","-","5692","98.5","1.5","89.7","(X)","(X)","10.3","85.8","14.2","6.8","79.7","20.3","3.4","97.9","2.1","3.0","(X)","(X)","0.5","(X)","(X)","0.5","(X)","(X)",NA,"2014"
"15","1400000US12001001100","Census Tract 11, Alachua County, Florida","6009","98.8","1.2","89.4","(X)","(X)","10.6","88.5","11.5","3.8","95.6","4.4","4.7","85.2","14.8","2.1","83.1","16.9","0.0","-","-","229","95.6","4.4","78","100.0","0.0","128","92.2","7.8","23","100.0","0.0","283","85.2","14.8","38","100.0","0.0","219","80.8","19.2","26","100.0","0.0","124","83.1","16.9","28","100.0","0.0","96","78.1","21.9","0","-","-","0","-","-","0","-","-","0","-","-","0","-","-","5117","99.0","1.0","92.6","(X)","(X)","7.4","86.3","13.7","3.0","93.4","6.6","4.5","81.7","18.3","4.8","(X)","(X)","2.4","(X)","(X)","2.4","(X)","(X)",NA,"2014"
"16","1400000US12001001201","Census Tract 12.01, Alachua County, Florida","2590","95.4","4.6","70.6","(X)","(X)","29.4","84.4","15.6","12.2","90.5","9.5","13.3","100.0","0.0","3.9","11.0","89.0","0.0","-","-","317","90.5","9.5","75","100.0","0.0","225","90.7","9.3","17","47.1","52.9","344","100.0","0.0","80","100.0","0.0","257","100.0","0.0","7","100.0","0.0","100","11.0","89.0","11","100.0","0.0","60","0.0","100.0","29","0.0","100.0","0","-","-","0","-","-","0","-","-","0","-","-","2076","97.0","3.0","78.5","(X)","(X)","21.5","85.9","14.1","6.6","93.4","6.6","14.9","82.6","17.4","2.6","(X)","(X)","0.0","(X)","(X)","0.0","(X)","(X)",NA,"2014"
"17","1400000US12001001202","Census Tract 12.02, Alachua County, Florida","6652","92.9","7.1","84.8","(X)","(X)","15.2","53.5","46.5","8.2","47.2","52.8","4.3","77.1","22.9","2.7","34.5","65.5","0.0","-","-","547","47.2","52.8","25","100.0","0.0","477","41.9","58.1","45","73.3","26.7","288","77.1","22.9","43","100.0","0.0","230","71.3","28.7","15","100.0","0.0","177","34.5","65.5","17","0.0","100.0","160","38.1","61.9","0","-","-","0","-","-","0","-","-","0","-","-","0","-","-","5307","95.0","5.0","86.8","(X)","(X)","13.2","62.3","37.7","8.0","53.9","46.1","5.2","75.1","24.9","0.9","(X)","(X)","1.4","(X)","(X)","1.4","(X)","(X)",NA,"2014"
"18","1400000US12001001203","Census Tract 12.03, Alachua County, Florida","3451","97.1","2.9","86.4","(X)","(X)","13.6","79.0","21.0","7.9","69.1","30.9","2.3","88.9","11.1","3.4","94.9","5.1","0.0","-","-","272","69.1","30.9","59","59.3","40.7","213","71.8","28.2","0","-","-","81","88.9","11.1","18","100.0","0.0","63","85.7","14.3","0","-","-","118","94.9","5.1","6","0.0","100.0","112","100.0","0.0","0","-","-","0","-","-","0","-","-","0","-","-","0","-","-","2878","99.9","0.1","91.8","(X)","(X)","8.2","98.7","1.3","4.1","97.5","2.5","4.1","100.0","0.0","6.9","(X)","(X)","0.0","(X)","(X)","0.0","(X)","(X)",NA,"2014"
