"","Geography","Geographic_Area_Name","Estimate_Total","Estimate_Total_Native_population","Estimate_Total_Native_population_5_to_17_years","Estimate_Total_Native_population_5_to_17_years_Speak_only_English","Estimate_Total_Native_population_5_to_17_years_Speak_Spanish","Estimate_Total_Native_population_5_to_17_years_Speak_Spanish_Speak_English_very_well","Estimate_Total_Native_population_5_to_17_years_Speak_Spanish_Speak_English_less_than_very_well","Estimate_Total_Native_population_5_to_17_years_Speak_other_languages","Estimate_Total_Native_population_5_to_17_years_Speak_other_languages_Speak_English_very_well","Estimate_Total_Native_population_5_to_17_years_Speak_other_languages_Speak_English_less_than_very_well","Estimate_Total_Native_population_18_years_and_over","Estimate_Total_Native_population_18_years_and_over_Speak_only_English","Estimate_Total_Native_population_18_years_and_over_Speak_Spanish","Estimate_Total_Native_population_18_years_and_over_Speak_Spanish_Speak_English_very_well","Estimate_Total_Native_population_18_years_and_over_Speak_Spanish_Speak_English_less_than_very_well","Estimate_Total_Native_population_18_years_and_over_Speak_other_languages","Estimate_Total_Native_population_18_years_and_over_Speak_other_languages_Speak_English_very_well","Estimate_Total_Native_population_18_years_and_over_Speak_other_languages_Speak_English_less_than_very_well","Estimate_Total_Foreign-born_population","Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen","Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_5_to_17_years","Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_5_to_17_years_Speak_only_English","Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_5_to_17_years_Speak_Spanish","Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_5_to_17_years_Speak_Spanish_Speak_English_very_well","Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_5_to_17_years_Speak_Spanish_Speak_English_less_than_very_well","Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_5_to_17_years_Speak_other_languages","Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_5_to_17_years_Speak_other_languages_Speak_English_very_well","Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_5_to_17_years_Speak_other_languages_Speak_English_less_than_very_well","Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_18_years_and_over","Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_18_years_and_over_Speak_only_English","Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_18_years_and_over_Speak_Spanish","Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_18_years_and_over_Speak_Spanish_Speak_English_very_well","Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_18_years_and_over_Speak_Spanish_Speak_English_less_than_very_well","Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_18_years_and_over_Speak_other_languages","Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_18_years_and_over_Speak_other_languages_Speak_English_very_well","Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_18_years_and_over_Speak_other_languages_Speak_English_less_than_very_well","Estimate_Total_Foreign-born_population_Not_a_U.S._citizen","Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_5_to_17_years","Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_5_to_17_years_Speak_only_English","Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_5_to_17_years_Speak_Spanish","Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_5_to_17_years_Speak_Spanish_Speak_English_very_well","Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_5_to_17_years_Speak_Spanish_Speak_English_less_than_very_well","Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_5_to_17_years_Speak_other_languages","Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_5_to_17_years_Speak_other_languages_Speak_English_very_well","Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_5_to_17_years_Speak_other_languages_Speak_English_less_than_very_well","Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_18_years_and_over","Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_18_years_and_over_Speak_only_English","Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_18_years_and_over_Speak_Spanish","Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_18_years_and_over_Speak_Spanish_Speak_English_very_well","Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_18_years_and_over_Speak_Spanish_Speak_English_less_than_very_well","Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_18_years_and_over_Speak_other_languages","Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_18_years_and_over_Speak_other_languages_Speak_English_very_well","Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_18_years_and_over_Speak_other_languages_Speak_English_less_than_very_well","NA"
"18","1400000US12001001202","Census Tract 12.02; Alachua County; Florida","6897","5930","926","804","0","0","0","122","122","0","5004","4697","246","204","42","61","61","0","967","582","0","0","0","0","0","0","0","0","582","181","295","242","53","106","106","0","385","56","13","0","0","0","43","43","0","329","52","154","111","43","123","123","0",NA
"19","1400000US12001001203","Census Tract 12.03; Alachua County; Florida","3539","2770","330","247","54","54","0","29","29","0","2440","2145","257","231","26","38","38","0","769","95","0","0","0","0","0","0","0","0","95","33","0","0","0","62","52","10","674","240","120","0","0","0","120","120","0","434","30","52","52","0","352","352","0",NA
"20","1400000US12001001400","Census Tract 14; Alachua County; Florida","3649","3523","536","536","0","0","0","0","0","0","2987","2850","118","92","26","19","19","0","126","65","0","0","0","0","0","0","0","0","65","0","61","20","41","4","0","4","61","0","0","0","0","0","0","0","0","61","43","10","0","10","8","0","8",NA
"21","1400000US12001001514","Census Tract 15.14; Alachua County; Florida","1885","1540","110","110","0","0","0","0","0","0","1430","1230","68","54","14","132","132","0","345","100","0","0","0","0","0","0","0","0","100","15","14","14","0","71","49","22","245","0","0","0","0","0","0","0","0","245","26","34","34","0","185","148","37",NA
"22","1400000US12001001515","Census Tract 15.15; Alachua County; Florida","6097","4853","51","51","0","0","0","0","0","0","4802","4106","571","558","13","125","121","4","1244","540","0","0","0","0","0","0","0","0","540","19","195","195","0","326","233","93","704","0","0","0","0","0","0","0","0","704","25","329","251","78","350","201","149",NA
"23","1400000US12001001516","Census Tract 15.16; Alachua County; Florida","2622","2440","135","113","0","0","0","22","22","0","2305","1947","212","145","67","146","146","0","182","24","0","0","0","0","0","0","0","0","24","9","0","0","0","15","15","0","158","0","0","0","0","0","0","0","0","158","65","27","27","0","66","49","17",NA
"24","1400000US12001001517","Census Tract 15.17; Alachua County; Florida","5566","4466","284","284","0","0","0","0","0","0","4182","3802","215","172","43","165","165","0","1100","401","0","0","0","0","0","0","0","0","401","18","246","126","120","137","100","37","699","38","0","0","0","0","38","38","0","661","47","24","24","0","590","531","59",NA
"25","1400000US12001001519","Census Tract 15.19; Alachua County; Florida","2457","1337","154","154","0","0","0","0","0","0","1183","950","139","128","11","94","90","4","1120","200","0","0","0","0","0","0","0","0","200","11","6","6","0","183","183","0","920","42","0","25","0","25","17","0","17","878","76","149","100","49","653","630","23",NA
"26","1400000US12001001522","Census Tract 15.22; Alachua County; Florida","7727","6440","681","681","0","0","0","0","0","0","5759","5108","397","291","106","254","254","0","1287","526","49","0","0","0","0","49","49","0","477","239","12","12","0","226","226","0","761","85","0","67","67","0","18","18","0","676","0","93","56","37","583","411","172",NA
"27","1400000US12001001605","Census Tract 16.05; Alachua County; Florida","9026","7408","338","338","0","0","0","0","0","0","7070","6452","529","378","151","89","89","0","1618","740","0","0","0","0","0","0","0","0","740","355","274","224","50","111","86","25","878","50","0","50","27","23","0","0","0","828","181","350","274","76","297","297","0",NA
"28","1400000US12001001701","Census Tract 17.01; Alachua County; Florida","6455","5255","654","593","56","56","0","5","5","0","4601","4127","276","276","0","198","121","77","1200","887","0","0","0","0","0","0","0","0","887","284","152","0","152","451","402","49","313","0","0","0","0","0","0","0","0","313","18","136","136","0","159","140","19",NA
"29","1400000US12001001702","Census Tract 17.02; Alachua County; Florida","5128","4668","624","549","47","25","22","28","28","0","4044","3824","171","137","34","49","38","11","460","231","0","0","0","0","0","0","0","0","231","132","37","37","0","62","27","35","229","0","0","0","0","0","0","0","0","229","32","147","71","76","50","50","0",NA
"30","1400000US12001001802","Census Tract 18.02; Alachua County; Florida","3160","3083","711","711","0","0","0","0","0","0","2372","2272","88","74","14","12","12","0","77","40","0","0","0","0","0","0","0","0","40","25","0","0","0","15","15","0","37","0","0","0","0","0","0","0","0","37","0","23","12","11","14","14","0",NA
"31","1400000US12001001803","Census Tract 18.03; Alachua County; Florida","5877","5078","1127","1127","0","0","0","0","0","0","3951","3794","136","50","86","21","21","0","799","766","0","0","0","0","0","0","0","0","766","318","229","38","191","219","140","79","33","22","22","0","0","0","0","0","0","11","0","0","0","0","11","0","11",NA
"32","1400000US12001001811","Census Tract 18.11; Alachua County; Florida","6428","5427","896","834","62","62","0","0","0","0","4531","4365","96","84","12","70","70","0","1001","493","0","0","0","0","0","0","0","0","493","135","166","106","60","192","91","101","508","34","0","0","0","0","34","0","34","474","0","296","270","26","178","138","40",NA
"33","1400000US12001001813","Census Tract 18.13; Alachua County; Florida","3802","3231","735","650","21","12","9","64","26","38","2496","2415","25","10","15","56","56","0","571","398","0","0","0","0","0","0","0","0","398","128","27","27","0","243","204","39","173","0","0","0","0","0","0","0","0","173","22","3","0","3","148","138","10",NA
"34","1400000US12001001815","Census Tract 18.15; Alachua County; Florida","1961","1795","375","291","84","5","79","0","0","0","1420","1348","68","44","24","4","4","0","166","127","0","0","0","0","0","0","0","0","127","43","84","51","33","0","0","0","39","0","0","0","0","0","0","0","0","39","26","13","0","13","0","0","0",NA
"35","1400000US12001001816","Census Tract 18.16; Alachua County; Florida","5571","5331","1634","1540","94","85","9","0","0","0","3697","3542","155","145","10","0","0","0","240","162","0","0","0","0","0","0","0","0","162","74","88","32","56","0","0","0","78","0","0","0","0","0","0","0","0","78","6","72","42","30","0","0","0",NA
"36","1400000US12001001817","Census Tract 18.17; Alachua County; Florida","4317","3747","493","445","0","0","0","48","48","0","3254","3113","141","131","10","0","0","0","570","450","0","0","0","0","0","0","0","0","450","138","138","30","108","174","77","97","120","0","0","0","0","0","0","0","0","120","85","0","0","0","35","19","16",NA
"37","1400000US12001001818","Census Tract 18.18; Alachua County; Florida","4741","4344","1006","977","29","16","13","0","0","0","3338","3091","185","185","0","62","62","0","397","141","0","0","0","0","0","0","0","0","141","37","87","87","0","17","17","0","256","51","0","0","0","0","51","51","0","205","69","22","22","0","114","0","114",NA
"38","1400000US12001001819","Census Tract 18.19; Alachua County; Florida","4450","4303","679","651","11","11","0","17","17","0","3624","3360","237","209","28","27","27","0","147","106","0","0","0","0","0","0","0","0","106","11","34","34","0","61","61","0","41","0","0","0","0","0","0","0","0","41","17","24","24","0","0","0","0",NA
"39","1400000US12001001902","Census Tract 19.02; Alachua County; Florida","3911","3683","363","363","0","0","0","0","0","0","3320","2991","51","18","33","278","278","0","228","186","0","0","0","0","0","0","0","0","186","121","53","37","16","12","0","12","42","0","0","0","0","0","0","0","0","42","13","0","0","0","29","0","29",NA
"40","1400000US12001001907","Census Tract 19.07; Alachua County; Florida","2431","2348","276","276","0","0","0","0","0","0","2072","1958","62","62","0","52","52","0","83","74","0","0","0","0","0","0","0","0","74","0","58","0","58","16","16","0","9","0","0","0","0","0","0","0","0","9","9","0","0","0","0","0","0",NA
"41","1400000US12001001908","Census Tract 19.08; Alachua County; Florida","5246","5095","932","932","0","0","0","0","0","0","4163","4086","76","65","11","1","1","0","151","20","0","0","0","0","0","0","0","0","20","12","8","0","8","0","0","0","131","0","0","0","0","0","0","0","0","131","20","34","0","34","77","63","14",NA
"42","1400000US12001002001","Census Tract 20.01; Alachua County; Florida","1352","1278","73","62","0","0","0","11","11","0","1205","1196","0","0","0","9","0","9","74","11","0","0","0","0","0","0","0","0","11","0","11","0","11","0","0","0","63","0","0","0","0","0","0","0","0","63","0","7","7","0","56","56","0",NA
"43","1400000US12001002002","Census Tract 20.02; Alachua County; Florida","3728","3594","589","554","35","35","0","0","0","0","3005","2980","13","0","13","12","12","0","134","55","5","5","0","0","0","0","0","0","50","33","0","0","0","17","14","3","79","0","0","0","0","0","0","0","0","79","25","38","38","0","16","16","0",NA
"44","1400000US12001002101","Census Tract 21.01; Alachua County; Florida","1843","1787","119","119","0","0","0","0","0","0","1668","1585","64","64","0","19","8","11","56","22","0","0","0","0","0","0","0","0","22","18","0","0","0","4","1","3","34","5","0","0","0","0","5","5","0","29","7","19","19","0","3","1","2",NA
"45","1400000US12001002102","Census Tract 21.02; Alachua County; Florida","973","897","74","74","0","0","0","0","0","0","823","789","27","27","0","7","7","0","76","8","0","0","0","0","0","0","0","0","8","5","3","0","3","0","0","0","68","20","0","0","0","0","20","20","0","48","20","0","0","0","28","28","0",NA
"46","1400000US12001002201","Census Tract 22.01; Alachua County; Florida","6458","5742","1366","1293","62","30","32","11","11","0","4376","4300","67","47","20","9","9","0","716","571","25","0","25","25","0","0","0","0","546","120","181","82","99","245","204","41","145","36","0","0","0","0","36","0","36","109","0","39","0","39","70","18","52",NA
"47","1400000US12001002202","Census Tract 22.02; Alachua County; Florida","6365","6187","1528","1528","0","0","0","0","0","0","4659","4408","251","251","0","0","0","0","178","159","9","9","0","0","0","0","0","0","150","96","4","0","4","50","18","32","19","0","0","0","0","0","0","0","0","19","0","0","0","0","19","19","0",NA
"48","1400000US12001002204","Census Tract 22.04; Alachua County; Florida","11829","9647","2154","1968","0","0","0","186","186","0","7493","6794","280","200","80","419","395","24","2182","1263","0","0","0","0","0","0","0","0","1263","402","63","2","61","798","451","347","919","47","0","0","0","0","47","47","0","872","266","188","147","41","418","418","0",NA
"49","1400000US12001002207","Census Tract 22.07; Alachua County; Florida","3766","3009","682","580","0","0","0","102","96","6","2327","2069","170","154","16","88","85","3","757","588","10","10","0","0","0","0","0","0","578","101","27","26","1","450","380","70","169","10","0","0","0","0","10","0","10","159","0","0","0","0","159","109","50",NA
"50","1400000US12001002208","Census Tract 22.08; Alachua County; Florida","2868","2581","686","650","0","0","0","36","20","16","1895","1853","13","0","13","29","29","0","287","147","0","0","0","0","0","0","0","0","147","56","18","18","0","73","66","7","140","26","0","0","0","0","26","26","0","114","0","13","13","0","101","77","24",NA
"51","1400000US12001002209","Census Tract 22.09; Alachua County; Florida","7772","6923","1242","1196","0","0","0","46","41","5","5681","5402","212","195","17","67","67","0","849","592","0","0","0","0","0","0","0","0","592","165","59","59","0","368","325","43","257","0","0","0","0","0","0","0","0","257","23","34","9","25","200","183","17",NA
"52","1400000US12001002210","Census Tract 22.10; Alachua County; Florida","4697","4273","864","698","166","166","0","0","0","0","3409","2942","452","353","99","15","0","15","424","298","0","0","0","0","0","0","0","0","298","84","92","0","92","122","85","37","126","0","0","0","0","0","0","0","0","126","0","126","78","48","0","0","0",NA
"53","1400000US12001002217","Census Tract 22.17; Alachua County; Florida","6701","6416","1665","1627","38","19","19","0","0","0","4751","3944","697","655","42","110","0","110","285","152","0","0","0","0","0","0","0","0","152","26","12","12","0","114","99","15","133","0","0","0","0","0","0","0","0","133","25","53","0","53","55","55","0",NA
"54","1400000US12001002218","Census Tract 22.18; Alachua County; Florida","3041","2352","485","427","53","32","21","5","5","0","1867","1658","188","171","17","21","21","0","689","535","26","0","26","26","0","0","0","0","509","78","212","112","100","219","151","68","154","13","0","0","0","0","13","13","0","141","48","64","9","55","29","24","5",NA
"55","1400000US12001002219","Census Tract 22.19; Alachua County; Florida","6415","5317","776","684","0","0","0","92","92","0","4541","4070","440","378","62","31","31","0","1098","409","0","0","0","0","0","0","0","0","409","27","259","259","0","123","56","67","689","113","0","15","15","0","98","98","0","576","14","54","54","0","508","440","68",NA
"56","1400000US12001002220","Census Tract 22.20; Alachua County; Florida","2514","1924","506","356","150","150","0","0","0","0","1418","1300","93","93","0","25","25","0","590","275","0","0","0","0","0","0","0","0","275","94","94","94","0","87","59","28","315","0","0","0","0","0","0","0","0","315","12","208","195","13","95","95","0",NA
"57","1400000US12001002221","Census Tract 22.21; Alachua County; Florida","5411","4298","793","736","11","0","11","46","46","0","3505","3380","111","74","37","14","14","0","1113","678","0","0","0","0","0","0","0","0","678","88","132","104","28","458","320","138","435","51","0","0","0","0","51","51","0","384","0","46","0","46","338","283","55",NA
"58","1400000US12001002222","Census Tract 22.22; Alachua County; Florida","6651","5407","947","872","33","33","0","42","24","18","4460","4172","236","236","0","52","52","0","1244","1017","18","18","0","0","0","0","0","0","999","74","194","194","0","731","658","73","227","22","0","0","0","0","22","22","0","205","0","0","0","0","205","169","36",NA
"59","1400000US12001110800","Census Tract 1108; Alachua County; Florida","2087","1765","112","100","4","4","0","8","8","0","1653","1579","57","53","4","17","17","0","322","271","0","0","0","0","0","0","0","0","271","92","93","93","0","86","52","34","51","0","0","0","0","0","0","0","0","51","6","0","0","0","45","26","19",NA
