,Geography,Geographic_Area_Name,Estimate_Total,Estimate_Total_Native,Estimate_Total_Native_Speak_only_English,Estimate_Total_Native_Speak_Spanish,Estimate_Total_Native_Speak_Spanish_Speak_English_very_well,Estimate_Total_Native_Speak_Spanish_Speak_English_well,Estimate_Total_Native_Speak_Spanish_Speak_English_not_well,Estimate_Total_Native_Speak_Spanish_Speak_English_not_at_all,Estimate_Total_Native_Speak_other_Indo-European_languages,Estimate_Total_Native_Speak_other_Indo-European_languages_Speak_English_very_well,Estimate_Total_Native_Speak_other_Indo-European_languages_Speak_English_well,Estimate_Total_Native_Speak_other_Indo-European_languages_Speak_English_not_well,Year,Estimate_Total_Native_Speak_Asian_and_Pacific_Island_languages,Estimate_Total_Native_Speak_Asian_and_Pacific_Island_languages_Speak_English_very_well,Estimate_Total_Native_Speak_Asian_and_Pacific_Island_languages_Speak_English_well,Estimate_Total_Native_Speak_Asian_and_Pacific_Island_languages_Speak_English_not_well,Estimate_Total_Native_Speak_Asian_and_Pacific_Island_languages_Speak_English_not_at_all,Estimate_Total_Native_Speak_other_languages,Estimate_Total_Native_Speak_other_languages_Speak_English_very_well,Estimate_Total_Native_Speak_other_languages_Speak_English_well,Estimate_Total_Native_Speak_other_languages_Speak_English_not_well,Estimate_Total_Native_Speak_other_languages_Speak_English_not_at_all,Estimate_Total_Foreign_born,Estimate_Total_Foreign_born_Speak_only_English,Estimate_Total_Foreign_born_Speak_Spanish,Estimate_Total_Foreign_born_Speak_Spanish_Speak_English_very_well,Estimate_Total_Foreign_born_Speak_Spanish_Speak_English_well,Estimate_Total_Foreign_born_Speak_Spanish_Speak_English_not_well,Estimate_Total_Foreign_born_Speak_Spanish_Speak_English_not_at_all,Estimate_Total_Foreign_born_Speak_other_Indo-European_languages,Estimate_Total_Foreign_born_Speak_other_Indo-European_languages_Speak_English_very_well,Estimate_Total_Foreign_born_Speak_other_Indo-European_languages_Speak_English_well,Estimate_Total_Foreign_born_Speak_other_Indo-European_languages_Speak_English_not_well,Estimate_Total_Foreign_born_Speak_other_Indo-European_languages_Speak_English_not_at_all,Estimate_Total_Foreign_born_Speak_Asian_and_Pacific_Island_languages,Estimate_Total_Foreign_born_Speak_Asian_and_Pacific_Island_languages_Speak_English_very_well,Estimate_Total_Foreign_born_Speak_Asian_and_Pacific_Island_languages_Speak_English_well,Estimate_Total_Foreign_born_Speak_Asian_and_Pacific_Island_languages_Speak_English_not_well,Estimate_Total_Foreign_born_Speak_Asian_and_Pacific_Island_languages_Speak_English_not_at_all,Estimate_Total_Foreign_born_Speak_other_languages,Estimate_Total_Foreign_born_Speak_other_languages_Speak_English_very_well,Estimate_Total_Foreign_born_Speak_other_languages_Speak_English_well,Estimate_Total_Foreign_born_Speak_other_languages_Speak_English_not_well,Estimate_Total_Foreign_born_Speak_other_languages_Speak_English_not_at_all
69,1400000US12001001000,"Census Tract 10, Alachua County, Florida",5587,5397,4982,356,335,21,0,0,59,59,0,0,2019,0,0,0,0,0,0,0,0,0,0,190,46,41,41,0,0,0,55,39,16,0,0,0,0,0,0,0,48,48,0,0,0
70,1400000US12001001100,"Census Tract 11, Alachua County, Florida",6704,5981,5833,66,50,16,0,0,82,82,0,0,2019,0,0,0,0,0,0,0,0,0,0,723,149,95,95,0,0,0,274,207,50,17,0,205,177,28,0,0,0,0,0,0,0
71,1400000US12001001201,"Census Tract 12.01, Alachua County, Florida",3286,3069,2964,84,74,10,0,0,0,0,0,0,2019,21,21,0,0,0,0,0,0,0,0,217,87,8,8,0,0,0,99,60,39,0,0,23,5,4,14,0,0,0,0,0,0
72,1400000US12001001202,"Census Tract 12.02, Alachua County, Florida",7341,6860,6137,547,465,37,5,40,149,149,0,0,2019,27,27,0,0,0,0,0,0,0,0,481,133,104,85,19,0,0,157,138,19,0,0,87,39,14,34,0,0,0,0,0,0
73,1400000US12001001203,"Census Tract 12.03, Alachua County, Florida",3319,3004,2594,187,166,21,0,0,39,20,19,0,2019,175,152,23,0,0,9,9,0,0,0,315,67,58,44,14,0,0,77,42,12,23,0,113,28,85,0,0,0,0,0,0,0
74,1400000US12001001400,"Census Tract 14, Alachua County, Florida",4386,4291,4165,97,90,7,0,0,29,29,0,0,2019,0,0,0,0,0,0,0,0,0,0,95,75,20,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1400000US12001001514,"Census Tract 15.14, Alachua County, Florida",1648,1341,1142,176,140,28,8,0,16,16,0,0,2019,7,7,0,0,0,0,0,0,0,0,307,63,50,46,4,0,0,44,44,0,0,0,138,107,31,0,0,12,12,0,0,0
76,1400000US12001001515,"Census Tract 15.15, Alachua County, Florida",4877,4156,3473,491,402,89,0,0,64,64,0,0,2019,89,22,67,0,0,39,0,0,39,0,721,43,133,89,19,25,0,295,88,64,125,18,223,121,31,71,0,27,27,0,0,0
77,1400000US12001001516,"Census Tract 15.16, Alachua County, Florida",2332,2000,1850,66,66,0,0,0,14,14,0,0,2019,70,48,0,22,0,0,0,0,0,0,332,143,41,31,10,0,0,38,38,0,0,0,110,49,61,0,0,0,0,0,0,0
78,1400000US12001001517,"Census Tract 15.17, Alachua County, Florida",4463,3481,2889,516,475,41,0,0,35,21,14,0,2019,41,41,0,0,0,0,0,0,0,0,982,185,219,115,74,28,2,138,69,69,0,0,440,211,202,27,0,0,0,0,0,0
79,1400000US12001001519,"Census Tract 15.19, Alachua County, Florida",2564,1657,1464,111,99,12,0,0,18,18,0,0,2019,64,64,0,0,0,0,0,0,0,0,907,161,114,114,0,0,0,301,258,37,6,0,331,243,85,3,0,0,0,0,0,0
80,1400000US12001001520,"Census Tract 15.20, Alachua County, Florida",2483,1891,1732,84,46,38,0,0,16,16,0,0,2019,29,29,0,0,0,30,30,0,0,0,592,98,192,158,34,0,0,83,8,0,75,0,132,62,64,6,0,87,0,48,39,0
81,1400000US12001001521,"Census Tract 15.21, Alachua County, Florida",4013,3313,2974,190,190,0,0,0,43,43,0,0,2019,72,72,0,0,0,34,34,0,0,0,700,90,265,67,157,41,0,244,88,95,32,29,101,33,48,20,0,0,0,0,0,0
82,1400000US12001001603,"Census Tract 16.03, Alachua County, Florida",1592,1330,1223,58,50,8,0,0,31,31,0,0,2019,12,12,0,0,0,6,6,0,0,0,262,51,103,62,4,37,0,11,7,4,0,0,68,20,23,15,10,29,22,7,0,0
83,1400000US12001001604,"Census Tract 16.04, Alachua County, Florida",7350,6073,5591,364,269,95,0,0,118,118,0,0,2019,0,0,0,0,0,0,0,0,0,0,1277,94,438,296,0,46,96,374,303,52,19,0,347,232,115,0,0,24,24,0,0,0
84,1400000US12001001701,"Census Tract 17.01, Alachua County, Florida",5030,4435,4276,116,116,0,0,0,43,43,0,0,2019,0,0,0,0,0,0,0,0,0,0,595,201,181,80,54,0,47,50,50,0,0,0,84,0,84,0,0,79,79,0,0,0
85,1400000US12001001702,"Census Tract 17.02, Alachua County, Florida",5424,5055,4653,282,175,107,0,0,96,96,0,0,2019,4,4,0,0,0,20,20,0,0,0,369,150,128,64,0,64,0,69,69,0,0,0,13,13,0,0,0,9,0,9,0,0
86,1400000US12001001801,"Census Tract 18.01, Alachua County, Florida",7108,6657,6357,294,268,26,0,0,6,6,0,0,2019,0,0,0,0,0,0,0,0,0,0,451,190,127,81,30,16,0,90,72,0,18,0,44,0,0,44,0,0,0,0,0,0
87,1400000US12001001802,"Census Tract 18.02, Alachua County, Florida",2529,2323,2242,81,73,8,0,0,0,0,0,0,2019,0,0,0,0,0,0,0,0,0,0,206,44,5,0,0,2,3,61,29,32,0,0,30,0,30,0,0,66,66,0,0,0
88,1400000US12001001803,"Census Tract 18.03, Alachua County, Florida",5834,4986,4685,208,156,20,32,0,57,57,0,0,2019,19,19,0,0,0,17,17,0,0,0,848,243,344,153,50,0,141,64,24,6,34,0,188,49,110,29,0,9,0,9,0,0
89,1400000US12001001805,"Census Tract 18.05, Alachua County, Florida",1472,1376,1328,37,37,0,0,0,5,5,0,0,2019,0,0,0,0,0,6,6,0,0,0,96,22,35,5,7,13,10,14,14,0,0,0,25,4,7,7,7,0,0,0,0,0
90,1400000US12001001806,"Census Tract 18.06, Alachua County, Florida",8720,8110,7854,137,137,0,0,0,119,90,29,0,2019,0,0,0,0,0,0,0,0,0,0,610,257,275,164,55,14,42,68,18,50,0,0,10,10,0,0,0,0,0,0,0,0
91,1400000US12001001811,"Census Tract 18.11, Alachua County, Florida",6397,5353,4932,321,245,64,12,0,32,32,0,0,2019,55,8,47,0,0,13,13,0,0,0,1044,301,282,251,31,0,0,269,186,51,32,0,180,126,32,22,0,12,12,0,0,0
92,1400000US12001001813,"Census Tract 18.13, Alachua County, Florida",3503,2993,2741,117,95,8,14,0,44,44,0,0,2019,91,45,46,0,0,0,0,0,0,0,510,84,66,43,11,12,0,141,100,9,32,0,200,77,63,29,31,19,19,0,0,0
93,1400000US12001001814,"Census Tract 18.14, Alachua County, Florida",2430,2166,1939,87,83,4,0,0,110,110,0,0,2019,0,0,0,0,0,30,30,0,0,0,264,46,47,47,0,0,0,171,4,76,91,0,0,0,0,0,0,0,0,0,0,0
94,1400000US12001001902,"Census Tract 19.02, Alachua County, Florida",3199,3033,2940,93,56,37,0,0,0,0,0,0,2019,0,0,0,0,0,0,0,0,0,0,166,94,53,2,0,10,41,19,10,9,0,0,0,0,0,0,0,0,0,0,0,0
95,1400000US12001001907,"Census Tract 19.07, Alachua County, Florida",2597,2402,2351,7,7,0,0,0,26,26,0,0,2019,0,0,0,0,0,18,0,18,0,0,195,44,74,74,0,0,0,33,0,33,0,0,4,4,0,0,0,40,0,24,16,0
96,1400000US12001001908,"Census Tract 19.08, Alachua County, Florida",4653,4463,4348,7,7,0,0,0,8,8,0,0,2019,100,27,73,0,0,0,0,0,0,0,190,58,0,0,0,0,0,0,0,0,0,0,132,23,22,40,47,0,0,0,0,0
97,1400000US12001002000,"Census Tract 20, Alachua County, Florida",5828,5743,5613,60,42,18,0,0,25,25,0,0,2019,45,0,20,25,0,0,0,0,0,0,85,51,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0
98,1400000US12001002101,"Census Tract 21.01, Alachua County, Florida",1974,1855,1840,3,0,3,0,0,12,12,0,0,2019,0,0,0,0,0,0,0,0,0,0,119,100,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,14,14,0,0,0
99,1400000US12001002102,"Census Tract 21.02, Alachua County, Florida",776,753,737,12,9,3,0,0,2,2,0,0,2019,0,0,0,0,0,2,0,2,0,0,23,0,14,14,0,0,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0
100,1400000US12001002201,"Census Tract 22.01, Alachua County, Florida",5061,4861,4683,138,79,59,0,0,40,40,0,0,2019,0,0,0,0,0,0,0,0,0,0,200,98,43,43,0,0,0,37,26,11,0,0,12,12,0,0,0,10,10,0,0,0
101,1400000US12001002202,"Census Tract 22.02, Alachua County, Florida",6143,5942,5800,70,70,0,0,0,72,72,0,0,2019,0,0,0,0,0,0,0,0,0,0,201,123,32,32,0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0
102,1400000US12001002204,"Census Tract 22.04, Alachua County, Florida",10905,8752,8380,206,172,34,0,0,24,24,0,0,2019,142,142,0,0,0,0,0,0,0,0,2153,788,286,218,68,0,0,228,181,47,0,0,806,216,394,196,0,45,45,0,0,0
103,1400000US12001002205,"Census Tract 22.05, Alachua County, Florida",11101,9151,8453,340,340,0,0,0,269,269,0,0,2019,89,89,0,0,0,0,0,0,0,0,1950,316,274,165,71,0,38,650,493,127,30,0,690,575,47,68,0,20,20,0,0,0
104,1400000US12001002207,"Census Tract 22.07, Alachua County, Florida",3456,2783,2570,126,103,7,16,0,39,28,11,0,2019,48,48,0,0,0,0,0,0,0,0,673,174,35,26,9,0,0,220,178,19,23,0,244,60,120,64,0,0,0,0,0,0
105,1400000US12001002208,"Census Tract 22.08, Alachua County, Florida",2677,2265,1860,218,199,19,0,0,74,67,7,0,2019,90,69,21,0,0,23,23,0,0,0,412,116,114,110,4,0,0,46,12,23,11,0,122,45,77,0,0,14,14,0,0,0
106,1400000US12001002209,"Census Tract 22.09, Alachua County, Florida",8299,7060,6721,114,108,6,0,0,51,51,0,0,2019,164,164,0,0,0,10,10,0,0,0,1239,487,85,65,20,0,0,66,53,13,0,0,554,270,115,169,0,47,47,0,0,0
107,1400000US12001002210,"Census Tract 22.10, Alachua County, Florida",4266,3990,3865,102,73,22,0,7,23,13,0,10,2019,0,0,0,0,0,0,0,0,0,0,276,119,93,37,33,0,23,64,54,10,0,0,0,0,0,0,0,0,0,0,0,0
108,1400000US12001002217,"Census Tract 22.17, Alachua County, Florida",5138,4846,4597,200,169,31,0,0,49,49,0,0,2019,0,0,0,0,0,0,0,0,0,0,292,59,169,79,72,18,0,0,0,0,0,0,64,15,49,0,0,0,0,0,0,0
109,1400000US12001002218,"Census Tract 22.18, Alachua County, Florida",1563,1440,1314,108,86,8,14,0,6,6,0,0,2019,12,12,0,0,0,0,0,0,0,0,123,35,43,5,5,26,7,36,0,0,36,0,9,0,0,9,0,0,0,0,0,0
110,1400000US12001002219,"Census Tract 22.19, Alachua County, Florida",5798,5034,4394,389,332,57,0,0,125,125,0,0,2019,126,113,13,0,0,0,0,0,0,0,764,271,153,93,13,47,0,163,104,27,32,0,135,6,86,43,0,42,42,0,0,0
111,1400000US12001002220,"Census Tract 22.20, Alachua County, Florida",2176,1971,1934,31,31,0,0,0,6,0,6,0,2019,0,0,0,0,0,0,0,0,0,0,205,46,67,26,0,40,1,34,34,0,0,0,58,25,0,33,0,0,0,0,0,0
112,1400000US12001110800,"Census Tract 1108, Alachua County, Florida",1908,1729,1676,43,43,0,0,0,10,10,0,0,2019,0,0,0,0,0,0,0,0,0,0,179,96,47,37,10,0,0,21,21,0,0,0,15,5,10,0,0,0,0,0,0,0
113,1400000US12001000201,Census Tract 2.01; Alachua County; Florida,5236,4590,4433,105,105,0,0,0,23,23,0,0,2024,29,22,7,0,0,0,0,0,0,0,646,16,375,363,12,0,0,219,219,0,0,0,36,27,9,0,0,0,0,0,0,0
114,1400000US12001000202,Census Tract 2.02; Alachua County; Florida,5751,5539,4637,711,700,11,0,0,74,72,2,0,2024,117,117,0,0,0,0,0,0,0,0,212,39,10,10,0,0,0,93,32,61,0,0,53,38,15,0,0,17,17,0,0,0
115,1400000US12001000301,Census Tract 3.01; Alachua County; Florida,3976,3745,3608,129,129,0,0,0,8,8,0,0,2024,0,0,0,0,0,0,0,0,0,0,231,45,150,88,14,48,0,7,7,0,0,0,29,0,29,0,0,0,0,0,0,0
116,1400000US12001000302,Census Tract 3.02; Alachua County; Florida,2395,2239,2129,110,103,7,0,0,0,0,0,0,2024,0,0,0,0,0,0,0,0,0,0,156,44,95,2,32,61,0,12,5,7,0,0,5,0,5,0,0,0,0,0,0,0
117,1400000US12001000400,Census Tract 4; Alachua County; Florida,5272,5182,4838,344,273,71,0,0,0,0,0,0,2024,0,0,0,0,0,0,0,0,0,0,90,47,18,0,18,0,0,15,0,0,15,0,0,0,0,0,0,10,0,0,10,0
118,1400000US12001000500,Census Tract 5; Alachua County; Florida,4673,4268,3948,181,181,0,0,0,120,120,0,0,2024,0,0,0,0,0,19,19,0,0,0,405,250,54,54,0,0,0,69,69,0,0,0,15,15,0,0,0,17,17,0,0,0
119,1400000US12001000600,Census Tract 6; Alachua County; Florida,4052,3986,3971,9,9,0,0,0,6,6,0,0,2024,0,0,0,0,0,0,0,0,0,0,66,22,4,4,0,0,0,6,0,6,0,0,0,0,0,0,0,34,34,0,0,0
120,1400000US12001000700,Census Tract 7; Alachua County; Florida,6138,5809,5512,226,191,35,0,0,71,71,0,0,2024,0,0,0,0,0,0,0,0,0,0,329,155,36,26,0,10,0,138,0,138,0,0,0,0,0,0,0,0,0,0,0,0
121,1400000US12001000806,Census Tract 8.06; Alachua County; Florida,3299,2756,2162,414,414,0,0,0,144,144,0,0,2024,36,36,0,0,0,0,0,0,0,0,543,70,96,62,34,0,0,298,152,108,30,8,79,69,10,0,0,0,0,0,0,0
122,1400000US12001000808,Census Tract 8.08; Alachua County; Florida,3739,3314,3183,83,83,0,0,0,26,26,0,0,2024,0,0,0,0,0,22,22,0,0,0,425,97,80,80,0,0,0,101,101,0,0,0,118,77,41,0,0,29,29,0,0,0
123,1400000US12001000809,Census Tract 8.09; Alachua County; Florida,1382,1109,1059,38,38,0,0,0,8,8,0,0,2024,0,0,0,0,0,4,4,0,0,0,273,82,64,64,0,0,0,29,22,7,0,0,78,63,15,0,0,20,20,0,0,0
124,1400000US12001000901,Census Tract 9.01; Alachua County; Florida,3545,2988,2362,300,282,18,0,0,89,89,0,0,2024,202,168,34,0,0,35,35,0,0,0,557,69,123,81,42,0,0,252,243,9,0,0,98,19,69,10,0,15,15,0,0,0
125,1400000US12001000902,Census Tract 9.02; Alachua County; Florida,8723,7714,6330,873,845,20,8,0,231,231,0,0,2024,280,260,20,0,0,0,0,0,0,0,1009,114,266,237,17,12,0,190,64,126,0,0,412,124,261,27,0,27,27,0,0,0
126,1400000US12001001000,Census Tract 10; Alachua County; Florida,7563,6825,6154,441,408,0,33,0,120,112,8,0,2024,57,57,0,0,0,53,53,0,0,0,738,159,277,277,0,0,0,178,162,16,0,0,39,39,0,0,0,85,54,31,0,0
127,1400000US12001001100,Census Tract 11; Alachua County; Florida,6322,5388,4915,149,87,62,0,0,94,94,0,0,2024,230,209,21,0,0,0,0,0,0,0,934,141,156,134,22,0,0,130,101,29,0,0,507,298,164,17,28,0,0,0,0,0
128,1400000US12001001201,Census Tract 12.01; Alachua County; Florida,2622,2414,2232,78,63,15,0,0,6,6,0,0,2024,86,86,0,0,0,12,12,0,0,0,208,52,2,0,0,0,2,7,7,0,0,0,147,131,16,0,0,0,0,0,0,0
129,1400000US12001001202,Census Tract 12.02; Alachua County; Florida,6897,5930,5501,246,204,42,0,0,112,112,0,0,2024,71,71,0,0,0,0,0,0,0,0,967,246,449,353,96,0,0,204,204,0,0,0,68,68,0,0,0,0,0,0,0,0
130,1400000US12001001203,Census Tract 12.03; Alachua County; Florida,3539,2770,2392,311,285,26,0,0,0,0,0,0,2024,67,67,0,0,0,0,0,0,0,0,769,183,52,52,0,0,0,142,142,0,0,0,94,84,10,0,0,298,298,0,0,0
131,1400000US12001001400,Census Tract 14; Alachua County; Florida,3649,3523,3386,118,92,8,18,0,19,19,0,0,2024,0,0,0,0,0,0,0,0,0,0,126,43,71,20,7,41,3,8,0,8,0,0,4,0,0,4,0,0,0,0,0,0
132,1400000US12001001514,Census Tract 15.14; Alachua County; Florida,1885,1540,1340,68,54,0,14,0,62,62,0,0,2024,7,7,0,0,0,63,63,0,0,0,345,41,48,48,0,0,0,123,101,22,0,0,42,5,37,0,0,91,91,0,0,0
133,1400000US12001001515,Census Tract 15.15; Alachua County; Florida,6097,4853,4157,571,558,13,0,0,58,58,0,0,2024,67,63,0,4,0,0,0,0,0,0,1244,44,524,446,78,0,0,359,272,87,0,0,296,141,124,31,0,21,21,0,0,0
134,1400000US12001001516,Census Tract 15.16; Alachua County; Florida,2622,2440,2060,212,145,67,0,0,138,138,0,0,2024,18,18,0,0,0,12,12,0,0,0,182,74,27,27,0,0,0,30,30,0,0,0,51,34,0,17,0,0,0,0,0,0
135,1400000US12001001517,Census Tract 15.17; Alachua County; Florida,5566,4466,4086,215,172,43,0,0,143,143,0,0,2024,22,22,0,0,0,0,0,0,0,0,1100,65,270,150,120,0,0,430,405,17,8,0,207,136,71,0,0,128,128,0,0,0
136,1400000US12001001519,Census Tract 15.19; Alachua County; Florida,2457,1337,1104,139,128,11,0,0,34,34,0,0,2024,34,30,4,0,0,26,26,0,0,0,1120,87,180,106,74,0,0,249,249,0,0,0,483,449,34,0,0,121,115,6,0,0
137,1400000US12001001522,Census Tract 15.22; Alachua County; Florida,7727,6440,5789,397,291,30,76,0,159,159,0,0,2024,95,95,0,0,0,0,0,0,0,0,1287,239,172,135,22,15,0,607,495,22,26,64,155,95,60,0,0,114,114,0,0,0
138,1400000US12001001605,Census Tract 16.05; Alachua County; Florida,9026,7408,6790,529,378,68,83,0,38,38,0,0,2024,18,18,0,0,0,33,33,0,0,0,1618,536,674,525,149,0,0,403,378,25,0,0,5,5,0,0,0,0,0,0,0,0
139,1400000US12001001701,Census Tract 17.01; Alachua County; Florida,6455,5255,4720,332,332,0,0,0,146,69,77,0,2024,57,57,0,0,0,0,0,0,0,0,1200,302,288,136,110,42,0,297,280,17,0,0,260,209,51,0,0,53,53,0,0,0
140,1400000US12001001702,Census Tract 17.02; Alachua County; Florida,5128,4668,4373,218,162,34,22,0,66,66,0,0,2024,0,0,0,0,0,11,0,11,0,0,460,164,184,108,23,53,0,62,27,35,0,0,50,50,0,0,0,0,0,0,0,0
141,1400000US12001001802,Census Tract 18.02; Alachua County; Florida,3160,3083,2983,88,74,14,0,0,0,0,0,0,2024,12,12,0,0,0,0,0,0,0,0,77,25,23,12,2,6,3,14,14,0,0,0,15,15,0,0,0,0,0,0,0,0
142,1400000US12001001803,Census Tract 18.03; Alachua County; Florida,5877,5078,4921,136,50,0,86,0,21,21,0,0,2024,0,0,0,0,0,0,0,0,0,0,799,340,229,38,113,78,0,16,16,0,0,0,148,58,90,0,0,66,66,0,0,0
143,1400000US12001001811,Census Tract 18.11; Alachua County; Florida,6428,5427,5199,158,146,12,0,0,34,34,0,0,2024,36,36,0,0,0,0,0,0,0,0,1001,135,462,376,55,0,31,148,98,20,30,0,114,70,44,0,0,142,61,81,0,0
144,1400000US12001001813,Census Tract 18.13; Alachua County; Florida,3802,3231,3065,46,22,15,9,0,103,65,38,0,2024,0,0,0,0,0,17,17,0,0,0,571,150,30,27,0,3,0,159,132,27,0,0,212,202,0,10,0,20,8,12,0,0
145,1400000US12001001815,Census Tract 18.15; Alachua County; Florida,1961,1795,1639,152,49,103,0,0,4,4,0,0,2024,0,0,0,0,0,0,0,0,0,0,166,69,97,51,9,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1400000US12001001816,Census Tract 18.16; Alachua County; Florida,5571,5331,5082,249,230,10,9,0,0,0,0,0,2024,0,0,0,0,0,0,0,0,0,0,240,80,160,74,55,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1400000US12001001817,Census Tract 18.17; Alachua County; Florida,4317,3747,3558,141,131,0,10,0,24,24,0,0,2024,24,24,0,0,0,0,0,0,0,0,570,223,138,30,108,0,0,134,37,97,0,0,75,59,16,0,0,0,0,0,0,0
148,1400000US12001001818,Census Tract 18.18; Alachua County; Florida,4741,4344,4068,214,201,13,0,0,62,62,0,0,2024,0,0,0,0,0,0,0,0,0,0,397,106,109,109,0,0,0,182,68,32,41,41,0,0,0,0,0,0,0,0,0,0
149,1400000US12001001819,Census Tract 18.19; Alachua County; Florida,4450,4303,4011,248,220,28,0,0,44,44,0,0,2024,0,0,0,0,0,0,0,0,0,0,147,28,58,58,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1400000US12001001902,Census Tract 19.02; Alachua County; Florida,3911,3683,3354,51,18,0,33,0,185,185,0,0,2024,46,46,0,0,0,47,47,0,0,0,228,134,53,37,0,16,0,41,0,12,12,17,0,0,0,0,0,0,0,0,0,0
151,1400000US12001001907,Census Tract 19.07; Alachua County; Florida,2431,2348,2234,62,62,0,0,0,37,37,0,0,2024,0,0,0,0,0,15,15,0,0,0,83,9,58,0,0,0,58,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0
152,1400000US12001001908,Census Tract 19.08; Alachua County; Florida,5246,5095,5018,76,65,0,11,0,1,1,0,0,2024,0,0,0,0,0,0,0,0,0,0,151,32,42,0,34,8,0,63,63,0,0,0,14,0,14,0,0,0,0,0,0,0
153,1400000US12001002001,Census Tract 20.01; Alachua County; Florida,1352,1278,1258,0,0,0,0,0,0,0,0,0,2024,0,0,0,0,0,20,11,9,0,0,74,0,18,7,11,0,0,0,0,0,0,0,41,41,0,0,0,15,15,0,0,0
154,1400000US12001002002,Census Tract 20.02; Alachua County; Florida,3728,3594,3534,48,35,0,13,0,12,12,0,0,2024,0,0,0,0,0,0,0,0,0,0,134,63,38,38,0,0,0,21,18,3,0,0,0,0,0,0,0,12,12,0,0,0
155,1400000US12001002101,Census Tract 21.01; Alachua County; Florida,1843,1787,1704,64,64,0,0,0,19,8,0,11,2024,0,0,0,0,0,0,0,0,0,0,56,25,19,19,0,0,0,5,5,0,0,0,5,0,3,2,0,2,2,0,0,0
156,1400000US12001002102,Census Tract 21.02; Alachua County; Florida,973,897,863,27,27,0,0,0,7,7,0,0,2024,0,0,0,0,0,0,0,0,0,0,76,25,3,0,0,3,0,10,10,0,0,0,38,38,0,0,0,0,0,0,0,0
157,1400000US12001002201,Census Tract 22.01; Alachua County; Florida,6458,5742,5593,129,77,52,0,0,20,20,0,0,2024,0,0,0,0,0,0,0,0,0,0,716,120,245,107,25,49,64,164,76,66,22,0,187,146,41,0,0,0,0,0,0,0
158,1400000US12001002202,Census Tract 22.02; Alachua County; Florida,6365,6187,5936,251,251,0,0,0,0,0,0,0,2024,0,0,0,0,0,0,0,0,0,0,178,105,4,0,4,0,0,19,19,0,0,0,50,18,0,32,0,0,0,0,0,0
159,1400000US12001002204,Census Tract 22.04; Alachua County; Florida,11829,9647,8762,280,200,80,0,0,333,309,24,0,2024,272,272,0,0,0,0,0,0,0,0,2182,668,251,149,0,102,0,629,418,211,0,0,565,429,0,136,0,69,69,0,0,0
160,1400000US12001002207,Census Tract 22.07; Alachua County; Florida,3766,3009,2649,170,154,16,0,0,173,170,3,0,2024,17,11,6,0,0,0,0,0,0,0,757,111,27,26,1,0,0,353,333,20,0,0,266,156,73,27,10,0,0,0,0,0
161,1400000US12001002208,Census Tract 22.08; Alachua County; Florida,2868,2581,2503,13,0,13,0,0,54,38,0,16,2024,11,11,0,0,0,0,0,0,0,0,287,56,31,31,0,0,0,108,77,7,15,9,92,92,0,0,0,0,0,0,0,0
162,1400000US12001002209,Census Tract 22.09; Alachua County; Florida,7772,6923,6598,212,195,17,0,0,46,41,0,5,2024,67,67,0,0,0,0,0,0,0,0,849,188,93,68,0,10,15,418,359,59,0,0,150,149,1,0,0,0,0,0,0,0
163,1400000US12001002210,Census Tract 22.10; Alachua County; Florida,4697,4273,3640,618,519,53,46,0,15,0,15,0,2024,0,0,0,0,0,0,0,0,0,0,424,84,218,78,0,45,95,0,0,0,0,0,95,69,26,0,0,27,16,11,0,0
164,1400000US12001002217,Census Tract 22.17; Alachua County; Florida,6701,6416,5571,735,674,49,12,0,0,0,0,0,2024,110,0,110,0,0,0,0,0,0,0,285,51,65,12,0,53,0,169,154,15,0,0,0,0,0,0,0,0,0,0,0,0
165,1400000US12001002218,Census Tract 22.18; Alachua County; Florida,3041,2352,2085,241,203,0,38,0,21,21,0,0,2024,5,5,0,0,0,0,0,0,0,0,689,126,302,147,69,86,0,34,34,0,0,0,203,130,73,0,0,24,24,0,0,0
166,1400000US12001002219,Census Tract 22.19; Alachua County; Florida,6415,5317,4754,440,378,43,19,0,14,14,0,0,2024,109,109,0,0,0,0,0,0,0,0,1098,41,328,328,0,0,0,84,53,0,31,0,506,402,89,15,0,139,139,0,0,0
167,1400000US12001002220,Census Tract 22.20; Alachua County; Florida,2514,1924,1656,243,243,0,0,0,25,25,0,0,2024,0,0,0,0,0,0,0,0,0,0,590,106,302,289,13,0,0,154,126,14,14,0,28,28,0,0,0,0,0,0,0,0
168,1400000US12001002221,Census Tract 22.21; Alachua County; Florida,5411,4298,4116,122,74,48,0,0,0,0,0,0,2024,60,60,0,0,0,0,0,0,0,0,1113,88,178,104,47,26,1,314,206,44,64,0,483,409,63,11,0,50,39,0,11,0
