"","Geography","Geographic_Area_Name","Estimate_Total","Estimate_Total_5_to_17_years","Estimate_Total_5_to_17_years_Speak_only_English","Estimate_Total_5_to_17_years_Speak_Spanish","Estimate_Total_5_to_17_years_Speak_Spanish_Speak_English_very_well","Estimate_Total_5_to_17_years_Speak_Spanish_Speak_English_well","Estimate_Total_5_to_17_years_Speak_Spanish_Speak_English_not_well","Estimate_Total_5_to_17_years_Speak_Spanish_Speak_English_not_at_all","Estimate_Total_5_to_17_years_Speak_other_Indo-European_languages","Estimate_Total_5_to_17_years_Speak_other_Indo-European_languages_Speak_English_very_well","Estimate_Total_5_to_17_years_Speak_other_Indo-European_languages_Speak_English_well","Estimate_Total_5_to_17_years_Speak_other_Indo-European_languages_Speak_English_not_well","Estimate_Total_5_to_17_years_Speak_other_Indo-European_languages_Speak_English_not_at_all","Estimate_Total_5_to_17_years_Speak_Asian_and_Pacific_Island_languages","Estimate_Total_5_to_17_years_Speak_Asian_and_Pacific_Island_languages_Speak_English_very_well","Estimate_Total_5_to_17_years_Speak_Asian_and_Pacific_Island_languages_Speak_English_well","Estimate_Total_5_to_17_years_Speak_Asian_and_Pacific_Island_languages_Speak_English_not_well","Estimate_Total_5_to_17_years_Speak_Asian_and_Pacific_Island_languages_Speak_English_not_at_all","Estimate_Total_5_to_17_years_Speak_other_languages","Estimate_Total_5_to_17_years_Speak_other_languages_Speak_English_very_well","Estimate_Total_5_to_17_years_Speak_other_languages_Speak_English_well","Estimate_Total_5_to_17_years_Speak_other_languages_Speak_English_not_well","Estimate_Total_5_to_17_years_Speak_other_languages_Speak_English_not_at_all","Estimate_Total_18_to_64_years","Estimate_Total_18_to_64_years_Speak_only_English","Estimate_Total_18_to_64_years_Speak_Spanish","Estimate_Total_18_to_64_years_Speak_Spanish_Speak_English_very_well","Estimate_Total_18_to_64_years_Speak_Spanish_Speak_English_well","Estimate_Total_18_to_64_years_Speak_Spanish_Speak_English_not_well","Estimate_Total_18_to_64_years_Speak_Spanish_Speak_English_not_at_all","Estimate_Total_18_to_64_years_Speak_other_Indo-European_languages","Estimate_Total_18_to_64_years_Speak_other_Indo-European_languages_Speak_English_very_well","Estimate_Total_18_to_64_years_Speak_other_Indo-European_languages_Speak_English_well","Estimate_Total_18_to_64_years_Speak_other_Indo-European_languages_Speak_English_not_well","Estimate_Total_18_to_64_years_Speak_other_Indo-European_languages_Speak_English_not_at_all","Estimate_Total_18_to_64_years_Speak_Asian_and_Pacific_Island_languages","Estimate_Total_18_to_64_years_Speak_Asian_and_Pacific_Island_languages_Speak_English_very_well","Estimate_Total_18_to_64_years_Speak_Asian_and_Pacific_Island_languages_Speak_English_well","Estimate_Total_18_to_64_years_Speak_Asian_and_Pacific_Island_languages_Speak_English_not_well","Estimate_Total_18_to_64_years_Speak_Asian_and_Pacific_Island_languages_Speak_English_not_at_all","Estimate_Total_18_to_64_years_Speak_other_languages","Estimate_Total_18_to_64_years_Speak_other_languages_Speak_English_very_well","Estimate_Total_18_to_64_years_Speak_other_languages_Speak_English_well","Estimate_Total_18_to_64_years_Speak_other_languages_Speak_English_not_well","Estimate_Total_18_to_64_years_Speak_other_languages_Speak_English_not_at_all","Estimate_Total_65_years_and_over","Estimate_Total_65_years_and_over_Speak_only_English","Estimate_Total_65_years_and_over_Speak_Spanish","Estimate_Total_65_years_and_over_Speak_Spanish_Speak_English_very_well","Estimate_Total_65_years_and_over_Speak_Spanish_Speak_English_well","Estimate_Total_65_years_and_over_Speak_Spanish_Speak_English_not_well","Estimate_Total_65_years_and_over_Speak_Spanish_Speak_English_not_at_all","Estimate_Total_65_years_and_over_Speak_other_Indo-European_languages","Estimate_Total_65_years_and_over_Speak_other_Indo-European_languages_Speak_English_very_well","Estimate_Total_65_years_and_over_Speak_other_Indo-European_languages_Speak_English_well","Estimate_Total_65_years_and_over_Speak_other_Indo-European_languages_Speak_English_not_well","Estimate_Total_65_years_and_over_Speak_other_Indo-European_languages_Speak_English_not_at_all","Estimate_Total_65_years_and_over_Speak_Asian_and_Pacific_Island_languages","Estimate_Total_65_years_and_over_Speak_Asian_and_Pacific_Island_languages_Speak_English_very_well","Estimate_Total_65_years_and_over_Speak_Asian_and_Pacific_Island_languages_Speak_English_well","Estimate_Total_65_years_and_over_Speak_Asian_and_Pacific_Island_languages_Speak_English_not_well","Estimate_Total_65_years_and_over_Speak_Asian_and_Pacific_Island_languages_Speak_English_not_at_all","Estimate_Total_65_years_and_over_Speak_other_languages","Estimate_Total_65_years_and_over_Speak_other_languages_Speak_English_very_well","Estimate_Total_65_years_and_over_Speak_other_languages_Speak_English_well","Estimate_Total_65_years_and_over_Speak_other_languages_Speak_English_not_well","Estimate_Total_65_years_and_over_Speak_other_languages_Speak_English_not_at_all","NA","Year"
"40","1400000US12001001907","Census Tract 19.07, Alachua County, Florida","2597","370","345","7","7","0","0","0","14","14","0","0","0","4","4","0","0","0","0","0","0","0","0","1704","1561","74","74","0","0","0","45","12","33","0","0","0","0","0","0","0","24","0","8","16","0","523","489","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","34","0","0",NA,"2019"
"41","1400000US12001001908","Census Tract 19.08, Alachua County, Florida","4653","796","723","0","0","0","0","0","0","0","0","0","0","73","0","73","0","0","0","0","0","0","0","3024","2850","7","7","0","0","0","8","8","0","0","0","159","50","22","40","47","0","0","0","0","0","833","833","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"2019"
"42","1400000US12001002000","Census Tract 20, Alachua County, Florida","5828","843","839","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3635","3545","56","38","18","0","0","0","0","0","0","0","34","34","0","0","0","0","0","0","0","0","1350","1280","0","0","0","0","0","25","25","0","0","0","45","0","20","25","0","0","0","0","0","0",NA,"2019"
"43","1400000US12001002101","Census Tract 21.01, Alachua County, Florida","1974","238","238","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1297","1263","3","0","3","0","0","12","12","0","0","0","5","5","0","0","0","14","14","0","0","0","439","439","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"2019"
"44","1400000US12001002102","Census Tract 21.02, Alachua County, Florida","776","94","91","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","514","488","15","15","0","0","0","9","7","2","0","0","0","0","0","0","0","2","0","2","0","0","168","158","8","5","3","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"2019"
"45","1400000US12001002201","Census Tract 22.01, Alachua County, Florida","5061","1030","964","39","29","10","0","0","27","27","0","0","0","0","0","0","0","0","0","0","0","0","0","3196","3007","135","86","49","0","0","32","32","0","0","0","12","12","0","0","0","10","10","0","0","0","835","810","7","7","0","0","0","18","7","11","0","0","0","0","0","0","0","0","0","0","0","0",NA,"2019"
"46","1400000US12001002202","Census Tract 22.02, Alachua County, Florida","6143","1275","1242","0","0","0","0","0","33","33","0","0","0","0","0","0","0","0","0","0","0","0","0","3769","3652","53","53","0","0","0","64","64","0","0","0","0","0","0","0","0","0","0","0","0","0","1099","1029","49","49","0","0","0","21","21","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"2019"
"47","1400000US12001002204","Census Tract 22.04, Alachua County, Florida","10905","2371","1931","68","68","0","0","0","0","0","0","0","0","372","117","138","117","0","0","0","0","0","0","6437","5263","424","322","102","0","0","201","181","20","0","0","504","216","209","79","0","45","45","0","0","0","2097","1974","0","0","0","0","0","51","24","27","0","0","72","25","47","0","0","0","0","0","0","0",NA,"2019"
"48","1400000US12001002205","Census Tract 22.05, Alachua County, Florida","11101","1924","1570","97","97","0","0","0","176","176","0","0","0","81","81","0","0","0","0","0","0","0","0","7345","5722","421","350","71","0","0","563","509","54","0","0","619","542","30","47","0","20","20","0","0","0","1832","1477","96","58","0","0","38","180","77","73","30","0","79","41","17","21","0","0","0","0","0","0",NA,"2019"
"49","1400000US12001002207","Census Tract 22.07, Alachua County, Florida","3456","665","530","24","24","0","0","0","52","52","0","0","0","59","28","16","15","0","0","0","0","0","0","2124","1684","99","67","16","16","0","141","122","19","0","0","200","80","71","49","0","0","0","0","0","0","667","530","38","38","0","0","0","66","32","11","23","0","33","0","33","0","0","0","0","0","0","0",NA,"2019"
"50","1400000US12001002208","Census Tract 22.08, Alachua County, Florida","2677","451","313","21","21","0","0","0","32","32","0","0","0","69","69","0","0","0","16","16","0","0","0","1622","1204","255","251","4","0","0","59","36","23","0","0","83","45","38","0","0","21","21","0","0","0","604","459","56","37","19","0","0","29","11","7","11","0","60","0","60","0","0","0","0","0","0","0",NA,"2019"
"51","1400000US12001002209","Census Tract 22.09, Alachua County, Florida","8299","1515","1294","6","0","6","0","0","37","37","0","0","0","178","151","0","27","0","0","0","0","0","0","5413","4658","167","163","4","0","0","70","57","13","0","0","481","283","115","83","0","37","37","0","0","0","1371","1256","26","10","16","0","0","10","10","0","0","0","59","0","0","59","0","20","20","0","0","0",NA,"2019"
"52","1400000US12001002210","Census Tract 22.10, Alachua County, Florida","4266","861","817","16","16","0","0","0","28","28","0","0","0","0","0","0","0","0","0","0","0","0","0","2762","2582","131","61","47","0","23","49","39","0","10","0","0","0","0","0","0","0","0","0","0","0","643","585","48","33","8","0","7","10","0","10","0","0","0","0","0","0","0","0","0","0","0","0",NA,"2019"
"53","1400000US12001002217","Census Tract 22.17, Alachua County, Florida","5138","949","949","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3969","3536","369","248","103","18","0","49","49","0","0","0","15","15","0","0","0","0","0","0","0","0","220","171","0","0","0","0","0","0","0","0","0","0","49","0","49","0","0","0","0","0","0","0",NA,"2019"
"54","1400000US12001002218","Census Tract 22.18, Alachua County, Florida","1563","329","276","41","9","0","32","0","0","0","0","0","0","12","12","0","0","0","0","0","0","0","0","1139","1010","110","82","13","8","7","10","6","0","4","0","9","0","0","9","0","0","0","0","0","0","95","63","0","0","0","0","0","32","0","0","32","0","0","0","0","0","0","0","0","0","0","0",NA,"2019"
"55","1400000US12001002219","Census Tract 22.19, Alachua County, Florida","5798","1092","914","38","22","16","0","0","82","82","0","0","0","58","47","0","11","0","0","0","0","0","0","4253","3315","489","388","54","47","0","204","145","27","32","0","203","72","99","32","0","42","42","0","0","0","453","436","15","15","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"2019"
"56","1400000US12001002220","Census Tract 22.20, Alachua County, Florida","2176","211","211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1596","1428","70","44","0","26","0","40","34","6","0","0","58","25","0","33","0","0","0","0","0","0","369","341","28","13","0","14","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"2019"
"57","1400000US12001110800","Census Tract 1108, Alachua County, Florida","1908","173","173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","927","834","74","64","10","0","0","9","9","0","0","0","10","0","10","0","0","0","0","0","0","0","808","765","16","16","0","0","0","22","22","0","0","0","5","5","0","0","0","0","0","0","0","0",NA,"2019"
