"","Geography","Geographic_Area_Name","Estimate_Total:","Estimate_Total:_Native","Estimate_Total:_Foreign-born","NA"
"2","1400000US12001000201","Census Tract 2.01; Alachua County; Florida","5284","4638","646",NA
"3","1400000US12001000202","Census Tract 2.02; Alachua County; Florida","5751","5539","212",NA
"4","1400000US12001000301","Census Tract 3.01; Alachua County; Florida","4210","3979","231",NA
"5","1400000US12001000302","Census Tract 3.02; Alachua County; Florida","2515","2359","156",NA
"6","1400000US12001000400","Census Tract 4; Alachua County; Florida","5563","5473","90",NA
"7","1400000US12001000500","Census Tract 5; Alachua County; Florida","4982","4577","405",NA
"8","1400000US12001000600","Census Tract 6; Alachua County; Florida","4391","4325","66",NA
"9","1400000US12001000700","Census Tract 7; Alachua County; Florida","6633","6304","329",NA
"10","1400000US12001000806","Census Tract 8.06; Alachua County; Florida","3372","2829","543",NA
"11","1400000US12001000808","Census Tract 8.08; Alachua County; Florida","4107","3682","425",NA
"12","1400000US12001000809","Census Tract 8.09; Alachua County; Florida","1393","1109","284",NA
"13","1400000US12001000901","Census Tract 9.01; Alachua County; Florida","3577","3020","557",NA
"14","1400000US12001000902","Census Tract 9.02; Alachua County; Florida","8723","7714","1009",NA
"15","1400000US12001001000","Census Tract 10; Alachua County; Florida","7591","6853","738",NA
"16","1400000US12001001100","Census Tract 11; Alachua County; Florida","6715","5781","934",NA
"17","1400000US12001001201","Census Tract 12.01; Alachua County; Florida","2785","2577","208",NA
"18","1400000US12001001202","Census Tract 12.02; Alachua County; Florida","7269","6302","967",NA
"19","1400000US12001001203","Census Tract 12.03; Alachua County; Florida","3786","3017","769",NA
"20","1400000US12001001400","Census Tract 14; Alachua County; Florida","3806","3680","126",NA
"21","1400000US12001001514","Census Tract 15.14; Alachua County; Florida","1925","1566","359",NA
"22","1400000US12001001515","Census Tract 15.15; Alachua County; Florida","6125","4881","1244",NA
"23","1400000US12001001516","Census Tract 15.16; Alachua County; Florida","2679","2497","182",NA
"24","1400000US12001001517","Census Tract 15.17; Alachua County; Florida","5766","4666","1100",NA
"25","1400000US12001001519","Census Tract 15.19; Alachua County; Florida","2538","1418","1120",NA
"26","1400000US12001001522","Census Tract 15.22; Alachua County; Florida","8320","6859","1461",NA
"27","1400000US12001001605","Census Tract 16.05; Alachua County; Florida","9066","7448","1618",NA
"28","1400000US12001001701","Census Tract 17.01; Alachua County; Florida","6726","5526","1200",NA
"29","1400000US12001001702","Census Tract 17.02; Alachua County; Florida","5336","4876","460",NA
"30","1400000US12001001802","Census Tract 18.02; Alachua County; Florida","3443","3366","77",NA
"31","1400000US12001001803","Census Tract 18.03; Alachua County; Florida","6284","5485","799",NA
"32","1400000US12001001811","Census Tract 18.11; Alachua County; Florida","6770","5752","1018",NA
"33","1400000US12001001813","Census Tract 18.13; Alachua County; Florida","4010","3439","571",NA
"34","1400000US12001001815","Census Tract 18.15; Alachua County; Florida","2055","1889","166",NA
"35","1400000US12001001816","Census Tract 18.16; Alachua County; Florida","5996","5756","240",NA
"36","1400000US12001001817","Census Tract 18.17; Alachua County; Florida","4738","4168","570",NA
"37","1400000US12001001818","Census Tract 18.18; Alachua County; Florida","5160","4763","397",NA
"38","1400000US12001001819","Census Tract 18.19; Alachua County; Florida","4760","4613","147",NA
"39","1400000US12001001902","Census Tract 19.02; Alachua County; Florida","4035","3807","228",NA
"40","1400000US12001001907","Census Tract 19.07; Alachua County; Florida","2478","2395","83",NA
"41","1400000US12001001908","Census Tract 19.08; Alachua County; Florida","5439","5288","151",NA
"42","1400000US12001002001","Census Tract 20.01; Alachua County; Florida","1386","1312","74",NA
"43","1400000US12001002002","Census Tract 20.02; Alachua County; Florida","3940","3806","134",NA
"44","1400000US12001002101","Census Tract 21.01; Alachua County; Florida","1974","1918","56",NA
"45","1400000US12001002102","Census Tract 21.02; Alachua County; Florida","1021","945","76",NA
"46","1400000US12001002201","Census Tract 22.01; Alachua County; Florida","6871","6155","716",NA
"47","1400000US12001002202","Census Tract 22.02; Alachua County; Florida","6494","6316","178",NA
"48","1400000US12001002204","Census Tract 22.04; Alachua County; Florida","12795","10591","2204",NA
"49","1400000US12001002207","Census Tract 22.07; Alachua County; Florida","3954","3197","757",NA
"50","1400000US12001002208","Census Tract 22.08; Alachua County; Florida","3119","2832","287",NA
"51","1400000US12001002209","Census Tract 22.09; Alachua County; Florida","8368","7519","849",NA
"52","1400000US12001002210","Census Tract 22.10; Alachua County; Florida","4861","4437","424",NA
"53","1400000US12001002217","Census Tract 22.17; Alachua County; Florida","6913","6628","285",NA
"54","1400000US12001002218","Census Tract 22.18; Alachua County; Florida","3343","2644","699",NA
"55","1400000US12001002219","Census Tract 22.19; Alachua County; Florida","6642","5544","1098",NA
"56","1400000US12001002220","Census Tract 22.20; Alachua County; Florida","2769","2179","590",NA
"57","1400000US12001002221","Census Tract 22.21; Alachua County; Florida","5643","4530","1113",NA
"58","1400000US12001002222","Census Tract 22.22; Alachua County; Florida","7178","5934","1244",NA
"59","1400000US12001110800","Census Tract 1108; Alachua County; Florida","2119","1797","322",NA
