"","Geography","Geographic_Area_Name","Estimate_Total","Estimate_Total_Native","Estimate_Total_Native_Speak_only_English","Estimate_Total_Native_Speak_Spanish","Estimate_Total_Native_Speak_Spanish_Speak_English_very_well","Estimate_Total_Native_Speak_Spanish_Speak_English_well","Estimate_Total_Native_Speak_Spanish_Speak_English_not_well","Estimate_Total_Native_Speak_Spanish_Speak_English_not_at_all","Estimate_Total_Native_Speak_other_Indo-European_languages","Estimate_Total_Native_Speak_other_Indo-European_languages_Speak_English_very_well","Estimate_Total_Native_Speak_other_Indo-European_languages_Speak_English_well","Estimate_Total_Native_Speak_other_Indo-European_languages_Speak_English_not_well","Estimate_Total_Native_Speak_other_Indo-European_languages_Speak_English_not_at_all","Estimate_Total_Native_Speak_Asian_and_Pacific_Island_languages","Estimate_Total_Native_Speak_Asian_and_Pacific_Island_languages_Speak_English_very_well","Estimate_Total_Native_Speak_Asian_and_Pacific_Island_languages_Speak_English_well","Estimate_Total_Native_Speak_Asian_and_Pacific_Island_languages_Speak_English_not_well","Estimate_Total_Native_Speak_Asian_and_Pacific_Island_languages_Speak_English_not_at_all","Estimate_Total_Native_Speak_other_languages","Estimate_Total_Native_Speak_other_languages_Speak_English_very_well","Estimate_Total_Native_Speak_other_languages_Speak_English_well","Estimate_Total_Native_Speak_other_languages_Speak_English_not_well","Estimate_Total_Native_Speak_other_languages_Speak_English_not_at_all","Estimate_Total_Foreign_born","Estimate_Total_Foreign_born_Speak_only_English","Estimate_Total_Foreign_born_Speak_Spanish","Estimate_Total_Foreign_born_Speak_Spanish_Speak_English_very_well","Estimate_Total_Foreign_born_Speak_Spanish_Speak_English_well","Estimate_Total_Foreign_born_Speak_Spanish_Speak_English_not_well","Estimate_Total_Foreign_born_Speak_Spanish_Speak_English_not_at_all","Estimate_Total_Foreign_born_Speak_other_Indo-European_languages","Estimate_Total_Foreign_born_Speak_other_Indo-European_languages_Speak_English_very_well","Estimate_Total_Foreign_born_Speak_other_Indo-European_languages_Speak_English_well","Estimate_Total_Foreign_born_Speak_other_Indo-European_languages_Speak_English_not_well","Estimate_Total_Foreign_born_Speak_other_Indo-European_languages_Speak_English_not_at_all","Estimate_Total_Foreign_born_Speak_Asian_and_Pacific_Island_languages","Estimate_Total_Foreign_born_Speak_Asian_and_Pacific_Island_languages_Speak_English_very_well","Estimate_Total_Foreign_born_Speak_Asian_and_Pacific_Island_languages_Speak_English_well","Estimate_Total_Foreign_born_Speak_Asian_and_Pacific_Island_languages_Speak_English_not_well","Estimate_Total_Foreign_born_Speak_Asian_and_Pacific_Island_languages_Speak_English_not_at_all","Estimate_Total_Foreign_born_Speak_other_languages","Estimate_Total_Foreign_born_Speak_other_languages_Speak_English_very_well","Estimate_Total_Foreign_born_Speak_other_languages_Speak_English_well","Estimate_Total_Foreign_born_Speak_other_languages_Speak_English_not_well","Estimate_Total_Foreign_born_Speak_other_languages_Speak_English_not_at_all","NA"
"2","1400000US12001000201","Census Tract 2.01; Alachua County; Florida","5236","4590","4433","105","105","0","0","0","23","23","0","0","0","29","22","7","0","0","0","0","0","0","0","646","16","375","363","12","0","0","219","219","0","0","0","36","27","9","0","0","0","0","0","0","0",NA
"3","1400000US12001000202","Census Tract 2.02; Alachua County; Florida","5751","5539","4637","711","700","11","0","0","74","72","2","0","0","117","117","0","0","0","0","0","0","0","0","212","39","10","10","0","0","0","93","32","61","0","0","53","38","15","0","0","17","17","0","0","0",NA
"4","1400000US12001000301","Census Tract 3.01; Alachua County; Florida","3976","3745","3608","129","129","0","0","0","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","231","45","150","88","14","48","0","7","7","0","0","0","29","0","29","0","0","0","0","0","0","0",NA
"5","1400000US12001000302","Census Tract 3.02; Alachua County; Florida","2395","2239","2129","110","103","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","156","44","95","2","32","61","0","12","5","7","0","0","5","0","5","0","0","0","0","0","0","0",NA
"6","1400000US12001000400","Census Tract 4; Alachua County; Florida","5272","5182","4838","344","273","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","47","18","0","18","0","0","15","0","0","15","0","0","0","0","0","0","10","0","0","10","0",NA
"7","1400000US12001000500","Census Tract 5; Alachua County; Florida","4673","4268","3948","181","181","0","0","0","120","120","0","0","0","0","0","0","0","0","19","19","0","0","0","405","250","54","54","0","0","0","69","69","0","0","0","15","15","0","0","0","17","17","0","0","0",NA
"8","1400000US12001000600","Census Tract 6; Alachua County; Florida","4052","3986","3971","9","9","0","0","0","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","66","22","4","4","0","0","0","6","0","6","0","0","0","0","0","0","0","34","34","0","0","0",NA
"9","1400000US12001000700","Census Tract 7; Alachua County; Florida","6138","5809","5512","226","191","35","0","0","71","71","0","0","0","0","0","0","0","0","0","0","0","0","0","329","155","36","26","0","10","0","138","0","138","0","0","0","0","0","0","0","0","0","0","0","0",NA
"10","1400000US12001000806","Census Tract 8.06; Alachua County; Florida","3299","2756","2162","414","414","0","0","0","144","144","0","0","0","36","36","0","0","0","0","0","0","0","0","543","70","96","62","34","0","0","298","152","108","30","8","79","69","10","0","0","0","0","0","0","0",NA
"11","1400000US12001000808","Census Tract 8.08; Alachua County; Florida","3739","3314","3183","83","83","0","0","0","26","26","0","0","0","0","0","0","0","0","22","22","0","0","0","425","97","80","80","0","0","0","101","101","0","0","0","118","77","41","0","0","29","29","0","0","0",NA
"12","1400000US12001000809","Census Tract 8.09; Alachua County; Florida","1382","1109","1059","38","38","0","0","0","8","8","0","0","0","0","0","0","0","0","4","4","0","0","0","273","82","64","64","0","0","0","29","22","7","0","0","78","63","15","0","0","20","20","0","0","0",NA
"13","1400000US12001000901","Census Tract 9.01; Alachua County; Florida","3545","2988","2362","300","282","18","0","0","89","89","0","0","0","202","168","34","0","0","35","35","0","0","0","557","69","123","81","42","0","0","252","243","9","0","0","98","19","69","10","0","15","15","0","0","0",NA
"14","1400000US12001000902","Census Tract 9.02; Alachua County; Florida","8723","7714","6330","873","845","20","8","0","231","231","0","0","0","280","260","20","0","0","0","0","0","0","0","1009","114","266","237","17","12","0","190","64","126","0","0","412","124","261","27","0","27","27","0","0","0",NA
"15","1400000US12001001000","Census Tract 10; Alachua County; Florida","7563","6825","6154","441","408","0","33","0","120","112","8","0","0","57","57","0","0","0","53","53","0","0","0","738","159","277","277","0","0","0","178","162","16","0","0","39","39","0","0","0","85","54","31","0","0",NA
"16","1400000US12001001100","Census Tract 11; Alachua County; Florida","6322","5388","4915","149","87","62","0","0","94","94","0","0","0","230","209","21","0","0","0","0","0","0","0","934","141","156","134","22","0","0","130","101","29","0","0","507","298","164","17","28","0","0","0","0","0",NA
"17","1400000US12001001201","Census Tract 12.01; Alachua County; Florida","2622","2414","2232","78","63","15","0","0","6","6","0","0","0","86","86","0","0","0","12","12","0","0","0","208","52","2","0","0","0","2","7","7","0","0","0","147","131","16","0","0","0","0","0","0","0",NA
"18","1400000US12001001202","Census Tract 12.02; Alachua County; Florida","6897","5930","5501","246","204","42","0","0","112","112","0","0","0","71","71","0","0","0","0","0","0","0","0","967","246","449","353","96","0","0","204","204","0","0","0","68","68","0","0","0","0","0","0","0","0",NA
"19","1400000US12001001203","Census Tract 12.03; Alachua County; Florida","3539","2770","2392","311","285","26","0","0","0","0","0","0","0","67","67","0","0","0","0","0","0","0","0","769","183","52","52","0","0","0","142","142","0","0","0","94","84","10","0","0","298","298","0","0","0",NA
