Geography,Geographic_Area_Name,Estimate_Total,Estimate_Total_English_only,Estimate_Total_Spanish,Estimate_Total_Spanish_Limited_English_speaking_household,Estimate_Total_Spanish_Not_a_limited_English_speaking_household,Estimate_Total_French_Haitian_or_Cajun,Estimate_Total_French_Haitian_or_Cajun_Limited_English_speaking_household,Estimate_Total_French_Haitian_or_Cajun_Not_a_limited_English_speaking_household,Estimate_Total_German_or_other_West_Germanic_languages,Estimate_Total_German_or_other_West_Germanic_languages_Limited_English_speaking_household,Estimate_Total_German_or_other_West_Germanic_languages_Not_a_limited_English_speaking_household,Estimate_Total_Russian_Polish_or_other_Slavic_languages,Estimate_Total_Russian_Polish_or_other_Slavic_languages_Limited_English_speaking_household,Estimate_Total_Russian_Polish_or_other_Slavic_languages_Not_a_limited_English_speaking_household,Estimate_Total_Other_Indo-European_languages,Estimate_Total_Other_Indo-European_languages_Limited_English_speaking_household,Estimate_Total_Other_Indo-European_languages_Not_a_limited_English_speaking_household,Estimate_Total_Korean,Estimate_Total_Korean_Limited_English_speaking_household,Estimate_Total_Korean_Not_a_limited_English_speaking_household,Estimate_Total_Chinese_(incl._Mandarin_Cantonese),Estimate_Total_Chinese_(incl._Mandarin_Cantonese)_Limited_English_speaking_household,Estimate_Total_Chinese_(incl._Mandarin_Cantonese)_Not_a_limited_English_speaking_household,Estimate_Total_Vietnamese,Estimate_Total_Vietnamese_Limited_English_speaking_household,Estimate_Total_Vietnamese_Not_a_limited_English_speaking_household,Estimate_Total_Tagalog_(incl._Filipino),Estimate_Total_Tagalog_(incl._Filipino)_Limited_English_speaking_household,Estimate_Total_Tagalog_(incl._Filipino)_Not_a_limited_English_speaking_household,Estimate_Total_Other_Asian_and_Pacific_Island_languages,Estimate_Total_Other_Asian_and_Pacific_Island_languages_Limited_English_speaking_household,Estimate_Total_Other_Asian_and_Pacific_Island_languages_Not_a_limited_English_speaking_household,Estimate_Total_Arabic,Estimate_Total_Arabic_Limited_English_speaking_household,Estimate_Total_Arabic_Not_a_limited_English_speaking_household,Estimate_Total_Other_and_unspecified_languages,Estimate_Total_Other_and_unspecified_languages_Limited_English_speaking_household,Estimate_Total_Other_and_unspecified_languages_Not_a_limited_English_speaking_household
1600000US1225175,"Gainesville city, Florida",59816,46322,7151,728,6423,673,24,649,365,15,350,237,0,237,2032,175,1857,286,93,193,816,231,585,177,3,174,536,76,460,444,37,407,273,12,261,504,0,504
