"","Geography","Geographic_Area_Name","Estimate_Total","Estimate_Total_5_to_17_years","Estimate_Total_5_to_17_years_Speak_only_English","Estimate_Total_5_to_17_years_Speak_Spanish","Estimate_Total_5_to_17_years_Speak_Spanish_Speak_English_very_well","Estimate_Total_5_to_17_years_Speak_Spanish_Speak_English_well","Estimate_Total_5_to_17_years_Speak_Spanish_Speak_English_not_well","Estimate_Total_5_to_17_years_Speak_Spanish_Speak_English_not_at_all","Estimate_Total_5_to_17_years_Speak_other_Indo-European_languages","Estimate_Total_5_to_17_years_Speak_other_Indo-European_languages_Speak_English_very_well","Estimate_Total_5_to_17_years_Speak_other_Indo-European_languages_Speak_English_well","Estimate_Total_5_to_17_years_Speak_other_Indo-European_languages_Speak_English_not_well","Estimate_Total_5_to_17_years_Speak_other_Indo-European_languages_Speak_English_not_at_all","Estimate_Total_5_to_17_years_Speak_Asian_and_Pacific_Island_languages","Estimate_Total_5_to_17_years_Speak_Asian_and_Pacific_Island_languages_Speak_English_very_well","Estimate_Total_5_to_17_years_Speak_Asian_and_Pacific_Island_languages_Speak_English_well","Estimate_Total_5_to_17_years_Speak_Asian_and_Pacific_Island_languages_Speak_English_not_well","Estimate_Total_5_to_17_years_Speak_Asian_and_Pacific_Island_languages_Speak_English_not_at_all","Estimate_Total_5_to_17_years_Speak_other_languages","Estimate_Total_5_to_17_years_Speak_other_languages_Speak_English_very_well","Estimate_Total_5_to_17_years_Speak_other_languages_Speak_English_well","Estimate_Total_5_to_17_years_Speak_other_languages_Speak_English_not_well","Estimate_Total_5_to_17_years_Speak_other_languages_Speak_English_not_at_all","Estimate_Total_18_to_64_years","Estimate_Total_18_to_64_years_Speak_only_English","Estimate_Total_18_to_64_years_Speak_Spanish","Estimate_Total_18_to_64_years_Speak_Spanish_Speak_English_very_well","Estimate_Total_18_to_64_years_Speak_Spanish_Speak_English_well","Estimate_Total_18_to_64_years_Speak_Spanish_Speak_English_not_well","Estimate_Total_18_to_64_years_Speak_Spanish_Speak_English_not_at_all","Estimate_Total_18_to_64_years_Speak_other_Indo-European_languages","Estimate_Total_18_to_64_years_Speak_other_Indo-European_languages_Speak_English_very_well","Estimate_Total_18_to_64_years_Speak_other_Indo-European_languages_Speak_English_well","Estimate_Total_18_to_64_years_Speak_other_Indo-European_languages_Speak_English_not_well","Estimate_Total_18_to_64_years_Speak_other_Indo-European_languages_Speak_English_not_at_all","Estimate_Total_18_to_64_years_Speak_Asian_and_Pacific_Island_languages","Estimate_Total_18_to_64_years_Speak_Asian_and_Pacific_Island_languages_Speak_English_very_well","Estimate_Total_18_to_64_years_Speak_Asian_and_Pacific_Island_languages_Speak_English_well","Estimate_Total_18_to_64_years_Speak_Asian_and_Pacific_Island_languages_Speak_English_not_well","Estimate_Total_18_to_64_years_Speak_Asian_and_Pacific_Island_languages_Speak_English_not_at_all","Estimate_Total_18_to_64_years_Speak_other_languages","Estimate_Total_18_to_64_years_Speak_other_languages_Speak_English_very_well","Estimate_Total_18_to_64_years_Speak_other_languages_Speak_English_well","Estimate_Total_18_to_64_years_Speak_other_languages_Speak_English_not_well","Estimate_Total_18_to_64_years_Speak_other_languages_Speak_English_not_at_all","Estimate_Total_65_years_and_over","Estimate_Total_65_years_and_over_Speak_only_English","Estimate_Total_65_years_and_over_Speak_Spanish","Estimate_Total_65_years_and_over_Speak_Spanish_Speak_English_very_well","Estimate_Total_65_years_and_over_Speak_Spanish_Speak_English_well","Estimate_Total_65_years_and_over_Speak_Spanish_Speak_English_not_well","Estimate_Total_65_years_and_over_Speak_Spanish_Speak_English_not_at_all","Estimate_Total_65_years_and_over_Speak_other_Indo-European_languages","Estimate_Total_65_years_and_over_Speak_other_Indo-European_languages_Speak_English_very_well","Estimate_Total_65_years_and_over_Speak_other_Indo-European_languages_Speak_English_well","Estimate_Total_65_years_and_over_Speak_other_Indo-European_languages_Speak_English_not_well","Estimate_Total_65_years_and_over_Speak_other_Indo-European_languages_Speak_English_not_at_all","Estimate_Total_65_years_and_over_Speak_Asian_and_Pacific_Island_languages","Estimate_Total_65_years_and_over_Speak_Asian_and_Pacific_Island_languages_Speak_English_very_well","Estimate_Total_65_years_and_over_Speak_Asian_and_Pacific_Island_languages_Speak_English_well","Estimate_Total_65_years_and_over_Speak_Asian_and_Pacific_Island_languages_Speak_English_not_well","Estimate_Total_65_years_and_over_Speak_Asian_and_Pacific_Island_languages_Speak_English_not_at_all","Estimate_Total_65_years_and_over_Speak_other_languages","Estimate_Total_65_years_and_over_Speak_other_languages_Speak_English_very_well","Estimate_Total_65_years_and_over_Speak_other_languages_Speak_English_well","Estimate_Total_65_years_and_over_Speak_other_languages_Speak_English_not_well","Estimate_Total_65_years_and_over_Speak_other_languages_Speak_English_not_at_all","NA","Year"
"36","1400000US12001001817","Census Tract 18.17; Alachua County; Florida","4317","493","445","0","0","0","0","0","24","24","0","0","0","24","24","0","0","0","0","0","0","0","0","2680","2255","216","161","45","10","0","134","37","97","0","0","75","59","16","0","0","0","0","0","0","0","1144","1081","63","0","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"2024"
"37","1400000US12001001818","Census Tract 18.18; Alachua County; Florida","4741","1057","977","29","16","13","0","0","51","51","0","0","0","0","0","0","0","0","0","0","0","0","0","2964","2530","241","241","0","0","0","193","79","32","41","41","0","0","0","0","0","0","0","0","0","0","720","667","53","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"2024"
"38","1400000US12001001819","Census Tract 18.19; Alachua County; Florida","4450","679","651","11","11","0","0","0","17","17","0","0","0","0","0","0","0","0","0","0","0","0","0","2792","2476","257","229","28","0","0","59","59","0","0","0","0","0","0","0","0","0","0","0","0","0","979","912","38","38","0","0","0","29","29","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"2024"
"39","1400000US12001001902","Census Tract 19.02; Alachua County; Florida","3911","363","363","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2516","2207","88","55","0","33","0","184","172","12","0","0","0","0","0","0","0","37","37","0","0","0","1032","918","16","0","0","16","0","42","13","0","12","17","46","46","0","0","0","10","10","0","0","0",NA,"2024"
"40","1400000US12001001907","Census Tract 19.07; Alachua County; Florida","2431","276","276","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1483","1300","117","62","0","0","55","35","35","0","0","0","0","0","0","0","0","31","31","0","0","0","672","667","3","0","0","0","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"2024"
"41","1400000US12001001908","Census Tract 19.08; Alachua County; Florida","5246","932","932","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3265","3129","72","38","34","0","0","64","64","0","0","0","0","0","0","0","0","0","0","0","0","0","1049","989","46","27","0","19","0","0","0","0","0","0","14","0","14","0","0","0","0","0","0","0",NA,"2024"
"42","1400000US12001002001","Census Tract 20.01; Alachua County; Florida","1352","73","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","0","0","0","934","869","0","0","0","0","0","0","0","0","0","0","41","41","0","0","0","24","15","9","0","0","345","327","18","7","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"2024"
"43","1400000US12001002002","Census Tract 20.02; Alachua County; Florida","3728","594","559","35","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2222","2142","38","38","0","0","0","30","30","0","0","0","0","0","0","0","0","12","12","0","0","0","912","896","13","0","0","13","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0",NA,"2024"
"44","1400000US12001002101","Census Tract 21.01; Alachua County; Florida","1843","124","119","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1111","1021","76","76","0","0","0","8","8","0","0","0","5","0","3","2","0","1","1","0","0","0","608","589","7","7","0","0","0","11","0","0","11","0","0","0","0","0","0","1","1","0","0","0",NA,"2024"
"45","1400000US12001002102","Census Tract 21.02; Alachua County; Florida","973","94","74","0","0","0","0","0","0","0","0","0","0","20","20","0","0","0","0","0","0","0","0","580","519","26","23","0","3","0","17","17","0","0","0","18","18","0","0","0","0","0","0","0","0","299","295","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"2024"
"46","1400000US12001002201","Census Tract 22.01; Alachua County; Florida","6458","1427","1293","87","55","32","0","0","47","11","36","0","0","0","0","0","0","0","0","0","0","0","0","4071","3554","287","129","45","49","64","96","55","30","11","0","134","117","17","0","0","0","0","0","0","0","960","866","0","0","0","0","0","41","30","0","11","0","53","29","24","0","0","0","0","0","0","0",NA,"2024"
"47","1400000US12001002202","Census Tract 22.02; Alachua County; Florida","6365","1537","1537","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3329","3110","182","178","4","0","0","19","19","0","0","0","18","18","0","0","0","0","0","0","0","0","1499","1394","73","73","0","0","0","0","0","0","0","0","32","0","0","32","0","0","0","0","0","0",NA,"2024"
"48","1400000US12001002204","Census Tract 22.04; Alachua County; Florida","11829","2201","1968","0","0","0","0","0","100","100","0","0","0","133","133","0","0","0","0","0","0","0","0","7323","5625","470","349","80","41","0","591","356","235","0","0","568","568","0","0","0","69","69","0","0","0","2305","1837","61","0","0","61","0","271","271","0","0","0","136","0","0","136","0","0","0","0","0","0",NA,"2024"
"49","1400000US12001002207","Census Tract 22.07; Alachua County; Florida","3766","702","590","0","0","0","0","0","96","96","0","0","0","16","0","16","0","0","0","0","0","0","0","2325","1560","194","178","16","0","0","389","386","3","0","0","182","145","23","10","4","0","0","0","0","0","739","610","3","2","1","0","0","41","21","20","0","0","85","22","40","17","6","0","0","0","0","0",NA,"2024"
"50","1400000US12001002208","Census Tract 22.08; Alachua County; Florida","2868","712","650","0","0","0","0","0","36","20","0","16","0","26","26","0","0","0","0","0","0","0","0","1545","1313","44","31","13","0","0","111","95","7","0","9","77","77","0","0","0","0","0","0","0","0","611","596","0","0","0","0","0","15","0","0","15","0","0","0","0","0","0","0","0","0","0","0",NA,"2024"
"51","1400000US12001002209","Census Tract 22.09; Alachua County; Florida","7772","1242","1196","0","0","0","0","0","5","0","0","5","0","41","41","0","0","0","0","0","0","0","0","5149","4367","230","210","0","5","15","377","318","59","0","0","175","175","0","0","0","0","0","0","0","0","1381","1223","75","53","17","5","0","82","82","0","0","0","1","0","1","0","0","0","0","0","0","0",NA,"2024"
"52","1400000US12001002210","Census Tract 22.10; Alachua County; Florida","4697","864","698","166","166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3134","2388","609","416","53","45","95","15","0","15","0","0","95","69","26","0","0","27","16","11","0","0","699","638","61","15","0","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"2024"
