Year,Geography,Geographic_Area_Name,Estimate_Total,Estimate_Total_Native_population,Estimate_Total_Native_population_5_to_17_years,Estimate_Total_Native_population_5_to_17_years_Speak_only_English,Estimate_Total_Native_population_5_to_17_years_Speak_Spanish,Estimate_Total_Native_population_5_to_17_years_Speak_Spanish_Speak_English_very_well,Estimate_Total_Native_population_5_to_17_years_Speak_Spanish_Speak_English_less_than_very_well,Estimate_Total_Native_population_5_to_17_years_Speak_other_languages,Estimate_Total_Native_population_5_to_17_years_Speak_other_languages_Speak_English_very_well,Estimate_Total_Native_population_5_to_17_years_Speak_other_languages_Speak_English_less_than_very_well,Estimate_Total_Native_population_18_years_and_over,Estimate_Total_Native_population_18_years_and_over_Speak_only_English,Estimate_Total_Native_population_18_years_and_over_Speak_Spanish,Estimate_Total_Native_population_18_years_and_over_Speak_Spanish_Speak_English_very_well,Estimate_Total_Native_population_18_years_and_over_Speak_Spanish_Speak_English_less_than_very_well,Estimate_Total_Native_population_18_years_and_over_Speak_other_languages,Estimate_Total_Native_population_18_years_and_over_Speak_other_languages_Speak_English_very_well,Estimate_Total_Native_population_18_years_and_over_Speak_other_languages_Speak_English_less_than_very_well,Estimate_Total_Foreign-born_population,Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen,Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_5_to_17_years,Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_5_to_17_years_Speak_only_English,Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_5_to_17_years_Speak_Spanish,Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_5_to_17_years_Speak_Spanish_Speak_English_very_well,Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_5_to_17_years_Speak_Spanish_Speak_English_less_than_very_well,Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_5_to_17_years_Speak_other_languages,Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_5_to_17_years_Speak_other_languages_Speak_English_very_well,Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_5_to_17_years_Speak_other_languages_Speak_English_less_than_very_well,Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_18_years_and_over,Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_18_years_and_over_Speak_only_English,Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_18_years_and_over_Speak_Spanish,Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_18_years_and_over_Speak_Spanish_Speak_English_very_well,Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_18_years_and_over_Speak_Spanish_Speak_English_less_than_very_well,Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_18_years_and_over_Speak_other_languages,Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_18_years_and_over_Speak_other_languages_Speak_English_very_well,Estimate_Total_Foreign-born_population_Naturalized_U.S._citizen_18_years_and_over_Speak_other_languages_Speak_English_less_than_very_well,Estimate_Total_Foreign-born_population_Not_a_U.S._citizen,Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_5_to_17_years,Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_5_to_17_years_Speak_only_English,Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_5_to_17_years_Speak_Spanish,Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_5_to_17_years_Speak_Spanish_Speak_English_very_well,Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_5_to_17_years_Speak_Spanish_Speak_English_less_than_very_well,Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_5_to_17_years_Speak_other_languages,Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_5_to_17_years_Speak_other_languages_Speak_English_very_well,Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_5_to_17_years_Speak_other_languages_Speak_English_less_than_very_well,Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_18_years_and_over,Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_18_years_and_over_Speak_only_English,Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_18_years_and_over_Speak_Spanish,Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_18_years_and_over_Speak_Spanish_Speak_English_very_well,Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_18_years_and_over_Speak_Spanish_Speak_English_less_than_very_well,Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_18_years_and_over_Speak_other_languages,Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_18_years_and_over_Speak_other_languages_Speak_English_very_well,Estimate_Total_Foreign-born_population_Not_a_U.S._citizen_18_years_and_over_Speak_other_languages_Speak_English_less_than_very_well
2014,1400000US12001002208,"Census Tract 22.08, Alachua County, Florida",2388,2188,437,413,9,0,9,15,15,0,1751,1665,63,29,34,23,23,0,200,131,0,0,0,0,0,0,0,0,131,12,16,16,0,103,103,0,69,8,8,0,0,0,0,0,0,61,47,0,0,0,14,14,0
2014,1400000US12001002209,"Census Tract 22.09, Alachua County, Florida",7135,6384,1187,1089,79,63,16,19,19,0,5197,5036,143,101,42,18,18,0,751,358,0,0,0,0,0,0,0,0,358,100,37,24,13,221,193,28,393,45,0,31,0,31,14,14,0,348,122,50,0,50,176,143,33
2014,1400000US12001002210,"Census Tract 22.10, Alachua County, Florida",3959,3780,862,831,23,23,0,8,8,0,2918,2753,91,91,0,74,74,0,179,144,0,0,0,0,0,0,0,0,144,43,43,30,13,58,51,7,35,0,0,0,0,0,0,0,0,35,18,0,0,0,17,10,7
2014,1400000US12001002217,"Census Tract 22.17, Alachua County, Florida",5123,4506,1113,1081,17,17,0,15,15,0,3393,3261,69,53,16,63,43,20,617,146,0,0,0,0,0,0,0,0,146,70,46,33,13,30,0,30,471,26,0,0,0,0,26,14,12,445,62,185,185,0,198,93,105
2014,1400000US12001002218,"Census Tract 22.18, Alachua County, Florida",2100,2024,632,608,24,24,0,0,0,0,1392,1300,72,51,21,20,0,20,76,9,0,0,0,0,0,0,0,0,9,0,6,0,6,3,0,3,67,0,0,0,0,0,0,0,0,67,38,13,5,8,16,9,7
2014,1400000US12001002219,"Census Tract 22.19, Alachua County, Florida",4905,4092,778,659,95,95,0,24,24,0,3314,3120,178,131,47,16,16,0,813,227,0,0,0,0,0,0,0,0,227,97,50,50,0,80,73,7,586,58,16,0,0,0,42,14,28,528,54,138,31,107,336,197,139
2014,1400000US12001002220,"Census Tract 22.20, Alachua County, Florida",1641,1510,188,178,10,10,0,0,0,0,1322,1256,66,51,15,0,0,0,131,93,0,0,0,0,0,0,0,0,93,54,9,9,0,30,0,30,38,0,0,0,0,0,0,0,0,38,13,19,7,12,6,6,0
2014,1400000US12001110800,"Census Tract 1108, Alachua County, Florida",2115,1947,148,147,0,0,0,1,1,0,1799,1685,54,54,0,60,60,0,168,134,19,19,0,0,0,0,0,0,115,66,35,11,24,14,1,13,34,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0
2019,1400000US12001000200,"Census Tract 2, Alachua County, Florida",7477,6855,162,162,0,0,0,0,0,0,6693,5973,623,604,19,97,97,0,622,243,0,0,0,0,0,0,0,0,243,74,9,9,0,160,160,0,379,0,0,0,0,0,0,0,0,379,63,65,65,0,251,216,35
2019,1400000US12001000301,"Census Tract 3.01, Alachua County, Florida",4271,3958,376,376,0,0,0,0,0,0,3582,3413,116,116,0,53,53,0,313,214,0,0,0,0,0,0,0,0,214,68,32,18,14,114,103,11,99,0,0,0,0,0,0,0,0,99,55,0,0,0,44,0,44
2019,1400000US12001000302,"Census Tract 3.02, Alachua County, Florida",2248,2076,306,306,0,0,0,0,0,0,1770,1662,46,32,14,62,62,0,172,129,0,0,0,0,0,0,0,0,129,25,98,41,57,6,0,6,43,0,0,0,0,0,0,0,0,43,0,11,4,7,32,23,9
2019,1400000US12001000400,"Census Tract 4, Alachua County, Florida",6147,5606,1851,1828,23,23,0,0,0,0,3755,3477,219,182,37,59,59,0,541,226,0,0,0,0,0,0,0,0,226,77,79,0,79,70,43,27,315,45,45,0,0,0,0,0,0,270,34,12,0,12,224,11,213
2019,1400000US12001000500,"Census Tract 5, Alachua County, Florida",4657,4289,286,276,10,10,0,0,0,0,4003,3742,196,196,0,65,36,29,368,77,0,0,0,0,0,0,0,0,77,0,46,46,0,31,31,0,291,0,0,0,0,0,0,0,0,291,111,102,102,0,78,50,28
2019,1400000US12001000600,"Census Tract 6, Alachua County, Florida",4383,4323,1272,1266,6,6,0,0,0,0,3051,3037,14,14,0,0,0,0,60,31,0,0,0,0,0,0,0,0,31,0,1,1,0,30,30,0,29,0,0,0,0,0,0,0,0,29,0,0,0,0,29,1,28
2019,1400000US12001000700,"Census Tract 7, Alachua County, Florida",6377,5889,810,810,0,0,0,0,0,0,5079,4832,184,116,68,63,0,63,488,137,0,0,0,0,0,0,0,0,137,43,94,0,94,0,0,0,351,0,0,0,0,0,0,0,0,351,191,136,0,136,24,24,0
2019,1400000US12001000806,"Census Tract 8.06, Alachua County, Florida",2391,1635,77,63,0,0,0,14,0,14,1558,1452,56,40,16,50,50,0,756,183,0,0,0,0,0,0,0,0,183,68,42,35,7,73,73,0,573,27,0,0,0,0,27,0,27,546,174,21,9,12,351,188,163
2019,1400000US12001000808,"Census Tract 8.08, Alachua County, Florida",3228,2673,267,253,14,0,14,0,0,0,2406,2179,150,135,15,77,77,0,555,201,14,14,0,0,0,0,0,0,187,15,46,19,27,126,99,27,354,43,13,16,16,0,14,14,0,311,54,113,22,91,144,89,55
2019,1400000US12001000809,"Census Tract 8.09, Alachua County, Florida",1243,1028,47,47,0,0,0,0,0,0,981,909,68,56,12,4,4,0,215,64,0,0,0,0,0,0,0,0,64,33,10,10,0,21,11,10,151,15,8,0,0,0,7,7,0,136,14,27,21,6,95,61,34
2019,1400000US12001000901,"Census Tract 9.01, Alachua County, Florida",4329,3606,104,88,0,0,0,16,0,16,3502,2877,382,376,6,243,236,7,723,119,11,0,11,11,0,0,0,0,108,31,26,10,16,51,36,15,604,43,0,0,0,0,43,0,43,561,19,59,59,0,483,238,245
2019,1400000US12001000902,"Census Tract 9.02, Alachua County, Florida",6684,6143,53,48,0,0,0,5,5,0,6090,5163,547,525,22,380,375,5,541,237,0,0,0,0,0,0,0,0,237,33,129,120,9,75,64,11,304,4,0,4,4,0,0,0,0,300,19,94,88,6,187,112,75
2019,1400000US12001001000,"Census Tract 10, Alachua County, Florida",5587,5397,259,259,0,0,0,0,0,0,5138,4723,356,335,21,59,59,0,190,135,0,0,0,0,0,0,0,0,135,21,33,33,0,81,65,16,55,25,25,0,0,0,0,0,0,30,0,8,8,0,22,22,0
2019,1400000US12001001100,"Census Tract 11, Alachua County, Florida",6704,5981,1263,1263,0,0,0,0,0,0,4718,4570,66,50,16,82,82,0,723,533,30,30,0,0,0,0,0,0,503,90,95,95,0,318,258,60,190,0,0,0,0,0,0,0,0,190,29,0,0,0,161,126,35
2019,1400000US12001001201,"Census Tract 12.01, Alachua County, Florida",3286,3069,395,336,38,38,0,21,21,0,2674,2628,46,36,10,0,0,0,217,156,16,16,0,0,0,0,0,0,140,71,8,8,0,61,37,24,61,9,0,0,0,0,9,9,0,52,0,0,0,0,52,19,33
2019,1400000US12001001202,"Census Tract 12.02, Alachua County, Florida",7341,6860,789,679,10,10,0,100,100,0,6071,5458,537,455,82,76,76,0,481,318,0,0,0,0,0,0,0,0,318,45,104,85,19,169,102,67,163,0,0,0,0,0,0,0,0,163,88,0,0,0,75,75,0
2019,1400000US12001001203,"Census Tract 12.03, Alachua County, Florida",3319,3004,253,214,13,13,0,26,26,0,2751,2380,174,153,21,197,155,42,315,168,0,0,0,0,0,0,0,0,168,0,29,29,0,139,70,69,147,0,0,0,0,0,0,0,0,147,67,29,15,14,51,0,51
2019,1400000US12001001400,"Census Tract 14, Alachua County, Florida",4386,4291,645,645,0,0,0,0,0,0,3646,3520,97,90,7,29,29,0,95,48,0,0,0,0,0,0,0,0,48,39,9,0,9,0,0,0,47,0,0,0,0,0,0,0,0,47,36,11,11,0,0,0,0
2019,1400000US12001001514,"Census Tract 15.14, Alachua County, Florida",1648,1341,46,38,8,0,8,0,0,0,1295,1104,168,140,28,23,23,0,307,209,0,0,0,0,0,0,0,0,209,46,9,5,4,154,143,11,98,0,0,0,0,0,0,0,0,98,17,41,41,0,40,20,20
2019,1400000US12001001515,"Census Tract 15.15, Alachua County, Florida",4877,4156,146,146,0,0,0,0,0,0,4010,3327,491,402,89,192,86,106,721,253,0,0,0,0,0,0,0,0,253,43,69,50,19,141,51,90,468,50,0,15,15,0,35,0,35,418,0,49,24,25,369,185,184
2019,1400000US12001001516,"Census Tract 15.16, Alachua County, Florida",2332,2000,63,49,0,0,0,14,14,0,1937,1801,66,66,0,70,48,22,332,130,0,0,0,0,0,0,0,0,130,58,30,20,10,42,25,17,202,0,0,0,0,0,0,0,0,202,85,11,11,0,106,62,44
2019,1400000US12001001517,"Census Tract 15.17, Alachua County, Florida",4463,3481,199,144,55,55,0,0,0,0,3282,2745,461,420,41,76,62,14,982,345,0,0,0,0,0,0,0,0,345,137,173,107,66,35,0,35,637,0,0,0,0,0,0,0,0,637,48,46,8,38,543,280,263
2019,1400000US12001001519,"Census Tract 15.19, Alachua County, Florida",2564,1657,41,21,20,20,0,0,0,0,1616,1443,91,79,12,82,82,0,907,160,25,0,25,25,0,0,0,0,135,24,80,80,0,31,31,0,747,0,0,0,0,0,0,0,0,747,137,9,9,0,601,470,131
2019,1400000US12001001520,"Census Tract 15.20, Alachua County, Florida",2483,1891,33,33,0,0,0,0,0,0,1858,1699,84,46,38,75,75,0,592,102,0,0,0,0,0,0,0,0,102,24,32,13,19,46,13,33,490,8,8,0,0,0,0,0,0,482,66,160,145,15,256,57,199
2019,1400000US12001001521,"Census Tract 15.21, Alachua County, Florida",4013,3313,290,245,0,0,0,45,45,0,3023,2729,190,190,0,104,104,0,700,279,0,0,0,0,0,0,0,0,279,21,122,20,102,136,40,96,421,22,0,22,22,0,0,0,0,399,69,121,25,96,209,81,128
2019,1400000US12001001603,"Census Tract 16.03, Alachua County, Florida",1592,1330,144,130,14,14,0,0,0,0,1186,1093,44,36,8,49,49,0,262,120,0,0,0,0,0,0,0,0,120,35,20,8,12,65,32,33,142,0,0,0,0,0,0,0,0,142,16,83,54,29,43,17,26
2019,1400000US12001001604,"Census Tract 16.04, Alachua County, Florida",7350,6073,180,171,0,0,0,9,9,0,5893,5420,364,269,95,109,109,0,1277,484,0,0,0,0,0,0,0,0,484,19,226,226,0,239,209,30,793,74,0,0,0,0,74,55,19,719,75,212,70,142,432,295,137
2019,1400000US12001001701,"Census Tract 17.01, Alachua County, Florida",5030,4435,500,467,33,33,0,0,0,0,3935,3809,83,83,0,43,43,0,595,373,7,0,7,7,0,0,0,0,366,61,92,41,51,213,129,84,222,24,0,24,24,0,0,0,0,198,140,58,8,50,0,0,0
2019,1400000US12001001702,"Census Tract 17.02, Alachua County, Florida",5424,5055,950,770,107,107,0,73,73,0,4105,3883,175,68,107,47,47,0,369,220,0,0,0,0,0,0,0,0,220,93,64,64,0,63,54,9,149,0,0,0,0,0,0,0,0,149,57,64,0,64,28,28,0
2019,1400000US12001001801,"Census Tract 18.01, Alachua County, Florida",7108,6657,988,986,2,2,0,0,0,0,5669,5371,292,266,26,6,6,0,451,363,36,18,0,0,0,18,0,18,327,139,124,81,43,64,20,44,88,0,0,0,0,0,0,0,0,88,33,3,0,3,52,52,0
2019,1400000US12001001802,"Census Tract 18.02, Alachua County, Florida",2529,2323,424,378,46,46,0,0,0,0,1899,1864,35,27,8,0,0,0,206,162,0,0,0,0,0,0,0,0,162,44,0,0,0,118,88,30,44,7,0,0,0,0,7,7,0,37,0,5,0,5,32,0,32
2019,1400000US12001001803,"Census Tract 18.03, Alachua County, Florida",5834,4986,703,664,20,0,20,19,19,0,4283,4021,188,156,32,74,74,0,848,532,0,0,0,0,0,0,0,0,532,211,188,153,35,133,40,93,316,49,0,0,0,0,49,0,49,267,32,156,0,156,79,33,46
2019,1400000US12001001805,"Census Tract 18.05, Alachua County, Florida",1472,1376,262,250,12,12,0,0,0,0,1114,1078,25,25,0,11,11,0,96,59,17,17,0,0,0,0,0,0,42,5,12,5,7,25,18,7,37,7,0,0,0,0,7,0,7,30,0,23,0,23,7,0,7
2019,1400000US12001001806,"Census Tract 18.06, Alachua County, Florida",8720,8110,1387,1304,52,52,0,31,16,15,6723,6550,85,85,0,88,74,14,610,270,0,0,0,0,0,0,0,0,270,100,170,86,84,0,0,0,340,31,0,13,13,0,18,18,0,309,157,92,65,27,60,10,50
2019,1400000US12001001811,"Census Tract 18.11, Alachua County, Florida",6397,5353,620,561,12,0,12,47,0,47,4733,4371,309,245,64,53,53,0,1044,513,80,80,0,0,0,0,0,0,433,141,147,136,11,145,131,14,531,81,0,22,22,0,59,59,0,450,80,113,93,20,257,134,123
2019,1400000US12001001813,"Census Tract 18.13, Alachua County, Florida",3503,2993,690,623,31,17,14,36,23,13,2303,2118,86,78,8,99,66,33,510,267,9,9,0,0,0,0,0,0,258,32,30,30,0,196,113,83,243,11,0,0,0,0,11,11,0,232,43,36,13,23,153,72,81
2019,1400000US12001001814,"Census Tract 18.14, Alachua County, Florida",2430,2166,471,321,40,40,0,110,110,0,1695,1618,47,43,4,30,30,0,264,127,0,0,0,0,0,0,0,0,127,0,47,47,0,80,4,76,137,0,0,0,0,0,0,0,0,137,46,0,0,0,91,0,91
2019,1400000US12001001902,"Census Tract 19.02, Alachua County, Florida",3199,3033,285,244,41,39,2,0,0,0,2748,2696,52,17,35,0,0,0,166,91,0,0,0,0,0,0,0,0,91,82,0,0,0,9,0,9,75,0,0,0,0,0,0,0,0,75,12,53,2,51,10,10,0
2019,1400000US12001001907,"Census Tract 19.07, Alachua County, Florida",2597,2402,366,345,7,7,0,14,14,0,2036,2006,0,0,0,30,12,18,195,139,0,0,0,0,0,0,0,0,139,25,74,74,0,40,0,40,56,4,0,0,0,0,4,4,0,52,19,0,0,0,33,0,33
2019,1400000US12001001908,"Census Tract 19.08, Alachua County, Florida",4653,4463,796,723,0,0,0,73,0,73,3667,3625,7,7,0,35,35,0,190,113,0,0,0,0,0,0,0,0,113,58,0,0,0,55,23,32,77,0,0,0,0,0,0,0,0,77,0,0,0,0,77,0,77
2019,1400000US12001002000,"Census Tract 20, Alachua County, Florida",5828,5743,843,839,4,4,0,0,0,0,4900,4774,56,38,18,70,25,45,85,25,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,26,0,0,0,34,34,0
2019,1400000US12001002101,"Census Tract 21.01, Alachua County, Florida",1974,1855,238,238,0,0,0,0,0,0,1617,1602,3,0,3,12,12,0,119,89,0,0,0,0,0,0,0,0,89,84,0,0,0,5,5,0,30,0,0,0,0,0,0,0,0,30,16,0,0,0,14,14,0
2019,1400000US12001002102,"Census Tract 21.02, Alachua County, Florida",776,753,91,91,0,0,0,0,0,0,662,646,12,9,3,4,2,2,23,23,3,0,3,3,0,0,0,0,20,0,11,11,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1400000US12001002201,"Census Tract 22.01, Alachua County, Florida",5061,4861,1015,964,39,29,10,12,12,0,3846,3719,99,50,49,28,28,0,200,143,15,0,0,0,0,15,15,0,128,53,43,43,0,32,21,11,57,0,0,0,0,0,0,0,0,57,45,0,0,0,12,12,0
2019,1400000US12001002202,"Census Tract 22.02, Alachua County, Florida",6143,5942,1275,1242,0,0,0,33,33,0,4667,4558,70,70,0,39,39,0,201,188,0,0,0,0,0,0,0,0,188,110,32,32,0,46,46,0,13,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0
2019,1400000US12001002204,"Census Tract 22.04, Alachua County, Florida",10905,8752,2048,1863,68,68,0,117,117,0,6704,6517,138,104,34,49,49,0,2153,1128,0,0,0,0,0,0,0,0,1128,511,97,97,0,520,293,227,1025,323,68,0,0,0,255,0,255,702,209,189,121,68,304,149,155
2019,1400000US12001002205,"Census Tract 22.05, Alachua County, Florida",11101,9151,1845,1542,82,82,0,221,221,0,7306,6911,258,258,0,137,137,0,1950,825,28,28,0,0,0,0,0,0,797,240,161,150,11,396,340,56,1125,51,0,15,15,0,36,36,0,1074,48,98,0,98,928,712,216
2019,1400000US12001002207,"Census Tract 22.07, Alachua County, Florida",3456,2783,570,518,24,24,0,28,28,0,2213,2052,102,79,23,59,48,11,673,476,40,12,0,0,0,28,28,0,436,159,26,26,0,251,116,135,197,55,0,0,0,0,55,24,31,142,3,9,0,9,130,70,60
2019,1400000US12001002208,"Census Tract 22.08, Alachua County, Florida",2677,2265,445,313,15,15,0,117,117,0,1820,1547,203,184,19,70,42,28,412,365,6,0,6,6,0,0,0,0,359,103,108,104,4,148,71,77,47,0,0,0,0,0,0,0,0,47,13,0,0,0,34,0,34
2019,1400000US12001002209,"Census Tract 22.09, Alachua County, Florida",8299,7060,1464,1270,6,0,6,188,188,0,5596,5451,108,108,0,37,37,0,1239,665,24,24,0,0,0,0,0,0,641,300,68,48,20,273,162,111,574,27,0,0,0,0,27,0,27,547,163,17,17,0,367,208,159
2019,1400000US12001002210,"Census Tract 22.10, Alachua County, Florida",4266,3990,833,817,16,16,0,0,0,0,3157,3048,86,57,29,23,13,10,276,180,0,0,0,0,0,0,0,0,180,89,70,37,33,21,11,10,96,28,0,0,0,0,28,28,0,68,30,23,0,23,15,15,0
2019,1400000US12001002217,"Census Tract 22.17, Alachua County, Florida",5138,4846,949,949,0,0,0,0,0,0,3897,3648,200,169,31,49,49,0,292,268,0,0,0,0,0,0,0,0,268,50,169,79,90,49,0,49,24,0,0,0,0,0,0,0,0,24,9,0,0,0,15,15,0
2019,1400000US12001002218,"Census Tract 22.18, Alachua County, Florida",1563,1440,311,276,23,9,14,12,12,0,1129,1038,85,77,8,6,6,0,123,48,0,0,0,0,0,0,0,0,48,35,0,0,0,13,0,13,75,18,0,18,0,18,0,0,0,57,0,25,5,20,32,0,32
2019,1400000US12001002219,"Census Tract 22.19, Alachua County, Florida",5798,5034,1055,914,38,22,16,103,103,0,3979,3480,351,310,41,148,135,13,764,297,0,0,0,0,0,0,0,0,297,130,85,70,15,82,55,27,467,37,0,0,0,0,37,26,11,430,141,68,23,45,221,71,150
2019,1400000US12001002220,"Census Tract 22.20, Alachua County, Florida",2176,1971,203,203,0,0,0,0,0,0,1768,1731,31,31,0,6,0,6,205,133,8,8,0,0,0,0,0,0,125,11,41,0,41,73,40,33,72,0,0,0,0,0,0,0,0,72,27,26,26,0,19,19,0
2019,1400000US12001110800,"Census Tract 1108, Alachua County, Florida",1908,1729,173,173,0,0,0,0,0,0,1556,1503,43,43,0,10,10,0,179,117,0,0,0,0,0,0,0,0,117,81,0,0,0,36,26,10,62,0,0,0,0,0,0,0,0,62,15,47,37,10,0,0,0
2024,1400000US12001000201,Census Tract 2.01; Alachua County; Florida,5236,4590,77,77,0,0,0,0,0,0,4513,4356,105,105,0,52,45,7,646,383,0,0,0,0,0,0,0,0,383,0,333,333,0,50,50,0,263,0,0,0,0,0,0,0,0,263,16,42,30,12,205,196,9
2024,1400000US12001000202,Census Tract 2.02; Alachua County; Florida,5751,5539,50,46,4,4,0,0,0,0,5489,4591,707,696,11,191,189,2,212,62,0,0,0,0,0,0,0,0,62,11,10,10,0,41,41,0,150,0,0,0,0,0,0,0,0,150,28,0,0,0,122,46,76
2024,1400000US12001000301,Census Tract 3.01; Alachua County; Florida,3976,3745,691,691,0,0,0,0,0,0,3054,2917,129,129,0,8,8,0,231,218,0,0,0,0,0,0,0,0,218,32,150,88,62,36,7,29,13,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0
2024,1400000US12001000302,Census Tract 3.02; Alachua County; Florida,2395,2239,190,190,0,0,0,0,0,0,2049,1939,110,103,7,0,0,0,156,122,0,0,0,0,0,0,0,0,122,24,93,0,93,5,0,5,34,0,0,0,0,0,0,0,0,34,20,2,2,0,12,5,7
2024,1400000US12001000400,Census Tract 4; Alachua County; Florida,5272,5182,1289,1160,129,58,71,0,0,0,3893,3678,215,215,0,0,0,0,90,75,0,0,0,0,0,0,0,0,75,47,18,0,18,10,0,10,15,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,15
2024,1400000US12001000500,Census Tract 5; Alachua County; Florida,4673,4268,561,561,0,0,0,0,0,0,3707,3387,181,181,0,139,139,0,405,225,0,0,0,0,0,0,0,0,225,193,0,0,0,32,32,0,180,0,0,0,0,0,0,0,0,180,57,54,54,0,69,69,0
2024,1400000US12001000600,Census Tract 6; Alachua County; Florida,4052,3986,749,749,0,0,0,0,0,0,3237,3222,9,9,0,6,6,0,66,55,0,0,0,0,0,0,0,0,55,22,4,4,0,29,23,6,11,0,0,0,0,0,0,0,0,11,0,0,0,0,11,11,0
2024,1400000US12001000700,Census Tract 7; Alachua County; Florida,6138,5809,1157,1037,49,49,0,71,71,0,4652,4475,177,142,35,0,0,0,329,222,0,0,0,0,0,0,0,0,222,74,10,0,10,138,0,138,107,0,0,0,0,0,0,0,0,107,81,26,26,0,0,0,0
2024,1400000US12001000806,Census Tract 8.06; Alachua County; Florida,3299,2756,63,63,0,0,0,0,0,0,2693,2099,414,414,0,180,180,0,543,90,8,8,0,0,0,0,0,0,82,21,46,46,0,15,15,0,453,78,0,0,0,0,78,48,30,375,41,50,16,34,284,158,126
2024,1400000US12001000808,Census Tract 8.08; Alachua County; Florida,3739,3314,533,486,47,47,0,0,0,0,2781,2697,36,36,0,48,48,0,425,136,0,0,0,0,0,0,0,0,136,55,43,43,0,38,38,0,289,38,19,0,0,0,19,19,0,251,23,37,37,0,191,150,41
2024,1400000US12001000809,Census Tract 8.09; Alachua County; Florida,1382,1109,83,83,0,0,0,0,0,0,1026,976,38,38,0,12,12,0,273,146,0,0,0,0,0,0,0,0,146,18,51,51,0,77,70,7,127,0,0,0,0,0,0,0,0,127,64,13,13,0,50,35,15
2024,1400000US12001000901,Census Tract 9.01; Alachua County; Florida,3545,2988,83,20,0,0,0,63,63,0,2905,2342,300,282,18,263,229,34,557,146,0,0,0,0,0,0,0,0,146,32,35,35,0,79,79,0,411,60,0,0,0,0,60,60,0,351,37,88,46,42,226,138,88
2024,1400000US12001000902,Census Tract 9.02; Alachua County; Florida,8723,7714,209,133,6,6,0,70,70,0,7505,6197,867,839,28,441,421,20,1009,360,0,0,0,0,0,0,0,0,360,54,210,210,0,96,38,58,649,44,0,0,0,0,44,9,35,605,60,56,27,29,489,168,321
2024,1400000US12001001000,Census Tract 10; Alachua County; Florida,7563,6825,345,223,0,0,0,122,114,8,6480,5931,441,408,33,108,108,0,738,519,0,0,0,0,0,0,0,0,519,150,244,244,0,125,125,0,219,0,0,0,0,0,0,0,0,219,9,33,33,0,177,130,47
2024,1400000US12001001100,Census Tract 11; Alachua County; Florida,6322,5388,970,704,49,30,19,217,217,0,4418,4211,100,57,43,107,86,21,934,844,0,0,0,0,0,0,0,0,844,128,134,134,0,582,362,220,90,0,0,0,0,0,0,0,0,90,13,22,0,22,55,37,18
2024,1400000US12001001201,Census Tract 12.01; Alachua County; Florida,2622,2414,298,212,0,0,0,86,86,0,2116,2020,78,63,15,18,18,0,208,150,0,0,0,0,0,0,0,0,150,11,2,0,2,137,121,16,58,0,0,0,0,0,0,0,0,58,41,0,0,0,17,17,0
2024,1400000US12001001202,Census Tract 12.02; Alachua County; Florida,6897,5930,926,804,0,0,0,122,122,0,5004,4697,246,204,42,61,61,0,967,582,0,0,0,0,0,0,0,0,582,181,295,242,53,106,106,0,385,56,13,0,0,0,43,43,0,329,52,154,111,43,123,123,0
