"GEO_ID","NAME","B16001_001E","B16001_001M","B16001_002E","B16001_002M","B16001_003E","B16001_003M","B16001_004E","B16001_004M","B16001_005E","B16001_005M","B16001_006E","B16001_006M","B16001_007E","B16001_007M","B16001_008E","B16001_008M","B16001_009E","B16001_009M","B16001_010E","B16001_010M","B16001_011E","B16001_011M","B16001_012E","B16001_012M","B16001_013E","B16001_013M","B16001_014E","B16001_014M","B16001_015E","B16001_015M","B16001_016E","B16001_016M","B16001_017E","B16001_017M","B16001_018E","B16001_018M","B16001_019E","B16001_019M","B16001_020E","B16001_020M","B16001_021E","B16001_021M","B16001_022E","B16001_022M","B16001_023E","B16001_023M","B16001_024E","B16001_024M","B16001_025E","B16001_025M","B16001_026E","B16001_026M","B16001_027E","B16001_027M","B16001_028E","B16001_028M","B16001_029E","B16001_029M","B16001_030E","B16001_030M","B16001_031E","B16001_031M","B16001_032E","B16001_032M","B16001_033E","B16001_033M","B16001_034E","B16001_034M","B16001_035E","B16001_035M","B16001_036E","B16001_036M","B16001_037E","B16001_037M","B16001_038E","B16001_038M","B16001_039E","B16001_039M","B16001_040E","B16001_040M","B16001_041E","B16001_041M","B16001_042E","B16001_042M","B16001_043E","B16001_043M","B16001_044E","B16001_044M","B16001_045E","B16001_045M","B16001_046E","B16001_046M","B16001_047E","B16001_047M","B16001_048E","B16001_048M","B16001_049E","B16001_049M","B16001_050E","B16001_050M","B16001_051E","B16001_051M","B16001_052E","B16001_052M","B16001_053E","B16001_053M","B16001_054E","B16001_054M","B16001_055E","B16001_055M","B16001_056E","B16001_056M","B16001_057E","B16001_057M","B16001_058E","B16001_058M","B16001_059E","B16001_059M","B16001_060E","B16001_060M","B16001_061E","B16001_061M","B16001_062E","B16001_062M","B16001_063E","B16001_063M","B16001_064E","B16001_064M","B16001_065E","B16001_065M","B16001_066E","B16001_066M","B16001_067E","B16001_067M","B16001_068E","B16001_068M","B16001_069E","B16001_069M","B16001_070E","B16001_070M","B16001_071E","B16001_071M","B16001_072E","B16001_072M","B16001_073E","B16001_073M","B16001_074E","B16001_074M","B16001_075E","B16001_075M","B16001_076E","B16001_076M","B16001_077E","B16001_077M","B16001_078E","B16001_078M","B16001_079E","B16001_079M","B16001_080E","B16001_080M","B16001_081E","B16001_081M","B16001_082E","B16001_082M","B16001_083E","B16001_083M","B16001_084E","B16001_084M","B16001_085E","B16001_085M","B16001_086E","B16001_086M","B16001_087E","B16001_087M","B16001_088E","B16001_088M","B16001_089E","B16001_089M","B16001_090E","B16001_090M","B16001_091E","B16001_091M","B16001_092E","B16001_092M","B16001_093E","B16001_093M","B16001_094E","B16001_094M","B16001_095E","B16001_095M","B16001_096E","B16001_096M","B16001_097E","B16001_097M","B16001_098E","B16001_098M","B16001_099E","B16001_099M","B16001_100E","B16001_100M","B16001_101E","B16001_101M","B16001_102E","B16001_102M","B16001_103E","B16001_103M","B16001_104E","B16001_104M","B16001_105E","B16001_105M","B16001_106E","B16001_106M","B16001_107E","B16001_107M","B16001_108E","B16001_108M","B16001_109E","B16001_109M","B16001_110E","B16001_110M","B16001_111E","B16001_111M","B16001_112E","B16001_112M","B16001_113E","B16001_113M","B16001_114E","B16001_114M","B16001_115E","B16001_115M","B16001_116E","B16001_116M","B16001_117E","B16001_117M","B16001_118E","B16001_118M","B16001_119E","B16001_119M","B16001_120E","B16001_120M","B16001_121E","B16001_121M","B16001_122E","B16001_122M","B16001_123E","B16001_123M","B16001_124E","B16001_124M","B16001_125E","B16001_125M","B16001_126E","B16001_126M","B16001_127E","B16001_127M","B16001_128E","B16001_128M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Speak only English","Margin of Error!!Total!!Speak only English","Estimate!!Total!!Spanish","Margin of Error!!Total!!Spanish","Estimate!!Total!!Spanish!!Speak English "very well"","Margin of Error!!Total!!Spanish!!Speak English "very well"","Estimate!!Total!!Spanish!!Speak English less than "very well"","Margin of Error!!Total!!Spanish!!Speak English less than "very well"","Estimate!!Total!!French (incl. Cajun)","Margin of Error!!Total!!French (incl. Cajun)","Estimate!!Total!!French (incl. Cajun)!!Speak English "very well"","Margin of Error!!Total!!French (incl. Cajun)!!Speak English "very well"","Estimate!!Total!!French (incl. Cajun)!!Speak English less than "very well"","Margin of Error!!Total!!French (incl. Cajun)!!Speak English less than "very well"","Estimate!!Total!!Haitian","Margin of Error!!Total!!Haitian","Estimate!!Total!!Haitian!!Speak English "very well"","Margin of Error!!Total!!Haitian!!Speak English "very well"","Estimate!!Total!!Haitian!!Speak English less than "very well"","Margin of Error!!Total!!Haitian!!Speak English less than "very well"","Estimate!!Total!!Italian","Margin of Error!!Total!!Italian","Estimate!!Total!!Italian!!Speak English "very well"","Margin of Error!!Total!!Italian!!Speak English "very well"","Estimate!!Total!!Italian!!Speak English less than "very well"","Margin of Error!!Total!!Italian!!Speak English less than "very well"","Estimate!!Total!!Portuguese","Margin of Error!!Total!!Portuguese","Estimate!!Total!!Portuguese!!Speak English "very well"","Margin of Error!!Total!!Portuguese!!Speak English "very well"","Estimate!!Total!!Portuguese!!Speak English less than "very well"","Margin of Error!!Total!!Portuguese!!Speak English less than "very well"","Estimate!!Total!!German","Margin of Error!!Total!!German","Estimate!!Total!!German!!Speak English "very well"","Margin of Error!!Total!!German!!Speak English "very well"","Estimate!!Total!!German!!Speak English less than "very well"","Margin of Error!!Total!!German!!Speak English less than "very well"","Estimate!!Total!!Yiddish, Pennsylvania Dutch or other West Germanic languages","Margin of Error!!Total!!Yiddish, Pennsylvania Dutch or other West Germanic languages","Estimate!!Total!!Yiddish, Pennsylvania Dutch or other West Germanic languages!!Speak English "very well"","Margin of Error!!Total!!Yiddish, Pennsylvania Dutch or other West Germanic languages!!Speak English "very well"","Estimate!!Total!!Yiddish, Pennsylvania Dutch or other West Germanic languages!!Speak English less than "very well"","Margin of Error!!Total!!Yiddish, Pennsylvania Dutch or other West Germanic languages!!Speak English less than "very well"","Estimate!!Total!!Greek","Margin of Error!!Total!!Greek","Estimate!!Total!!Greek!!Speak English "very well"","Margin of Error!!Total!!Greek!!Speak English "very well"","Estimate!!Total!!Greek!!Speak English less than "very well"","Margin of Error!!Total!!Greek!!Speak English less than "very well"","Estimate!!Total!!Russian","Margin of Error!!Total!!Russian","Estimate!!Total!!Russian!!Speak English "very well"","Margin of Error!!Total!!Russian!!Speak English "very well"","Estimate!!Total!!Russian!!Speak English less than "very well"","Margin of Error!!Total!!Russian!!Speak English less than "very well"","Estimate!!Total!!Polish","Margin of Error!!Total!!Polish","Estimate!!Total!!Polish!!Speak English "very well"","Margin of Error!!Total!!Polish!!Speak English "very well"","Estimate!!Total!!Polish!!Speak English less than "very well"","Margin of Error!!Total!!Polish!!Speak English less than "very well"","Estimate!!Total!!Serbo-Croatian","Margin of Error!!Total!!Serbo-Croatian","Estimate!!Total!!Serbo-Croatian!!Speak English "very well"","Margin of Error!!Total!!Serbo-Croatian!!Speak English "very well"","Estimate!!Total!!Serbo-Croatian!!Speak English less than "very well"","Margin of Error!!Total!!Serbo-Croatian!!Speak English less than "very well"","Estimate!!Total!!Ukrainian or other Slavic languages","Margin of Error!!Total!!Ukrainian or other Slavic languages","Estimate!!Total!!Ukrainian or other Slavic languages!!Speak English "very well"","Margin of Error!!Total!!Ukrainian or other Slavic languages!!Speak English "very well"","Estimate!!Total!!Ukrainian or other Slavic languages!!Speak English less than "very well"","Margin of Error!!Total!!Ukrainian or other Slavic languages!!Speak English less than "very well"","Estimate!!Total!!Armenian","Margin of Error!!Total!!Armenian","Estimate!!Total!!Armenian!!Speak English "very well"","Margin of Error!!Total!!Armenian!!Speak English "very well"","Estimate!!Total!!Armenian!!Speak English less than "very well"","Margin of Error!!Total!!Armenian!!Speak English less than "very well"","Estimate!!Total!!Persian (incl. Farsi, Dari)","Margin of Error!!Total!!Persian (incl. Farsi, Dari)","Estimate!!Total!!Persian (incl. Farsi, Dari)!!Speak English "very well"","Margin of Error!!Total!!Persian (incl. Farsi, Dari)!!Speak English "very well"","Estimate!!Total!!Persian (incl. Farsi, Dari)!!Speak English less than "very well"","Margin of Error!!Total!!Persian (incl. Farsi, Dari)!!Speak English less than "very well"","Estimate!!Total!!Gujarati","Margin of Error!!Total!!Gujarati","Estimate!!Total!!Gujarati!!Speak English "very well"","Margin of Error!!Total!!Gujarati!!Speak English "very well"","Estimate!!Total!!Gujarati!!Speak English less than "very well"","Margin of Error!!Total!!Gujarati!!Speak English less than "very well"","Estimate!!Total!!Hindi","Margin of Error!!Total!!Hindi","Estimate!!Total!!Hindi!!Speak English "very well"","Margin of Error!!Total!!Hindi!!Speak English "very well"","Estimate!!Total!!Hindi!!Speak English less than "very well"","Margin of Error!!Total!!Hindi!!Speak English less than "very well"","Estimate!!Total!!Urdu","Margin of Error!!Total!!Urdu","Estimate!!Total!!Urdu!!Speak English "very well"","Margin of Error!!Total!!Urdu!!Speak English "very well"","Estimate!!Total!!Urdu!!Speak English less than "very well"","Margin of Error!!Total!!Urdu!!Speak English less than "very well"","Estimate!!Total!!Punjabi","Margin of Error!!Total!!Punjabi","Estimate!!Total!!Punjabi!!Speak English "very well"","Margin of Error!!Total!!Punjabi!!Speak English "very well"","Estimate!!Total!!Punjabi!!Speak English less than "very well"","Margin of Error!!Total!!Punjabi!!Speak English less than "very well"","Estimate!!Total!!Bengali","Margin of Error!!Total!!Bengali","Estimate!!Total!!Bengali!!Speak English "very well"","Margin of Error!!Total!!Bengali!!Speak English "very well"","Estimate!!Total!!Bengali!!Speak English less than "very well"","Margin of Error!!Total!!Bengali!!Speak English less than "very well"","Estimate!!Total!!Nepali, Marathi, or other Indic languages","Margin of Error!!Total!!Nepali, Marathi, or other Indic languages","Estimate!!Total!!Nepali, Marathi, or other Indic languages!!Speak English "very well"","Margin of Error!!Total!!Nepali, Marathi, or other Indic languages!!Speak English "very well"","Estimate!!Total!!Nepali, Marathi, or other Indic languages!!Speak English less than "very well"","Margin of Error!!Total!!Nepali, Marathi, or other Indic languages!!Speak English less than "very well"","Estimate!!Total!!Other Indo-European languages","Margin of Error!!Total!!Other Indo-European languages","Estimate!!Total!!Other Indo-European languages!!Speak English "very well"","Margin of Error!!Total!!Other Indo-European languages!!Speak English "very well"","Estimate!!Total!!Other Indo-European languages!!Speak English less than "very well"","Margin of Error!!Total!!Other Indo-European languages!!Speak English less than "very well"","Estimate!!Total!!Telugu","Margin of Error!!Total!!Telugu","Estimate!!Total!!Telugu!!Speak English "very well"","Margin of Error!!Total!!Telugu!!Speak English "very well"","Estimate!!Total!!Telugu!!Speak English less than "very well"","Margin of Error!!Total!!Telugu!!Speak English less than "very well"","Estimate!!Total!!Tamil","Margin of Error!!Total!!Tamil","Estimate!!Total!!Tamil!!Speak English "very well"","Margin of Error!!Total!!Tamil!!Speak English "very well"","Estimate!!Total!!Tamil!!Speak English less than "very well"","Margin of Error!!Total!!Tamil!!Speak English less than "very well"","Estimate!!Total!!Malayalam, Kannada, or other Dravidian languages","Margin of Error!!Total!!Malayalam, Kannada, or other Dravidian languages","Estimate!!Total!!Malayalam, Kannada, or other Dravidian languages!!Speak English "very well"","Margin of Error!!Total!!Malayalam, Kannada, or other Dravidian languages!!Speak English "very well"","Estimate!!Total!!Malayalam, Kannada, or other Dravidian languages!!Speak English less than "very well"","Margin of Error!!Total!!Malayalam, Kannada, or other Dravidian languages!!Speak English less than "very well"","Estimate!!Total!!Chinese (incl. Mandarin, Cantonese)","Margin of Error!!Total!!Chinese (incl. Mandarin, Cantonese)","Estimate!!Total!!Chinese (incl. Mandarin, Cantonese)!!Speak English "very well"","Margin of Error!!Total!!Chinese (incl. Mandarin, Cantonese)!!Speak English "very well"","Estimate!!Total!!Chinese (incl. Mandarin, Cantonese)!!Speak English less than "very well"","Margin of Error!!Total!!Chinese (incl. Mandarin, Cantonese)!!Speak English less than "very well"","Estimate!!Total!!Japanese","Margin of Error!!Total!!Japanese","Estimate!!Total!!Japanese!!Speak English "very well"","Margin of Error!!Total!!Japanese!!Speak English "very well"","Estimate!!Total!!Japanese!!Speak English less than "very well"","Margin of Error!!Total!!Japanese!!Speak English less than "very well"","Estimate!!Total!!Korean","Margin of Error!!Total!!Korean","Estimate!!Total!!Korean!!Speak English "very well"","Margin of Error!!Total!!Korean!!Speak English "very well"","Estimate!!Total!!Korean!!Speak English less than "very well"","Margin of Error!!Total!!Korean!!Speak English less than "very well"","Estimate!!Total!!Hmong","Margin of Error!!Total!!Hmong","Estimate!!Total!!Hmong!!Speak English "very well"","Margin of Error!!Total!!Hmong!!Speak English "very well"","Estimate!!Total!!Hmong!!Speak English less than "very well"","Margin of Error!!Total!!Hmong!!Speak English less than "very well"","Estimate!!Total!!Vietnamese","Margin of Error!!Total!!Vietnamese","Estimate!!Total!!Vietnamese!!Speak English "very well"","Margin of Error!!Total!!Vietnamese!!Speak English "very well"","Estimate!!Total!!Vietnamese!!Speak English less than "very well"","Margin of Error!!Total!!Vietnamese!!Speak English less than "very well"","Estimate!!Total!!Khmer","Margin of Error!!Total!!Khmer","Estimate!!Total!!Khmer!!Speak English "very well"","Margin of Error!!Total!!Khmer!!Speak English "very well"","Estimate!!Total!!Khmer!!Speak English less than "very well"","Margin of Error!!Total!!Khmer!!Speak English less than "very well"","Estimate!!Total!!Thai, Lao, or other Tai-Kadai languages","Margin of Error!!Total!!Thai, Lao, or other Tai-Kadai languages","Estimate!!Total!!Thai, Lao, or other Tai-Kadai languages!!Speak English "very well"","Margin of Error!!Total!!Thai, Lao, or other Tai-Kadai languages!!Speak English "very well"","Estimate!!Total!!Thai, Lao, or other Tai-Kadai languages!!Speak English less than "very well"","Margin of Error!!Total!!Thai, Lao, or other Tai-Kadai languages!!Speak English less than "very well"","Estimate!!Total!!Other languages of Asia","Margin of Error!!Total!!Other languages of Asia","Estimate!!Total!!Other languages of Asia!!Speak English "very well"","Margin of Error!!Total!!Other languages of Asia!!Speak English "very well"","Estimate!!Total!!Other languages of Asia!!Speak English less than "very well"","Margin of Error!!Total!!Other languages of Asia!!Speak English less than "very well"","Estimate!!Total!!Tagalog (incl. Filipino)","Margin of Error!!Total!!Tagalog (incl. Filipino)","Estimate!!Total!!Tagalog (incl. Filipino)!!Speak English "very well"","Margin of Error!!Total!!Tagalog (incl. Filipino)!!Speak English "very well"","Estimate!!Total!!Tagalog (incl. Filipino)!!Speak English less than "very well"","Margin of Error!!Total!!Tagalog (incl. Filipino)!!Speak English less than "very well"","Estimate!!Total!!Ilocano, Samoan, Hawaiian, or other Austronesian languages","Margin of Error!!Total!!Ilocano, Samoan, Hawaiian, or other Austronesian languages","Estimate!!Total!!Ilocano, Samoan, Hawaiian, or other Austronesian languages!!Speak English "very well"","Margin of Error!!Total!!Ilocano, Samoan, Hawaiian, or other Austronesian languages!!Speak English "very well"","Estimate!!Total!!Ilocano, Samoan, Hawaiian, or other Austronesian languages!!Speak English less than "very well"","Margin of Error!!Total!!Ilocano, Samoan, Hawaiian, or other Austronesian languages!!Speak English less than "very well"","Estimate!!Total!!Arabic","Margin of Error!!Total!!Arabic","Estimate!!Total!!Arabic!!Speak English "very well"","Margin of Error!!Total!!Arabic!!Speak English "very well"","Estimate!!Total!!Arabic!!Speak English less than "very well"","Margin of Error!!Total!!Arabic!!Speak English less than "very well"","Estimate!!Total!!Hebrew","Margin of Error!!Total!!Hebrew","Estimate!!Total!!Hebrew!!Speak English "very well"","Margin of Error!!Total!!Hebrew!!Speak English "very well"","Estimate!!Total!!Hebrew!!Speak English less than "very well"","Margin of Error!!Total!!Hebrew!!Speak English less than "very well"","Estimate!!Total!!Amharic, Somali, or other Afro-Asiatic languages","Margin of Error!!Total!!Amharic, Somali, or other Afro-Asiatic languages","Estimate!!Total!!Amharic, Somali, or other Afro-Asiatic languages!!Speak English "very well"","Margin of Error!!Total!!Amharic, Somali, or other Afro-Asiatic languages!!Speak English "very well"","Estimate!!Total!!Amharic, Somali, or other Afro-Asiatic languages!!Speak English less than "very well"","Margin of Error!!Total!!Amharic, Somali, or other Afro-Asiatic languages!!Speak English less than "very well"","Estimate!!Total!!Yoruba, Twi, Igbo, or other languages of Western Africa","Margin of Error!!Total!!Yoruba, Twi, Igbo, or other languages of Western Africa","Estimate!!Total!!Yoruba, Twi, Igbo, or other languages of Western Africa!!Speak English "very well"","Margin of Error!!Total!!Yoruba, Twi, Igbo, or other languages of Western Africa!!Speak English "very well"","Estimate!!Total!!Yoruba, Twi, Igbo, or other languages of Western Africa!!Speak English less than "very well"","Margin of Error!!Total!!Yoruba, Twi, Igbo, or other languages of Western Africa!!Speak English less than "very well"","Estimate!!Total!!Swahili or other languages of Central, Eastern, and Southern Africa","Margin of Error!!Total!!Swahili or other languages of Central, Eastern, and Southern Africa","Estimate!!Total!!Swahili or other languages of Central, Eastern, and Southern Africa!!Speak English "very well"","Margin of Error!!Total!!Swahili or other languages of Central, Eastern, and Southern Africa!!Speak English "very well"","Estimate!!Total!!Swahili or other languages of Central, Eastern, and Southern Africa!!Speak English less than "very well"","Margin of Error!!Total!!Swahili or other languages of Central, Eastern, and Southern Africa!!Speak English less than "very well"","Estimate!!Total!!Navajo","Margin of Error!!Total!!Navajo","Estimate!!Total!!Navajo!!Speak English "very well"","Margin of Error!!Total!!Navajo!!Speak English "very well"","Estimate!!Total!!Navajo!!Speak English less than "very well"","Margin of Error!!Total!!Navajo!!Speak English less than "very well"","Estimate!!Total!!Other Native languages of North America","Margin of Error!!Total!!Other Native languages of North America","Estimate!!Total!!Other Native languages of North America!!Speak English "very well"","Margin of Error!!Total!!Other Native languages of North America!!Speak English "very well"","Estimate!!Total!!Other Native languages of North America!!Speak English less than "very well"","Margin of Error!!Total!!Other Native languages of North America!!Speak English less than "very well"","Estimate!!Total!!Other and unspecified languages","Margin of Error!!Total!!Other and unspecified languages","Estimate!!Total!!Other and unspecified languages!!Speak English "very well"","Margin of Error!!Total!!Other and unspecified languages!!Speak English "very well"","Estimate!!Total!!Other and unspecified languages!!Speak English less than "very well"","Margin of Error!!Total!!Other and unspecified languages!!Speak English less than "very well"",
"0100000US","United States","301150892","3777","236929699","184625","39769281","111096","23411399","61637","16357882","60449","1203941","9736","958091","8288","245850","4366","824884","14377","489302","9746","335582","7166","610253","7181","446413","6143","163840","3283","720092","9218","461090","7597","259002","5080","936083","8497","794611","7168","141472","3242","484057","6758","343935","6060","140122","3078","282863","4955","210378","4143","72485","2446","907362","9812","505575","6176","401787","6352","534704","6892","326993","5108","207711","3747","246471","5382","157280","4243","89191","2489","323804","5663","203566","3912","120238","3176","235253","5515","133862","4051","101391","2922","416577","8148","257451","5632","159126","3664","405998","5961","266698","4537","139300","3172","775313","12625","617513","9834","157800","4903","470505","10475","332293","7504","138212","4246","287151","7157","169195","4485","117956","4277","311381","6027","182456","4382","128925","3881","381464","8591","232907","5627","148557","4800","549519","9356","383344","6430","166175","4603","350283","6778","278379","5785","71904","2561","258631","5722","212149","4999","46482","2172","235297","5139","176720","4164","58577","2000","3278063","16200","1468876","10381","1809187","11437","459212","6556","265781","4403","193431","3978","1104228","12401","512244","7316","591984","7680","226052","4922","131360","3614","94692","2948","1473192","15373","609112","8958","864080","9473","211213","5363","102098","3167","109115","3292","306303","6155","154062","3685","152241","3850","359916","8857","165407","4759","194509","5484","1698847","13864","1161377","10457","537470","7190","447850","7465","277269","5580","170581","3627","1128918","19452","704214","14316","424704","8212","214611","5087","181590","4723","33021","1465","492294","10426","279170","7273","213124","4990","484415","9134","376145","7588","108270","3872","213495","6614","151969","5200","61526","3291","163419","2662","132212","2526","31207","1044","186922","3080","160659","2613","26263","1053","251076","6133","181627","4517","69449","2727",
