"GEO_ID","NAME","B16008_001E","B16008_001M","B16008_002E","B16008_002M","B16008_003E","B16008_003M","B16008_004E","B16008_004M","B16008_005E","B16008_005M","B16008_006E","B16008_006M","B16008_007E","B16008_007M","B16008_008E","B16008_008M","B16008_009E","B16008_009M","B16008_010E","B16008_010M","B16008_011E","B16008_011M","B16008_012E","B16008_012M","B16008_013E","B16008_013M","B16008_014E","B16008_014M","B16008_015E","B16008_015M","B16008_016E","B16008_016M","B16008_017E","B16008_017M","B16008_018E","B16008_018M","B16008_019E","B16008_019M","B16008_020E","B16008_020M","B16008_021E","B16008_021M","B16008_022E","B16008_022M","B16008_023E","B16008_023M","B16008_024E","B16008_024M","B16008_025E","B16008_025M","B16008_026E","B16008_026M","B16008_027E","B16008_027M","B16008_028E","B16008_028M","B16008_029E","B16008_029M","B16008_030E","B16008_030M","B16008_031E","B16008_031M","B16008_032E","B16008_032M","B16008_033E","B16008_033M","B16008_034E","B16008_034M","B16008_035E","B16008_035M","B16008_036E","B16008_036M","B16008_037E","B16008_037M","B16008_038E","B16008_038M","B16008_039E","B16008_039M","B16008_040E","B16008_040M","B16008_041E","B16008_041M","B16008_042E","B16008_042M","B16008_043E","B16008_043M","B16008_044E","B16008_044M","B16008_045E","B16008_045M","B16008_046E","B16008_046M","B16008_047E","B16008_047M","B16008_048E","B16008_048M","B16008_049E","B16008_049M","B16008_050E","B16008_050M","B16008_051E","B16008_051M","B16008_052E","B16008_052M","B16008_053E","B16008_053M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Native population:","Margin of Error!!Total:!!Native population:","Estimate!!Total:!!Native population:!!5 to 17 years:","Margin of Error!!Total:!!Native population:!!5 to 17 years:","Estimate!!Total:!!Native population:!!5 to 17 years:!!Speak only English","Margin of Error!!Total:!!Native population:!!5 to 17 years:!!Speak only English","Estimate!!Total:!!Native population:!!5 to 17 years:!!Speak Spanish:","Margin of Error!!Total:!!Native population:!!5 to 17 years:!!Speak Spanish:","Estimate!!Total:!!Native population:!!5 to 17 years:!!Speak Spanish:!!Speak English "very well"","Margin of Error!!Total:!!Native population:!!5 to 17 years:!!Speak Spanish:!!Speak English "very well"","Estimate!!Total:!!Native population:!!5 to 17 years:!!Speak Spanish:!!Speak English less than "very well"","Margin of Error!!Total:!!Native population:!!5 to 17 years:!!Speak Spanish:!!Speak English less than "very well"","Estimate!!Total:!!Native population:!!5 to 17 years:!!Speak other languages:","Margin of Error!!Total:!!Native population:!!5 to 17 years:!!Speak other languages:","Estimate!!Total:!!Native population:!!5 to 17 years:!!Speak other languages:!!Speak English "very well"","Margin of Error!!Total:!!Native population:!!5 to 17 years:!!Speak other languages:!!Speak English "very well"","Estimate!!Total:!!Native population:!!5 to 17 years:!!Speak other languages:!!Speak English less than "very well"","Margin of Error!!Total:!!Native population:!!5 to 17 years:!!Speak other languages:!!Speak English less than "very well"","Estimate!!Total:!!Native population:!!18 years and over:","Margin of Error!!Total:!!Native population:!!18 years and over:","Estimate!!Total:!!Native population:!!18 years and over:!!Speak only English","Margin of Error!!Total:!!Native population:!!18 years and over:!!Speak only English","Estimate!!Total:!!Native population:!!18 years and over:!!Speak Spanish:","Margin of Error!!Total:!!Native population:!!18 years and over:!!Speak Spanish:","Estimate!!Total:!!Native population:!!18 years and over:!!Speak Spanish:!!Speak English "very well"","Margin of Error!!Total:!!Native population:!!18 years and over:!!Speak Spanish:!!Speak English "very well"","Estimate!!Total:!!Native population:!!18 years and over:!!Speak Spanish:!!Speak English less than "very well"","Margin of Error!!Total:!!Native population:!!18 years and over:!!Speak Spanish:!!Speak English less than "very well"","Estimate!!Total:!!Native population:!!18 years and over:!!Speak other languages:","Margin of Error!!Total:!!Native population:!!18 years and over:!!Speak other languages:","Estimate!!Total:!!Native population:!!18 years and over:!!Speak other languages:!!Speak English "very well"","Margin of Error!!Total:!!Native population:!!18 years and over:!!Speak other languages:!!Speak English "very well"","Estimate!!Total:!!Native population:!!18 years and over:!!Speak other languages:!!Speak English less than "very well"","Margin of Error!!Total:!!Native population:!!18 years and over:!!Speak other languages:!!Speak English less than "very well"","Estimate!!Total:!!Foreign-born population:","Margin of Error!!Total:!!Foreign-born population:","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak only English","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak only English","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak Spanish:","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak Spanish:","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak Spanish:!!Speak English "very well"","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak Spanish:!!Speak English "very well"","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak Spanish:!!Speak English less than "very well"","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak Spanish:!!Speak English less than "very well"","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak other languages:","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak other languages:","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak other languages:!!Speak English "very well"","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak other languages:!!Speak English "very well"","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak other languages:!!Speak English less than "very well"","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak other languages:!!Speak English less than "very well"","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak only English","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak only English","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak Spanish:","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak Spanish:","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak Spanish:!!Speak English "very well"","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak Spanish:!!Speak English "very well"","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak Spanish:!!Speak English less than "very well"","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak Spanish:!!Speak English less than "very well"","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak other languages:","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak other languages:","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak other languages:!!Speak English "very well"","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak other languages:!!Speak English "very well"","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak other languages:!!Speak English less than "very well"","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak other languages:!!Speak English less than "very well"","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak only English","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak only English","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak Spanish:","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak Spanish:","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak Spanish:!!Speak English "very well"","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak Spanish:!!Speak English "very well"","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak Spanish:!!Speak English less than "very well"","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak Spanish:!!Speak English less than "very well"","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak other languages:","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak other languages:","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak other languages:!!Speak English "very well"","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak other languages:!!Speak English "very well"","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak other languages:!!Speak English less than "very well"","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak other languages:!!Speak English less than "very well"","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak only English","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak only English","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak Spanish:","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak Spanish:","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak Spanish:!!Speak English "very well"","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak Spanish:!!Speak English "very well"","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak Spanish:!!Speak English less than "very well"","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak Spanish:!!Speak English less than "very well"","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak other languages:","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak other languages:","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak other languages:!!Speak English "very well"","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak other languages:!!Speak English "very well"","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak other languages:!!Speak English less than "very well"","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak other languages:!!Speak English less than "very well"",
"0600000US1200191248","Gainesville CCD, Alachua County, Florida","187095","2157","162406","2852","20907","965","18953","1013","742","289","511","223","231","155","1212","338","1189","345","23","39","141499","2336","128379","2318","9864","1070","8935","1015","929","276","3256","488","3059","478","197","107","24689","1759","13030","1246","101","92","32","40","20","33","20","33","0","35","49","78","49","78","0","35","12929","1221","3304","634","3513","624","2779","544","734","273","6112","770","4374","723","1738","391","11659","1439","897","395","125","157","165","143","132","129","33","40","607","252","460","225","147","105","10762","1291","1741","479","2241","531","1375","413","866","348","6780","924","5060","840","1720","375",
