"GEO_ID","NAME","B16004_001E","B16004_001M","B16004_002E","B16004_002M","B16004_003E","B16004_003M","B16004_004E","B16004_004M","B16004_005E","B16004_005M","B16004_006E","B16004_006M","B16004_007E","B16004_007M","B16004_008E","B16004_008M","B16004_009E","B16004_009M","B16004_010E","B16004_010M","B16004_011E","B16004_011M","B16004_012E","B16004_012M","B16004_013E","B16004_013M","B16004_014E","B16004_014M","B16004_015E","B16004_015M","B16004_016E","B16004_016M","B16004_017E","B16004_017M","B16004_018E","B16004_018M","B16004_019E","B16004_019M","B16004_020E","B16004_020M","B16004_021E","B16004_021M","B16004_022E","B16004_022M","B16004_023E","B16004_023M","B16004_024E","B16004_024M","B16004_025E","B16004_025M","B16004_026E","B16004_026M","B16004_027E","B16004_027M","B16004_028E","B16004_028M","B16004_029E","B16004_029M","B16004_030E","B16004_030M","B16004_031E","B16004_031M","B16004_032E","B16004_032M","B16004_033E","B16004_033M","B16004_034E","B16004_034M","B16004_035E","B16004_035M","B16004_036E","B16004_036M","B16004_037E","B16004_037M","B16004_038E","B16004_038M","B16004_039E","B16004_039M","B16004_040E","B16004_040M","B16004_041E","B16004_041M","B16004_042E","B16004_042M","B16004_043E","B16004_043M","B16004_044E","B16004_044M","B16004_045E","B16004_045M","B16004_046E","B16004_046M","B16004_047E","B16004_047M","B16004_048E","B16004_048M","B16004_049E","B16004_049M","B16004_050E","B16004_050M","B16004_051E","B16004_051M","B16004_052E","B16004_052M","B16004_053E","B16004_053M","B16004_054E","B16004_054M","B16004_055E","B16004_055M","B16004_056E","B16004_056M","B16004_057E","B16004_057M","B16004_058E","B16004_058M","B16004_059E","B16004_059M","B16004_060E","B16004_060M","B16004_061E","B16004_061M","B16004_062E","B16004_062M","B16004_063E","B16004_063M","B16004_064E","B16004_064M","B16004_065E","B16004_065M","B16004_066E","B16004_066M","B16004_067E","B16004_067M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!5 to 17 years","Margin of Error!!Total!!5 to 17 years","Estimate!!Total!!5 to 17 years!!Speak only English","Margin of Error!!Total!!5 to 17 years!!Speak only English","Estimate!!Total!!5 to 17 years!!Speak Spanish","Margin of Error!!Total!!5 to 17 years!!Speak Spanish","Estimate!!Total!!5 to 17 years!!Speak Spanish!!Speak English "very well"","Margin of Error!!Total!!5 to 17 years!!Speak Spanish!!Speak English "very well"","Estimate!!Total!!5 to 17 years!!Speak Spanish!!Speak English "well"","Margin of Error!!Total!!5 to 17 years!!Speak Spanish!!Speak English "well"","Estimate!!Total!!5 to 17 years!!Speak Spanish!!Speak English "not well"","Margin of Error!!Total!!5 to 17 years!!Speak Spanish!!Speak English "not well"","Estimate!!Total!!5 to 17 years!!Speak Spanish!!Speak English "not at all"","Margin of Error!!Total!!5 to 17 years!!Speak Spanish!!Speak English "not at all"","Estimate!!Total!!5 to 17 years!!Speak other Indo-European languages","Margin of Error!!Total!!5 to 17 years!!Speak other Indo-European languages","Estimate!!Total!!5 to 17 years!!Speak other Indo-European languages!!Speak English "very well"","Margin of Error!!Total!!5 to 17 years!!Speak other Indo-European languages!!Speak English "very well"","Estimate!!Total!!5 to 17 years!!Speak other Indo-European languages!!Speak English "well"","Margin of Error!!Total!!5 to 17 years!!Speak other Indo-European languages!!Speak English "well"","Estimate!!Total!!5 to 17 years!!Speak other Indo-European languages!!Speak English "not well"","Margin of Error!!Total!!5 to 17 years!!Speak other Indo-European languages!!Speak English "not well"","Estimate!!Total!!5 to 17 years!!Speak other Indo-European languages!!Speak English "not at all"","Margin of Error!!Total!!5 to 17 years!!Speak other Indo-European languages!!Speak English "not at all"","Estimate!!Total!!5 to 17 years!!Speak Asian and Pacific Island languages","Margin of Error!!Total!!5 to 17 years!!Speak Asian and Pacific Island languages","Estimate!!Total!!5 to 17 years!!Speak Asian and Pacific Island languages!!Speak English "very well"","Margin of Error!!Total!!5 to 17 years!!Speak Asian and Pacific Island languages!!Speak English "very well"","Estimate!!Total!!5 to 17 years!!Speak Asian and Pacific Island languages!!Speak English "well"","Margin of Error!!Total!!5 to 17 years!!Speak Asian and Pacific Island languages!!Speak English "well"","Estimate!!Total!!5 to 17 years!!Speak Asian and Pacific Island languages!!Speak English "not well"","Margin of Error!!Total!!5 to 17 years!!Speak Asian and Pacific Island languages!!Speak English "not well"","Estimate!!Total!!5 to 17 years!!Speak Asian and Pacific Island languages!!Speak English "not at all"","Margin of Error!!Total!!5 to 17 years!!Speak Asian and Pacific Island languages!!Speak English "not at all"","Estimate!!Total!!5 to 17 years!!Speak other languages","Margin of Error!!Total!!5 to 17 years!!Speak other languages","Estimate!!Total!!5 to 17 years!!Speak other languages!!Speak English "very well"","Margin of Error!!Total!!5 to 17 years!!Speak other languages!!Speak English "very well"","Estimate!!Total!!5 to 17 years!!Speak other languages!!Speak English "well"","Margin of Error!!Total!!5 to 17 years!!Speak other languages!!Speak English "well"","Estimate!!Total!!5 to 17 years!!Speak other languages!!Speak English "not well"","Margin of Error!!Total!!5 to 17 years!!Speak other languages!!Speak English "not well"","Estimate!!Total!!5 to 17 years!!Speak other languages!!Speak English "not at all"","Margin of Error!!Total!!5 to 17 years!!Speak other languages!!Speak English "not at all"","Estimate!!Total!!18 to 64 years","Margin of Error!!Total!!18 to 64 years","Estimate!!Total!!18 to 64 years!!Speak only English","Margin of Error!!Total!!18 to 64 years!!Speak only English","Estimate!!Total!!18 to 64 years!!Speak Spanish","Margin of Error!!Total!!18 to 64 years!!Speak Spanish","Estimate!!Total!!18 to 64 years!!Speak Spanish!!Speak English "very well"","Margin of Error!!Total!!18 to 64 years!!Speak Spanish!!Speak English "very well"","Estimate!!Total!!18 to 64 years!!Speak Spanish!!Speak English "well"","Margin of Error!!Total!!18 to 64 years!!Speak Spanish!!Speak English "well"","Estimate!!Total!!18 to 64 years!!Speak Spanish!!Speak English "not well"","Margin of Error!!Total!!18 to 64 years!!Speak Spanish!!Speak English "not well"","Estimate!!Total!!18 to 64 years!!Speak Spanish!!Speak English "not at all"","Margin of Error!!Total!!18 to 64 years!!Speak Spanish!!Speak English "not at all"","Estimate!!Total!!18 to 64 years!!Speak other Indo-European languages","Margin of Error!!Total!!18 to 64 years!!Speak other Indo-European languages","Estimate!!Total!!18 to 64 years!!Speak other Indo-European languages!!Speak English "very well"","Margin of Error!!Total!!18 to 64 years!!Speak other Indo-European languages!!Speak English "very well"","Estimate!!Total!!18 to 64 years!!Speak other Indo-European languages!!Speak English "well"","Margin of Error!!Total!!18 to 64 years!!Speak other Indo-European languages!!Speak English "well"","Estimate!!Total!!18 to 64 years!!Speak other Indo-European languages!!Speak English "not well"","Margin of Error!!Total!!18 to 64 years!!Speak other Indo-European languages!!Speak English "not well"","Estimate!!Total!!18 to 64 years!!Speak other Indo-European languages!!Speak English "not at all"","Margin of Error!!Total!!18 to 64 years!!Speak other Indo-European languages!!Speak English "not at all"","Estimate!!Total!!18 to 64 years!!Speak Asian and Pacific Island languages","Margin of Error!!Total!!18 to 64 years!!Speak Asian and Pacific Island languages","Estimate!!Total!!18 to 64 years!!Speak Asian and Pacific Island languages!!Speak English "very well"","Margin of Error!!Total!!18 to 64 years!!Speak Asian and Pacific Island languages!!Speak English "very well"","Estimate!!Total!!18 to 64 years!!Speak Asian and Pacific Island languages!!Speak English "well"","Margin of Error!!Total!!18 to 64 years!!Speak Asian and Pacific Island languages!!Speak English "well"","Estimate!!Total!!18 to 64 years!!Speak Asian and Pacific Island languages!!Speak English "not well"","Margin of Error!!Total!!18 to 64 years!!Speak Asian and Pacific Island languages!!Speak English "not well"","Estimate!!Total!!18 to 64 years!!Speak Asian and Pacific Island languages!!Speak English "not at all"","Margin of Error!!Total!!18 to 64 years!!Speak Asian and Pacific Island languages!!Speak English "not at all"","Estimate!!Total!!18 to 64 years!!Speak other languages","Margin of Error!!Total!!18 to 64 years!!Speak other languages","Estimate!!Total!!18 to 64 years!!Speak other languages!!Speak English "very well"","Margin of Error!!Total!!18 to 64 years!!Speak other languages!!Speak English "very well"","Estimate!!Total!!18 to 64 years!!Speak other languages!!Speak English "well"","Margin of Error!!Total!!18 to 64 years!!Speak other languages!!Speak English "well"","Estimate!!Total!!18 to 64 years!!Speak other languages!!Speak English "not well"","Margin of Error!!Total!!18 to 64 years!!Speak other languages!!Speak English "not well"","Estimate!!Total!!18 to 64 years!!Speak other languages!!Speak English "not at all"","Margin of Error!!Total!!18 to 64 years!!Speak other languages!!Speak English "not at all"","Estimate!!Total!!65 years and over","Margin of Error!!Total!!65 years and over","Estimate!!Total!!65 years and over!!Speak only English","Margin of Error!!Total!!65 years and over!!Speak only English","Estimate!!Total!!65 years and over!!Speak Spanish","Margin of Error!!Total!!65 years and over!!Speak Spanish","Estimate!!Total!!65 years and over!!Speak Spanish!!Speak English "very well"","Margin of Error!!Total!!65 years and over!!Speak Spanish!!Speak English "very well"","Estimate!!Total!!65 years and over!!Speak Spanish!!Speak English "well"","Margin of Error!!Total!!65 years and over!!Speak Spanish!!Speak English "well"","Estimate!!Total!!65 years and over!!Speak Spanish!!Speak English "not well"","Margin of Error!!Total!!65 years and over!!Speak Spanish!!Speak English "not well"","Estimate!!Total!!65 years and over!!Speak Spanish!!Speak English "not at all"","Margin of Error!!Total!!65 years and over!!Speak Spanish!!Speak English "not at all"","Estimate!!Total!!65 years and over!!Speak other Indo-European languages","Margin of Error!!Total!!65 years and over!!Speak other Indo-European languages","Estimate!!Total!!65 years and over!!Speak other Indo-European languages!!Speak English "very well"","Margin of Error!!Total!!65 years and over!!Speak other Indo-European languages!!Speak English "very well"","Estimate!!Total!!65 years and over!!Speak other Indo-European languages!!Speak English "well"","Margin of Error!!Total!!65 years and over!!Speak other Indo-European languages!!Speak English "well"","Estimate!!Total!!65 years and over!!Speak other Indo-European languages!!Speak English "not well"","Margin of Error!!Total!!65 years and over!!Speak other Indo-European languages!!Speak English "not well"","Estimate!!Total!!65 years and over!!Speak other Indo-European languages!!Speak English "not at all"","Margin of Error!!Total!!65 years and over!!Speak other Indo-European languages!!Speak English "not at all"","Estimate!!Total!!65 years and over!!Speak Asian and Pacific Island languages","Margin of Error!!Total!!65 years and over!!Speak Asian and Pacific Island languages","Estimate!!Total!!65 years and over!!Speak Asian and Pacific Island languages!!Speak English "very well"","Margin of Error!!Total!!65 years and over!!Speak Asian and Pacific Island languages!!Speak English "very well"","Estimate!!Total!!65 years and over!!Speak Asian and Pacific Island languages!!Speak English "well"","Margin of Error!!Total!!65 years and over!!Speak Asian and Pacific Island languages!!Speak English "well"","Estimate!!Total!!65 years and over!!Speak Asian and Pacific Island languages!!Speak English "not well"","Margin of Error!!Total!!65 years and over!!Speak Asian and Pacific Island languages!!Speak English "not well"","Estimate!!Total!!65 years and over!!Speak Asian and Pacific Island languages!!Speak English "not at all"","Margin of Error!!Total!!65 years and over!!Speak Asian and Pacific Island languages!!Speak English "not at all"","Estimate!!Total!!65 years and over!!Speak other languages","Margin of Error!!Total!!65 years and over!!Speak other languages","Estimate!!Total!!65 years and over!!Speak other languages!!Speak English "very well"","Margin of Error!!Total!!65 years and over!!Speak other languages!!Speak English "very well"","Estimate!!Total!!65 years and over!!Speak other languages!!Speak English "well"","Margin of Error!!Total!!65 years and over!!Speak other languages!!Speak English "well"","Estimate!!Total!!65 years and over!!Speak other languages!!Speak English "not well"","Margin of Error!!Total!!65 years and over!!Speak other languages!!Speak English "not well"","Estimate!!Total!!65 years and over!!Speak other languages!!Speak English "not at all"","Margin of Error!!Total!!65 years and over!!Speak other languages!!Speak English "not at all"",
"0600000US1200191248","Gainesville CCD, Alachua County, Florida","165268","1249","19056","722","17025","726","915","231","832","219","50","53","33","36","0","31","652","234","607","230","45","48","0","31","0","31","425","145","263","117","132","72","30","32","0","31","39","62","39","62","0","31","0","31","0","31","129084","942","107853","1405","9801","737","7887","723","1012","216","785","375","117","87","5876","746","5081","702","687","240","108","99","0","31","4622","479","2377","322","1578","270","606","191","61","57","932","365","572","252","307","259","53","40","0","31","17128","480","15802","491","630","130","320","126","168","75","73","62","69","63","509","157","381","114","61","59","67","51","0","31","134","95","42","38","73","81","19","30","0","31","53","46","41","37","12","23","0","31","0","31",
