"GEO_ID","NAME","B16008_001E","B16008_001M","B16008_002E","B16008_002M","B16008_003E","B16008_003M","B16008_004E","B16008_004M","B16008_005E","B16008_005M","B16008_006E","B16008_006M","B16008_007E","B16008_007M","B16008_008E","B16008_008M","B16008_009E","B16008_009M","B16008_010E","B16008_010M","B16008_011E","B16008_011M","B16008_012E","B16008_012M","B16008_013E","B16008_013M","B16008_014E","B16008_014M","B16008_015E","B16008_015M","B16008_016E","B16008_016M","B16008_017E","B16008_017M","B16008_018E","B16008_018M","B16008_019E","B16008_019M","B16008_020E","B16008_020M","B16008_021E","B16008_021M","B16008_022E","B16008_022M","B16008_023E","B16008_023M","B16008_024E","B16008_024M","B16008_025E","B16008_025M","B16008_026E","B16008_026M","B16008_027E","B16008_027M","B16008_028E","B16008_028M","B16008_029E","B16008_029M","B16008_030E","B16008_030M","B16008_031E","B16008_031M","B16008_032E","B16008_032M","B16008_033E","B16008_033M","B16008_034E","B16008_034M","B16008_035E","B16008_035M","B16008_036E","B16008_036M","B16008_037E","B16008_037M","B16008_038E","B16008_038M","B16008_039E","B16008_039M","B16008_040E","B16008_040M","B16008_041E","B16008_041M","B16008_042E","B16008_042M","B16008_043E","B16008_043M","B16008_044E","B16008_044M","B16008_045E","B16008_045M","B16008_046E","B16008_046M","B16008_047E","B16008_047M","B16008_048E","B16008_048M","B16008_049E","B16008_049M","B16008_050E","B16008_050M","B16008_051E","B16008_051M","B16008_052E","B16008_052M","B16008_053E","B16008_053M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Native population:","Margin of Error!!Total:!!Native population:","Estimate!!Total:!!Native population:!!5 to 17 years:","Margin of Error!!Total:!!Native population:!!5 to 17 years:","Estimate!!Total:!!Native population:!!5 to 17 years:!!Speak only English","Margin of Error!!Total:!!Native population:!!5 to 17 years:!!Speak only English","Estimate!!Total:!!Native population:!!5 to 17 years:!!Speak Spanish:","Margin of Error!!Total:!!Native population:!!5 to 17 years:!!Speak Spanish:","Estimate!!Total:!!Native population:!!5 to 17 years:!!Speak Spanish:!!Speak English "very well"","Margin of Error!!Total:!!Native population:!!5 to 17 years:!!Speak Spanish:!!Speak English "very well"","Estimate!!Total:!!Native population:!!5 to 17 years:!!Speak Spanish:!!Speak English less than "very well"","Margin of Error!!Total:!!Native population:!!5 to 17 years:!!Speak Spanish:!!Speak English less than "very well"","Estimate!!Total:!!Native population:!!5 to 17 years:!!Speak other languages:","Margin of Error!!Total:!!Native population:!!5 to 17 years:!!Speak other languages:","Estimate!!Total:!!Native population:!!5 to 17 years:!!Speak other languages:!!Speak English "very well"","Margin of Error!!Total:!!Native population:!!5 to 17 years:!!Speak other languages:!!Speak English "very well"","Estimate!!Total:!!Native population:!!5 to 17 years:!!Speak other languages:!!Speak English less than "very well"","Margin of Error!!Total:!!Native population:!!5 to 17 years:!!Speak other languages:!!Speak English less than "very well"","Estimate!!Total:!!Native population:!!18 years and over:","Margin of Error!!Total:!!Native population:!!18 years and over:","Estimate!!Total:!!Native population:!!18 years and over:!!Speak only English","Margin of Error!!Total:!!Native population:!!18 years and over:!!Speak only English","Estimate!!Total:!!Native population:!!18 years and over:!!Speak Spanish:","Margin of Error!!Total:!!Native population:!!18 years and over:!!Speak Spanish:","Estimate!!Total:!!Native population:!!18 years and over:!!Speak Spanish:!!Speak English "very well"","Margin of Error!!Total:!!Native population:!!18 years and over:!!Speak Spanish:!!Speak English "very well"","Estimate!!Total:!!Native population:!!18 years and over:!!Speak Spanish:!!Speak English less than "very well"","Margin of Error!!Total:!!Native population:!!18 years and over:!!Speak Spanish:!!Speak English less than "very well"","Estimate!!Total:!!Native population:!!18 years and over:!!Speak other languages:","Margin of Error!!Total:!!Native population:!!18 years and over:!!Speak other languages:","Estimate!!Total:!!Native population:!!18 years and over:!!Speak other languages:!!Speak English "very well"","Margin of Error!!Total:!!Native population:!!18 years and over:!!Speak other languages:!!Speak English "very well"","Estimate!!Total:!!Native population:!!18 years and over:!!Speak other languages:!!Speak English less than "very well"","Margin of Error!!Total:!!Native population:!!18 years and over:!!Speak other languages:!!Speak English less than "very well"","Estimate!!Total:!!Foreign-born population:","Margin of Error!!Total:!!Foreign-born population:","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak only English","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak only English","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak Spanish:","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak Spanish:","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak Spanish:!!Speak English "very well"","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak Spanish:!!Speak English "very well"","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak Spanish:!!Speak English less than "very well"","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak Spanish:!!Speak English less than "very well"","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak other languages:","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak other languages:","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak other languages:!!Speak English "very well"","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak other languages:!!Speak English "very well"","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak other languages:!!Speak English less than "very well"","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!5 to 17 years:!!Speak other languages:!!Speak English less than "very well"","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak only English","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak only English","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak Spanish:","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak Spanish:","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak Spanish:!!Speak English "very well"","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak Spanish:!!Speak English "very well"","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak Spanish:!!Speak English less than "very well"","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak Spanish:!!Speak English less than "very well"","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak other languages:","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak other languages:","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak other languages:!!Speak English "very well"","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak other languages:!!Speak English "very well"","Estimate!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak other languages:!!Speak English less than "very well"","Margin of Error!!Total:!!Foreign-born population:!!Naturalized U.S. citizen:!!18 years and over:!!Speak other languages:!!Speak English less than "very well"","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak only English","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak only English","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak Spanish:","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak Spanish:","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak Spanish:!!Speak English "very well"","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak Spanish:!!Speak English "very well"","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak Spanish:!!Speak English less than "very well"","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak Spanish:!!Speak English less than "very well"","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak other languages:","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak other languages:","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak other languages:!!Speak English "very well"","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak other languages:!!Speak English "very well"","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak other languages:!!Speak English less than "very well"","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!5 to 17 years:!!Speak other languages:!!Speak English less than "very well"","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak only English","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak only English","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak Spanish:","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak Spanish:","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak Spanish:!!Speak English "very well"","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak Spanish:!!Speak English "very well"","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak Spanish:!!Speak English less than "very well"","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak Spanish:!!Speak English less than "very well"","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak other languages:","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak other languages:","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak other languages:!!Speak English "very well"","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak other languages:!!Speak English "very well"","Estimate!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak other languages:!!Speak English less than "very well"","Margin of Error!!Total:!!Foreign-born population:!!Not a U.S. citizen:!!18 years and over:!!Speak other languages:!!Speak English less than "very well"",
"0600000US1200191248","Gainesville CCD, Alachua County, Florida","190930","2011","164895","2765","21340","992","19258","1034","730","288","567","212","163","152","1352","335","1304","328","48","40","143555","2326","130086","2431","9442","1111","8415","1111","1027","319","4027","626","3710","613","317","240","26035","1872","13665","1340","111","94","36","36","26","39","26","39","0","35","49","79","49","79","0","35","13554","1342","3327","640","3832","713","3025","597","807","296","6395","859","4772","780","1623","386","12370","1434","1013","413","152","137","157","170","109","133","48","59","704","261","612","245","92","68","11357","1248","1482","412","2554","549","1838","484","716","280","7321","932","5788","859","1533","409",
